"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"184"," 0.684535985"," 0.438723327"," 1.202050904"," 0.5996618213"," 1.2473489357"," 0.45313550"," 0.0552659889","-0.58618272","-0.4858754915"," 0.992733104","-0.357641607","-0.111487425"," 0.058686952"," 1.001333576","-0.68562245"," 0.338623960","-0.579084310"," 0.066004773","-0.080273391"," 0.6782071758"," 0.435605323"," 0.554767694"," 0.223780396"," 0.73270187"," 1.22127071","-0.420028134"," 0.939060575"," 1.359430830"," 0.716093692"," 1.7584166969","-0.084267086","-0.079368817","-0.091320237","-0.367758542"," 0.74102130"," 0.065015931","-0.563353107"," 0.326388776"," 0.07277133"," 0.50623278"," 0.093675249"," 0.687229713","-0.490006872"," 0.61102605"," 0.38391050","-0.765874209"," 1.182743690"," 0.552258232"," 0.473598248"," 0.33324133"," 1.1481219452"," 0.2638960763"," 0.685921195"," 0.419716279"," 0.25866082"," 1.053366246"," 0.46286402"," 0.438857547","-0.27166001"," 0.76298087","-0.256071788","-0.398361922","-0.26505673","-0.71606660"," 1.623743331"," 0.290338204"," 1.146907497"," 0.872619532"," 0.695125592"," 1.6913287970"," 1.450070188"," 0.801043415","-0.068918478"," 1.3473679011","-0.573056006"," 0.837849625"," 0.929345779"," 0.831089617"," 0.592516010"," 0.565343277"," 0.990441788"," 0.51915771"," 1.51928723"," 0.41586784","-0.4616512292"," 1.160696e+00","-0.0396647608"," 0.84375164"," 1.558835418"," 0.922623085"," 0.679815223","-0.130967827"," 0.60528277","-0.576275761"," 1.267532008","-0.36867979","-0.243101697"," 0.718480845"," 0.604205303"," 0.7766408429"," 0.533092149"," 0.3342190174"," 0.345862548","-0.174320812"," 0.684119308"," 1.19405104"," 0.4622847960","-0.1334902125","-0.391518781"," 0.61092565","-0.037877515"," 0.643832172"
"186","-0.881649476"," 0.157196822"," 0.010179080"," 0.8271100324","-0.0671238113","-0.15923810","-0.2174755674","-0.96732243","-0.7414671664","-0.864854682","-0.342934849"," 0.279351225","-0.019835027"," 0.741858356","-0.18970559"," 0.581817994","-0.945820364"," 0.110419874"," 0.943108050"," 0.2997451896","-0.108680101"," 0.681980802","-0.714607998"," 0.11848364","-0.02197153","-1.514391776","-0.669737563"," 0.412502376"," 0.025072013"," 0.1352155602"," 1.779810113","-0.213000166","-0.746802820"," 0.361909061"," 0.15936271","-0.456773048","-0.767309893"," 0.294430487","-0.78138642"," 1.07095178","-0.011827420"," 0.492844924"," 0.096197125"," 0.36815408","-0.25495904","-0.817776200","-0.047999673"," 0.037777561"," 0.645747253"," 1.28762855"," 0.3231402325"," 1.2789589554"," 0.793205124"," 0.568388978"," 1.35774698"," 0.412549323","-0.57121801","-1.607410295"," 0.09730697","-1.22667248"," 0.046138934"," 2.322673589"," 0.19714930","-1.00115565","-0.466900337","-1.139367438"," 0.436235212","-0.084322953","-0.222987615"," 1.1839347534"," 0.844698331","-1.816600195"," 0.097128614","-0.0461436964","-0.051658027"," 0.174364621"," 0.792760682"," 0.613824394"," 0.244887027","-0.949844119"," 1.611734688"," 0.45077860","-0.11898460"," 0.96711986","-0.2213513115"," 1.213798e-01"," 1.4519043844"," 0.27194071"," 1.366105853"," 0.433208922"," 0.562335737","-2.072677187","-0.23091879","-0.997303800","-0.755046356"," 0.16495546"," 0.664435965"," 0.764974965"," 1.414909901"," 0.0652152227","-0.361311781"," 0.2472193604"," 0.904560847"," 0.419807985"," 0.239912441","-0.12456419","-1.6352068434"," 0.6671316422","-0.525656050"," 0.04844072"," 0.217569236"," 0.063154051"
"187","-0.303334672","-1.155037588","-0.378387059","-0.7366106867","-0.7685915526","-1.40108830","-1.4511456322"," 0.02889029"," 0.6839225980","-1.573300094","-0.633569846","-0.133558100"," 0.248237823","-0.487003949"," 0.23868821","-0.972601016","-1.160868261","-1.459906381","-0.141015853","-1.0375259035","-1.271279483","-0.156385745","-0.879481130"," 0.04066908","-0.21267917","-0.430124550","-1.528633838","-0.533386379","-0.498940195"," 1.3051735696"," 0.049037546","-1.121007374","-0.012580466","-0.722792110","-1.12432205"," 0.333337255","-0.604754726","-0.960581074","-1.76629951","-0.33252602","-1.213329012","-0.178650710","-1.356300664","-1.08365682","-0.68351134","-1.091251239","-0.772790655"," 0.273508746","-1.198236312","-0.20758566","-1.0593476289","-0.3249091631","-0.926245686","-1.074256096","-2.07286776","-1.577564751","-0.89300404","-1.022655675","-0.11873540","-0.00665262","-0.856496316","-0.479727283","-1.16748911"," 0.20297496","-0.109892061","-1.069341120","-1.483494236","-0.639585880","-0.391203186","-0.5358501983","-0.339243635"," 0.140782824","-0.566390494","-1.4730841835","-1.241481614"," 0.330454348"," 1.049523407","-0.593590402","-1.018287513","-0.305511198"," 0.171944948"," 0.15645094","-1.43714431","-0.52071824","-0.6129611472","-6.072309e-01","-1.0606947343","-0.20441292","-0.043726247","-0.529178297","-0.482358816","-0.094059872","-0.57879188"," 0.419583327","-0.144996140","-1.17086646","-0.651972290","-0.575789847"," 0.519756342","-0.2801767694","-0.416743699","-1.2216075635","-0.733461177"," 0.682061657"," 0.206844923","-0.28232294","-0.1697351870"," 0.1171960872","-0.223230092","-0.07598934","-0.348659976","-0.024973283"
"188"," 0.524298761"," 1.250987653"," 0.778805921"," 0.9998610225"," 0.7423763812"," 0.76832277"," 1.5784018725"," 1.11284974","-0.8746941720","-0.513144143","-0.247028455"," 1.145469613"," 0.309928628","-0.231333141"," 0.77466186"," 0.722783167"," 0.913997572"," 1.336723495"," 0.843601948"," 1.4959590326"," 0.430942757"," 0.842288752"," 0.622961092"," 0.71764806"," 1.55254800"," 0.927262191","-0.210299382"," 1.028369987"," 1.149544346"," 0.3058310112","-0.818199347"," 1.916388844","-0.095422805"," 0.692759682"," 1.46874861"," 1.105974803","-0.921934583"," 1.303562001"," 0.15721687"," 0.98526473"," 0.730463019"," 0.410223404"," 1.168511290"," 1.42770121","-0.83411121","-0.694801897"," 0.801739051"," 1.433911419"," 0.779264230"," 1.12001763"," 0.6518185207"," 1.2424976147"," 0.722164322","-0.594556299","-1.17572223","-1.396912565"," 0.76714469"," 0.019587141"," 1.06640800"," 1.46648341"," 1.521877943","-0.892541509"," 0.97741275","-0.27068019","-0.359353563"," 0.115639210"," 0.001211919"," 0.839806200"," 0.909103105"," 0.6012953973"," 0.376776081"," 0.709754741"," 1.580430719","-0.9321023360"," 0.868924552"," 1.140735301"," 1.768157360"," 0.944226303"," 0.579356231"," 0.028553542"," 0.899114146"," 0.10859936","-0.13749448"," 1.29131987","-0.0676377273"," 9.523458e-01"," 0.9627078964"," 0.04040254"," 2.075933257"," 1.327685073"," 0.956301393"," 0.719269028","-0.10371220","-0.775261525","-0.221898970"," 0.12618062"," 0.584190104"," 1.641173090"," 0.587950096"," 1.1422692014"," 0.296920183"," 1.3306122313"," 0.667019110","-0.683548160"," 1.044539703"," 1.03759963"," 1.4207112433"," 0.4336089524"," 0.450524490"," 1.15068237"," 1.158525628"," 0.813521975"
"189"," 0.577282925","-1.392776627"," 0.837687994","-0.3241638743","-0.4368826765","-2.12084198","-1.6136472056","-0.92500803","-1.2424340863","-0.261899797","-0.619070390","-0.044699103","-0.166029581"," 0.354143656"," 1.24487038","-1.330114730","-1.412477763","-1.224617415"," 0.073332588","-1.9779464608","-1.831706773","-0.014326612","-3.112860366","-0.95490246","-1.13218242","-0.793343655","-0.168489793","-0.565123740"," 0.891554108"," 0.6385341161"," 1.476707194","-1.450972332"," 0.880549982","-1.016554419","-1.40107759","-1.268638666","-0.624766129","-1.473019005","-1.89365810","-0.50955991","-1.229470754","-0.328100793","-0.925520047","-1.13508167","-0.93572572","-1.216738313","-0.112152506"," 0.711361050","-1.178043260"," 0.07569563"," 0.9247412511"," 0.0284909630","-0.889881750","-0.337417682"," 0.10941770"," 0.545054077","-1.03446152","-1.911840492","-0.84904504"," 0.62469261","-1.372182175"," 0.028296307","-1.06542735","-0.25487372","-1.022353815","-2.419954451"," 0.688503670"," 0.354025894","-0.626468495","-1.2030050990","-0.512731751"," 0.403600881","-0.858015962"," 1.1493674177","-1.259156249","-0.313949518","-1.192353792","-0.583162522","-1.531148246"," 1.560075431"," 0.695011435"," 0.37724230","-0.74653685","-1.40320381","-0.1430253152"," 5.534476e-01"," 0.0174943735","-0.54380153"," 0.085009168","-0.527574023","-0.459760907"," 0.740927874","-0.24633638","-1.463903213"," 1.035954880","-2.30496889","-0.061028024","-0.600650378","-0.279362036","-1.1144051305","-0.312197972","-1.3052405989","-1.836506332"," 1.064358229","-0.596348969","-1.25796091"," 0.3309857041","-0.5868806052","-0.584360268"," 0.34896706"," 0.041795261","-1.390808989"
"190","-0.196447569","-1.527026723","-0.513971803","-0.4342225084"," 0.0067583267","-1.81227631","-1.7250923405","-1.27785616","-0.4794507854","-1.174051081","-0.770167835","-0.596662079"," 3.140657063"," 0.131567698","-1.00391942","-0.949809384","-1.160576161","-1.449799271"," 0.190437493","-0.3795029848","-0.613866395"," 0.140226586","-0.535224481","-0.62284248"," 0.19791347","-0.451502908","-1.113884625"," 0.907742589","-0.565223509","-0.4749835277"," 0.023463207","-1.725202520","-0.204625523"," 0.183366000","-1.45615128"," 0.204944025"," 0.213556348","-1.180450524","-2.26310653","-0.01290435","-1.012914714"," 0.055187953","-0.789101016","-0.79470652","-1.59411796","-1.441717476","-0.198396227"," 0.293041129","-0.969456061","-0.76670254","-1.0436991588","-0.6175313133","-0.294750120","-0.210788478","-0.12570903","-0.748752905","-1.02146106"," 0.473718451"," 0.10581608","-0.30006487","-1.490927288"," 2.614113673","-0.92209140","-1.65759918"," 0.006199759"," 0.557899756","-1.353568495","-0.719940042","-0.686652752","-0.5700636446","-1.302377129","-0.222789984","-0.723339816","-1.5121312541","-0.987686035","-1.459943145","-1.320647144","-0.549734292","-0.288139794","-0.395973473","-1.636555698","-0.40605092"," 0.04909629","-0.21743734","-1.9700995885","-6.005981e-01","-1.3260422708"," 0.64537183"," 0.207363457","-0.734047643"," 0.027211786","-0.432148928","-0.46907218","-0.442214116","-0.526548361","-0.81845983","-0.260131708","-0.748331697"," 1.383225349","-1.3153752397","-1.044734807","-1.6503333923","-1.051400994"," 0.141824728","-0.392243718","-1.35143382","-0.5288835894"," 0.0382423344","-1.469905083","-1.63125035","-0.781025817","-1.334235003"
"191"," 0.081980571"," 0.993621912","-0.564692069"," 0.4677231927"," 0.8881669763"," 0.77424843"," 0.5716736996","-1.45149878"," 0.6464673740","-0.651903149"," 2.222168795"," 0.342816875"," 0.738904891"," 1.057057453","-0.27630330"," 1.353881297"," 0.205154533"," 0.519288582"," 0.714766828"," 0.1664182585"," 0.759174819","-0.904159526"," 0.487919336","-0.09493770"," 1.14014866","-1.202818626","-0.552498915"," 0.222198278"," 0.119736867","-1.2971652416"," 0.234220092"," 1.560455760","-0.179712122"," 0.693101078"," 0.92918092"," 0.235753246"," 0.722385254"," 0.550784632"," 0.48776706"," 1.23447466"," 0.426644111"," 1.028149572"," 0.610126986"," 0.45507915"," 1.54503691"," 0.041898439"," 0.296259151","-2.191010642"," 1.135331385"," 0.22508651"," 0.0485297292"," 0.1019728931"," 0.236413107"," 0.342538634"," 0.65217866"," 0.828081615"," 0.23593749"," 1.388150353"," 1.20420144"," 0.46814585"," 0.881101509"," 2.381059759"," 0.20598988"," 1.23365722","-0.379104530"," 1.197179597"," 0.027513030"," 0.310572241"," 0.133607682"," 0.9567057494"," 0.903735171","-0.838147085"," 1.506870880","-0.1092038639"," 0.480239335","-0.556115443","-0.504482916"," 1.698381627"," 0.916628352","-0.437902642"," 0.421075471"," 0.18495626","-0.24754015"," 1.32587350"," 0.1113606963"," 1.187493e-01"," 0.0470397693"," 0.63803524"," 1.599873814","-0.327945291"," 0.311685463","-0.157027816"," 0.11629159"," 0.550703801","-0.295990603"," 0.51150513"," 0.834263448"," 0.388934867"," 0.070156416"," 0.6720289604","-0.738348450"," 0.5055721794"," 1.249339475","-0.129318808"," 0.608414045"," 1.14516916"," 0.4213709355","-0.2387747520"," 0.001816708","-0.42124164"," 0.013692279","-0.015983812"
"193"," 0.385831151"," 0.187130034"," 0.431744899"," 0.1086250770","-0.9975508651","-0.52251878","-0.6381330379","-0.55036448","-0.5473502958","-0.882805798"," 1.434179751","-0.442696594"," 1.246677885"," 2.455181678"," 0.62170527","-0.331374882","-0.143094617","-0.336644029"," 0.199250569"," 0.2124616046"," 0.125489542","-1.044440837","-0.624205705","-0.80006378"," 0.51058699","-0.448460267","-0.754041404"," 0.957943070"," 0.950494184","-0.0485470297"," 1.132968795","-0.091535610"," 0.398388160"," 1.315608004","-0.48984048"," 0.114936304","-0.078310703","-0.878015981","-0.85374392","-0.21332969","-0.222840102","-0.113724036","-0.315124196"," 0.09023053","-0.26393979","-0.233094068"," 1.013335496"," 0.980404148","-0.169714358","-0.91547013","-0.3726379253","-0.3395412641","-0.444878680"," 0.732638691"," 0.84043312"," 0.630075488"," 0.22642048"," 0.675636831"," 0.18269481","-0.53265344","-0.500555753"," 1.106778411"," 0.81299310","-0.78583063","-0.226583966"," 0.690539385"," 0.740356721"," 1.387080559"," 0.882859896","-0.4366326771","-0.331793537"," 0.622530007"," 0.304180244","-0.5650772603","-0.611690867","-1.042715730","-0.108062132"," 2.175684114"," 0.518673620"," 0.534553849","-0.446591704"," 0.28993500","-0.88255661"," 0.56801422","-0.2883459959"," 1.428524e+00","-1.7155977058","-0.21832960"," 0.817301383"," 0.234262213"," 1.790989090"," 0.926672312"," 0.22905569","-0.748611142"," 2.250455218","-0.04457128","-0.088185357"," 0.173033425","-0.322853577"," 0.9286891272","-1.596385233"," 0.4975645434"," 0.914884033","-0.088428024"," 1.165093816"," 1.41231321","-0.4341500868"," 0.0435150013"," 0.486884605"," 0.88912485"," 0.993883621"," 0.559017997"
"194","-0.032994590"," 0.550171747"," 1.636611510","-0.3764664468","-0.9632277332"," 0.03230521","-0.7481806418"," 0.43462299"," 0.8822632406"," 0.855854074","-0.041087099"," 0.764900941"," 0.755513546","-1.076896698","-1.03988042"," 0.339060037"," 1.119049427"," 0.095366926"," 0.712458625","-1.7980441087"," 0.245543878","-0.662007169"," 0.178595322"," 0.16166003"," 0.01628177","-0.762727195"," 0.581770229"," 0.975420601"," 0.047633142","-0.3549758515","-0.088025830"," 0.477469219"," 0.600988593"," 0.040469965","-0.15905065"," 1.164534993"," 0.438660264","-0.036714120"," 0.14663432","-1.49108275"," 0.112570870"," 0.427794550"," 2.357970807"," 0.34254250"," 1.05804770","-0.717509993","-0.064729124","-1.629278152"," 0.196768177"," 2.30092663","-0.2501751039"," 0.7769476145"," 0.004549556","-1.313096012","-1.61936737","-1.675396106"," 0.71486016","-0.009637254"," 0.01892927","-1.23153190"," 2.775049700","-0.615358123"," 0.26298093","-0.11608805"," 0.006652554","-0.036171769"," 0.585709021"," 0.494319326"," 0.594224756"," 1.1394760103"," 0.919587109","-1.102891909","-0.157931938"," 1.5013307841"," 2.204984741"," 1.356262412","-0.283178180","-0.446772290","-0.325787435","-0.342622572"," 1.499152798"," 0.65461252","-0.14096940"," 1.40583088","-2.1043389312"," 3.750536e-01"," 1.2262959581","-0.50377237"," 1.373454180","-0.785626211","-0.850559312","-0.099423016"," 0.01083033","-0.223766542","-1.494168257","-0.11338511"," 1.966575896","-0.672813168","-0.879714615"," 0.0439776874"," 1.936513735"," 0.5902900299","-0.150044869","-1.252637611"," 0.195073296","-0.18640844","-0.8528176706"," 0.9964085859","-0.131985841","-0.30917945","-0.448479563"," 0.074747443"
"195"," 0.848341221"," 0.111158161"," 0.752668772"," 0.7846353443"," 0.8587508039","-0.35574383","-0.6648367909","-0.36686078"," 0.4297780515"," 0.596444025"," 0.778976269"," 0.308002807"," 0.549010741"," 0.850887041"," 0.60262293"," 0.407299179","-0.277543550","-0.096872144"," 0.207532368"," 0.1860416390","-0.096104152","-1.775689020"," 0.520057547"," 0.28409937"," 0.54639081"," 0.509202084"," 0.450734479","-0.591382539"," 1.231803748"," 1.0701916899"," 0.389306444"," 0.305258553"," 0.456328740","-1.043009377","-0.26885260"," 0.802529146","-1.038820105","-0.118230898","-0.50772178"," 1.08780521","-0.044594956"," 0.831816747"," 0.299586707"," 0.19419598"," 0.21761614","-0.151489607"," 0.214166181","-0.709266283","-0.006983661"," 0.13561570"," 0.2557778770","-0.2776327321"," 0.948494630","-0.860163585","-0.14466112","-0.149142287"," 0.21997197"," 0.445098652"," 0.38543048"," 1.72370868"," 0.301750703"," 1.151664403"," 0.10663982","-0.30419394","-0.842770132"," 0.442039199","-0.326975407"," 0.312978949"," 0.975030833"," 0.2016246911"," 0.694654512"," 1.383697915"," 1.006692193"," 0.2132719414"," 0.193574791","-0.052838665"," 1.386881875"," 0.160946257","-0.053315748"," 1.208392988","-0.532177177"," 0.01706251","-0.39822961"," 0.27794648","-0.4694457543"," 3.242537e-01","-0.5242981157"," 0.26854941"," 1.141946994"," 0.189222593"," 0.471834830"," 0.897530520"," 1.80147411","-0.118746396"," 0.718425115","-0.27378920"," 0.353970705","-0.992814761"," 0.112066228"," 0.9797275468"," 0.493807649"," 0.0203283169"," 0.099393139","-0.157349237"," 0.635138269"," 0.82818217"," 1.4400148119"," 0.5081886025"," 0.598478399","-0.05705273"," 0.031533913"," 0.203351384"
"196"," 1.294351523"," 1.416898522"," 0.503266677"," 0.7874752622"," 0.9585952847"," 0.73223175"," 0.7282187714"," 0.36678380"," 2.4216821447"," 2.638584626"," 1.723166719"," 1.609939686"," 0.826111571","-0.248651633"," 0.29295842"," 1.853444456"," 0.958109831"," 1.515429239"," 2.396576882"," 1.1996933553","-0.115209139"," 0.146389197"," 1.241641995"," 0.55678633"," 0.96096503"," 1.491082518"," 2.597903443"," 2.989314253"," 1.154346454"," 0.3858336599"," 0.466463292"," 1.668639634"," 1.374226828","-0.073995860"," 1.33125985","-0.269094212","-0.051434970"," 1.221676526"," 0.66463779"," 1.17997717"," 1.148053611"," 0.756988911"," 1.003898799"," 1.38235248"," 1.05298100"," 0.285661901"," 1.017323572","-0.356277968"," 1.500466991"," 1.07400925"," 0.9552422298"," 1.9771596720"," 0.970575842"," 0.487285075"," 1.07120374"," 1.740369962","-0.97779454","-0.050575225"," 0.51528845","-0.01331659"," 1.243960223"," 0.810848644"," 0.93648856","-0.08734614"," 0.546265990"," 0.427700703"," 2.676660367"," 1.373539787","-0.089101412"," 0.4284950707"," 0.591079443"," 0.547252192"," 0.628741901"," 2.4020742993"," 1.031686981"," 1.258043886"," 1.017734644"," 0.761569757"," 0.292258014"," 1.608209529"," 0.555635148"," 2.40063497"," 1.03841775"," 1.49470652"," 1.5372685010"," 1.112440e+00"," 0.8075520789"," 0.04545577"," 2.172462904"," 0.053943014"," 0.414776451","-0.025508856","-0.12650659"," 0.423618375"," 0.613451733"," 0.90502033"," 0.599866788"," 0.758041037","-0.123305863"," 0.3970521012"," 1.372484685"," 1.1258688749"," 1.010337882","-1.263401685"," 0.376673371"," 0.19906065","-0.1076075502"," 1.2872073393"," 0.006361542"," 0.60889357"," 0.810237406"," 0.604187477"
"197"," 0.468881710"," 1.011649776"," 0.917414688"," 0.5882074544","-0.2691778406"," 0.15508270"," 0.0537192387"," 0.29848169"," 1.3582998226"," 1.849262842"," 1.351134961","-0.029736661","-0.328348959","-0.177249388"," 2.80382570","-0.488040963"," 0.683746741","-0.367194845"," 1.063865238","-0.5317622601"," 0.796445159","-0.106805832","-0.178087389"," 0.96512476"," 0.02499405"," 1.405807197"," 1.994138351","-0.144809315"," 0.760134885"," 0.4013372175","-0.868603459"," 0.515556221"," 1.535269667"," 0.037142045","-0.06271165"," 1.129454790","-0.186930278","-0.253571025","-1.18273041"," 0.58178020"," 0.169634438","-0.136452130"," 0.081329151"," 0.35612050","-0.34311769","-0.587121977","-0.089441974","-0.114051197","-0.249276271","-0.11161777"," 0.3754694005"," 0.6644116113"," 0.176936085","-0.953228937"," 1.44313328"," 1.312815975","-0.24839756","-0.077489096"," 0.46929465"," 0.45856077"," 0.041731145","-0.422440215"," 2.32608047","-0.16366350","-0.393022641"," 0.309195337"," 0.484795475"," 0.267025257"," 0.526578367"," 0.1701409188"," 0.314659330"," 0.090123071"," 0.258285077"," 1.4080307388"," 0.030563679"," 0.462959155"," 0.623345082"," 0.055534706"," 0.977083889"," 0.731559646"," 0.566459981"," 3.38282915","-0.21411285"," 0.10962514","-0.4611965955"," 2.646884e-01","-0.6480522108"," 1.35215895"," 1.620045644"," 0.152299247","-0.303541019"," 0.805418787","-0.71025715","-0.812388326"," 0.504112801","-0.44727795"," 0.394132779","-0.389985916","-0.153651225"," 0.2675484363","-0.058708462"," 0.8090028109"," 0.048234818"," 0.570848495"," 1.156177976"," 0.42011696"," 0.3847964146"," 1.1403821440"," 0.712490329"," 1.43082099"," 0.673940454"," 1.076786447"
"198"," 1.108143738","-0.359444279"," 1.181160699","-0.6266105453"," 0.6060521445","-0.58593037","-0.2431993744","-0.83103388","-1.4823013850"," 0.738845513"," 0.423288356","-0.351580657","-0.192896257"," 0.540175504","-0.66610304"," 0.141820391","-1.452587473","-0.504292817"," 0.435507368","-1.2647319917","-1.391861802","-0.636453184","-1.443918166","-0.36410829","-0.41239831","-1.095063802"," 0.633182649"," 0.987958776","-0.164624911"," 0.7675273061","-0.601920645"," 0.760707368"," 2.183558728","-0.560480355","-0.44534633","-2.068392907","-1.030385932","-0.166158825","-0.75963619","-0.26646215","-0.126985638"," 0.284259830","-0.133179250"," 0.26207888"," 0.21581739","-0.534641302"," 0.783039440","-0.082907573"," 0.134520558"," 0.91196799","-0.0007074643"," 0.5942049723","-1.215548577"," 1.455935247"," 0.86028061","-0.759336634","-2.69788895","-0.052037875","-1.09130117"," 0.45010668","-0.822715973","-0.044199966"," 0.53465739"," 0.32701516"," 0.431138771","-0.114832046"," 0.495056078"," 1.057216090","-2.882417582","-0.2547799970","-0.355020531","-0.007894525","-1.161346137","-0.0484341018","-0.107029367","-1.352845598"," 0.175184453","-0.507421303","-1.196950276"," 0.686195031","-0.299263747","-0.50184441"," 0.27150697","-0.05026302"," 0.2023531079"," 1.122312e+00"," 0.6342571802"," 1.20811354"," 1.041560806","-2.574441437","-0.242097082","-1.462285152","-0.78439591"," 0.336385045"," 1.279803005","-0.64150503","-0.331401512","-0.933210966","-0.982926257","-1.6110402093","-0.792696978","-0.4819510716","-1.116416770"," 1.758013517","-1.175000112","-1.27356291"," 0.3296925704","-0.2273372833","-2.028145426","-0.47258871","-0.714504679","-1.599894820"
