"","1","a","3","4","5","6","b","8","9","10","12","c","14","15","16","17","d","19","20","21","22","24","25","27","28","29","30","31","32","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","90","91","92","93","94","95","96","97","98","99","100","101","103","104","105","106","107","108","109","110","111","112","113","115","116","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","184","186","187","188","189","190","191","193","194","195","196","197","198","199","200","201","202","204","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234"
"Label","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"Aspartic.Acid..132.0...88.0.","1.919055","2.427195","2.784407","2.341541","2.561722","2.197417","2.225514","1.470459","1.905188","2.408875","2.245508","1.911043","1.826876","2.074020","1.924368","2.368587","1.864477","1.799432","1.956584","2.045107","2.750970","2.508970","3.119507","2.480255","2.432681","2.169923","2.362878","2.376565","2.354283","2.185800","2.706013","2.523452","2.205600","2.337950","2.371823","2.127094","2.853955","1.975116","2.440280","2.559747","2.495405","2.104992","2.095302","2.149190","2.634951","2.673415","2.477305","2.563845","2.523145","2.463416","2.655975","1.562659","2.174583","1.498701","1.933386","1.713967","1.848125","1.727626","1.674782","2.266433","1.795461","2.214838","2.295125","2.107684","2.525888","2.561856","1.699339","2.154494","2.248014","2.147853","1.959059","1.895689","2.341742","2.132992","2.183983","2.109932","2.116989","2.301167","2.136503","2.407873","1.993283","2.675367","1.564564","2.607355","2.746265","2.396780","2.549642","2.314300","2.089971","2.018835","2.322828","2.315945","2.621505","2.226679","2.427161","1.532192","1.974047","1.728899","1.944338","1.735253","2.105681","2.389106","1.705861","2.004669","2.721223","1.964666","2.222496","2.424596","2.271835","2.085099","2.507411","2.232699","2.092176","2.131278","2.306823","2.920881","2.456710","2.245102","2.366856","2.693510","2.287485","2.260428","2.023567","2.011969","2.242409","2.041996","2.222957","1.676204","1.368560","1.915842","1.461781","1.389578","2.027952","2.035757","1.711192","2.108208","2.168839","2.150230","2.197944","1.830417","2.254950","1.779652","2.435280","2.127173","2.496118","1.994063","1.662908","1.591844","1.903698","1.594859","2.291032","2.320705","1.992545","2.263098","1.944460","2.369209","2.211483","1.562355","1.898332","2.259682","2.197179","2.385575","2.077502","2.200000","2.181095","2.367530","2.328689","2.583042","2.060760","2.460774","2.171215","2.216052","2.106618","2.302171","2.230648","2.070325","1.930745","2.316281","1.906520","1.674399","1.980742","1.435024","1.905542","1.940501","2.037630","1.919667","2.080715","2.177189","2.212017","2.007586","2.121965","1.987827","1.998096","1.930723","1.911357","2.446571","2.547012","2.270844","2.065267","2.198122","2.269016","1.890647","1.744148","1.669485","1.684796","1.803587","1.838553","2.243601","2.121121","2.077832","2.059447","2.511136","1.939990","2.211636","1.687107","1.971948","2.422777","1.922813","1.967393"
"Betaine..118.0...58.0.","3.443711","3.792405","4.169754","3.834389","3.866544","3.392153","3.646404","3.184916","3.379243","3.834561","3.655668","3.459805","3.385939","3.737849","3.430110","3.789821","3.534503","3.500413","3.326689","3.222192","3.753021","3.941767","4.066401","3.756207","3.692613","3.229785","3.677648","3.530330","3.912366","3.736398","3.841811","3.960920","3.547441","3.677136","3.467499","3.252408","3.976878","3.204913","3.337396","3.666138","3.618209","3.434751","3.439595","3.477970","3.497082","3.519752","3.571886","3.871297","3.779759","3.576326","3.907413","3.296787","4.053127","3.336739","3.507058","3.708754","3.507812","3.459841","3.351717","4.004147","3.506664","3.526745","3.766855","3.585235","3.829303","4.104773","3.447460","3.659309","3.772753","3.484144","3.321786","3.496302","3.743699","3.777068","3.731331","3.265072","3.677773","3.514020","3.202825","3.657563","3.417713","4.078308","3.452547","3.922414","4.230990","3.867650","3.899390","3.746824","3.417435","3.468522","3.883017","3.626789","3.660455","3.552247","3.726671","3.258705","3.895594","3.528098","3.535897","3.607071","3.773432","4.019174","3.341162","3.763589","4.127134","3.334021","3.767499","3.777461","3.459108","3.469124","3.799015","3.426820","3.373761","3.458340","3.641868","4.299707","3.724187","3.758956","3.801711","4.031523","3.759583","3.571103","3.631049","3.340861","3.791415","3.494170","3.879040","3.438901","3.345667","3.775156","3.165292","3.505454","4.116672","4.013057","3.686285","3.802944","3.839783","3.805121","3.657452","3.368858","3.992248","3.166917","3.962406","3.473251","3.865071","3.282914","3.492249","3.474593","3.193296","3.195450","3.902002","3.545809","3.520776","3.772271","3.537160","3.848032","3.474831","3.399275","3.473647","3.899903","3.658449","3.358146","3.490874","3.647204","3.394787","3.762791","3.863848","3.919919","3.686078","4.060617","3.326874","3.499693","3.473826","3.534607","3.641791","3.414532","3.058917","3.696148","3.646291","3.322882","3.629009","3.383315","3.482515","3.418363","3.498582","3.686959","3.747493","3.602801","3.598221","3.514306","3.838764","3.291516","3.363778","3.440294","3.446740","3.600333","3.869599","3.402331","3.633096","3.484323","3.497098","3.675816","3.620980","3.259714","3.349621","3.689267","3.615448","3.610777","3.709241","3.615281","3.533611","3.711930","3.807437","3.796462","3.662111","3.614609","4.004759","3.734351","3.793099"
"Biotin..243.1...200.0.","0.8417009","1.4282142","1.7735261","1.4154768","1.3311329","1.1669026","1.2514849","0.9355715","1.0505056","1.3733233","1.1103981","0.9335503","1.1170466","1.3078090","1.0297841","1.1118499","1.1635629","1.2016235","1.2388648","0.7732897","1.4436831","1.2336711","1.4654506","1.2436936","1.0937990","0.8103471","1.4339732","1.1223486","1.3792656","1.1609793","1.3807681","1.2011789","0.9635538","1.0449877","1.1570700","0.7900320","1.5861942","0.7002468","0.9198752","1.1869295","1.0269705","0.9236072","0.9806093","0.9363075","1.1711501","1.2758197","1.1834640","1.3633108","1.3191255","1.1199747","1.4007068","1.0036199","1.2693663","0.9068429","0.9833614","1.1872050","1.0262905","1.0924452","0.8083400","1.3004568","1.0410390","1.1197272","1.4629609","1.1347002","1.5013003","1.6162845","0.8706558","1.2208217","1.3022933","1.1167722","1.0195647","1.0690736","1.2954961","1.2629041","1.3349987","0.8256877","1.1502243","1.2662720","1.0817383","1.4233861","1.0205907","1.5696559","0.9858548","1.5407870","1.4139759","1.2993631","1.5578536","1.4277229","1.0753274","1.1204066","1.5667424","1.2626055","1.2289111","1.4412824","1.3203996","0.8580827","1.3707210","1.0194254","1.2638209","1.1575911","1.5094695","1.5267594","0.8687988","1.0816729","1.6472249","0.8919931","1.3778886","1.3973629","1.3833824","1.0848501","1.4754905","0.9871482","1.0224585","0.9836769","1.0116520","1.6280473","1.3224623","1.0946580","1.5319524","1.5240164","1.0451429","1.2892039","1.2129489","0.8249117","1.1856333","1.0137739","1.4104261","1.1289908","0.7675427","1.1232481","0.7733641","0.8228211","1.3553573","1.3453311","1.1437706","1.3371378","1.3289222","1.3082287","1.1892339","1.0981816","1.3551846","0.7506579","1.3217190","1.1114710","1.2593360","0.8990004","0.8342361","0.9532681","0.8518299","0.8029436","1.4765096","1.2056752","1.1211054","1.2939278","1.2188767","1.5467308","1.2002488","0.9467981","1.0537549","1.6173226","1.2252056","0.9649151","1.0601883","1.1688368","1.1559662","1.4021504","1.4888909","1.5525052","1.2100567","1.5878057","0.9809446","1.2380901","1.1077649","1.1918195","1.3070912","1.0018655","0.8415434","1.2348459","1.1407793","0.8479823","1.1921466","0.9245597","0.9793473","1.1280806","1.1731883","1.1187673","1.1955746","1.2637490","1.1819816","1.1801003","1.4610488","1.1397916","1.0576772","1.0007025","1.1186237","1.3027945","1.3167861","0.9728076","1.0809397","1.0382576","1.1209892","1.2411421","1.1710159","1.0166507","0.8752636","1.1466883","0.9723386","1.3286628","1.2117053","1.1181416","1.2394794","1.2739181","1.3400329","1.2849357","1.2261350","1.1477287","1.4186413","1.1623952","1.4005571"
"Carnitine..163.1...85.0.","0.8187258","1.2493073","1.6020316","1.1725990","1.3001822","1.0002182","1.1850521","0.6120947","0.8808121","1.2396155","1.1218353","0.8226018","0.9150935","1.0726046","0.9374367","1.3805432","0.9586995","0.9278105","0.8587673","0.7021557","1.2250459","1.3432699","1.3405400","1.1934261","1.0804468","0.7899812","1.2184418","0.9453481","1.2669740","0.8076880","1.1555839","1.3429613","1.0166269","1.1011484","0.9980274","0.8130134","1.3588316","0.7175787","0.8499260","0.9784422","1.1129986","0.8438053","0.5690619","0.9010226","0.9493526","1.1313532","1.1494762","1.2998035","1.1593899","0.9525821","1.3481783","0.7196116","1.3384365","0.8645672","0.9194158","1.1564670","0.8974159","1.0659113","0.8304612","1.3310490","0.9190027","1.0886336","1.2948296","1.0702435","1.3993509","1.5611887","0.7755364","0.9417422","1.2278191","0.9720449","0.8318782","0.9781012","1.2201137","1.2302354","1.0929443","0.7059067","1.0543980","0.9957251","0.8441334","0.9942618","0.7996264","1.4442080","0.8039911","1.3529900","1.5022890","1.2981560","1.3121719","1.1819319","0.8696491","0.9730749","1.3391510","1.0627285","1.1935201","1.0592594","1.1893888","0.7810962","1.3434189","1.0187344","1.1103755","0.9418477","1.2452328","1.3922619","0.8904939","1.1520439","1.3679150","0.7688798","1.2626000","1.1744935","0.9776432","0.8509080","1.3361662","0.8885194","0.8596644","0.8255962","1.0549292","1.6934913","1.1987137","1.0539506","1.3312424","1.4108509","1.1514800","1.1331733","0.9552205","0.8937918","1.2393683","0.9841834","1.4239120","0.8735462","0.8987290","1.2370057","0.7227981","0.8621255","1.3564590","1.3494560","1.0599677","1.0894531","1.2300964","1.2747217","1.1132948","0.8850239","1.3080592","0.6703234","1.3504104","0.9041163","1.2718692","0.7899235","0.9245314","0.9345593","0.6697627","0.7703114","1.3192277","1.1014170","0.9634242","1.1537598","0.9322301","1.3287593","1.0131584","0.8110239","0.9353634","1.3106723","1.0401297","0.9009406","0.8953459","1.0835522","1.0103465","1.1647909","1.2407314","1.1983213","1.1110980","1.4586604","0.9731215","1.0752222","1.0114984","1.0576708","1.1649527","0.9394323","0.7432871","1.2202966","1.1466521","0.8870193","1.0559387","0.8230288","0.8814337","0.8859865","1.0656242","1.1074589","1.0461844","1.0724852","0.9806922","1.0520066","1.2738745","0.9712528","0.8111426","0.8741038","0.9371778","1.1277485","1.0744577","0.8454321","0.9672538","0.9399161","1.0363256","1.1839525","1.0662107","0.7913447","0.7911780","1.0667473","1.0169860","0.9452719","1.2760018","0.9300514","0.9374201","1.1905540","1.2192484","1.2542492","1.1257817","1.0385206","1.4130095","1.1910526","1.2684330"
"Choline..104.1...60.0.","2.659301","3.323699","3.554341","3.479626","3.265994","2.905975","2.981329","2.447920","2.736979","3.390406","2.987525","2.722026","2.931517","3.001331","2.564025","3.334231","2.826535","2.894183","2.637291","2.710103","3.198621","3.143322","3.435116","3.161512","2.835393","2.634455","3.103502","2.920157","3.185723","3.026416","3.285255","3.433208","2.932949","3.256811","2.842691","2.804084","3.375705","2.857747","2.854117","3.107840","3.134067","2.553908","2.957083","2.824861","3.041311","3.110710","3.147603","3.286201","3.279224","2.943599","3.467687","2.813850","3.213057","2.774097","2.781950","2.933267","2.941547","2.902930","2.854329","3.381410","2.926677","3.027400","3.232030","3.010950","3.317668","3.664439","2.739240","3.125685","3.565596","3.057711","3.049896","2.837789","3.043615","3.164809","3.053607","2.819688","3.020542","2.961715","2.765305","3.147981","2.897254","3.433442","2.869644","3.321218","3.536799","3.159929","3.279748","3.173880","2.792650","2.798741","3.222110","2.974100","3.165872","2.974261","3.172555","2.623563","3.293070","2.876552","2.840254","3.028852","3.147421","3.150880","2.627331","2.915989","3.395720","2.833191","3.024042","3.107905","2.695001","2.719660","3.430456","2.948283","2.880495","2.868997","3.166745","3.605104","3.052694","2.904436","3.274384","3.318794","2.908908","2.923827","3.101860","2.621909","2.995474","2.941171","3.230994","2.956731","2.811539","2.997284","2.789253","2.730099","3.224534","3.105869","3.020660","3.152355","3.135662","3.131472","2.960862","2.763648","3.263880","2.557237","3.450801","2.794116","3.418519","2.728290","2.732857","2.942559","2.847882","2.847776","3.362695","3.112212","2.988396","3.132483","2.978627","3.597823","3.094293","2.785819","2.882829","3.222945","3.093754","3.193949","2.955944","2.927044","2.963307","3.142737","3.300873","3.316050","3.043166","3.281820","2.945129","3.045485","2.791774","2.820794","3.081762","2.856070","2.703110","3.094981","2.836999","2.732037","2.909224","2.784161","2.925307","3.009155","2.918614","2.923617","3.126400","2.937868","2.981760","3.080541","3.119996","2.687557","2.779252","2.765095","2.694715","3.204898","3.117720","2.723163","2.944546","2.700397","2.963893","2.970626","2.998019","2.702421","2.741048","2.913206","2.830224","2.936776","3.131049","2.809380","2.996396","3.086718","2.971810","3.264551","2.979673","2.847932","3.348169","3.034167","3.114495"
"Citraconic.Acid..129.0...85.0.","1.551861","1.868527","2.798112","1.723060","2.173173","1.648283","2.097363","1.357425","1.774930","2.189809","1.885575","1.616008","1.874841","2.039181","1.850285","2.401736","1.857804","1.696729","1.763305","1.473731","2.341361","2.345448","2.410018","2.033856","1.976386","1.537858","1.946493","1.882086","2.107011","1.645596","1.991975","2.401116","1.698287","2.009884","1.684110","1.716866","2.346602","1.713546","1.550387","1.826087","1.927832","1.853440","1.642596","1.754492","1.804754","1.617622","1.881623","2.195653","2.042000","1.672929","2.369734","1.897676","2.044798","1.899135","1.651286","1.952689","1.940547","2.065220","1.908944","2.430527","1.826374","2.117408","2.057218","2.044801","2.195241","2.513481","1.790030","1.902111","2.057426","1.819203","1.691944","1.976746","2.098612","2.042373","1.968249","1.768097","2.106864","1.963692","1.636008","2.283549","1.813959","2.347336","1.819081","2.093820","2.875348","2.282590","2.099324","1.977974","1.515458","1.641554","2.002757","1.979128","2.084798","2.023601","1.997711","1.866481","2.451957","1.935363","1.914844","2.027244","2.078016","2.357612","1.672251","1.919956","2.489909","1.799833","2.304814","1.958247","1.769614","1.723740","2.145467","1.735429","1.645782","1.865290","1.774602","2.891963","2.014575","2.046975","2.084165","2.373438","1.877969","1.915964","1.972557","1.600797","2.205448","1.828790","2.404716","2.080139","1.841747","2.234527","1.576116","1.698843","2.528979","1.983155","1.954662","1.783848","2.078367","1.872380","1.893360","1.728473","2.318367","1.633975","2.272390","1.753207","2.347288","1.684319","1.870482","1.827196","1.674381","1.443379","2.117020","1.728039","1.473742","2.151370","1.785848","1.922631","1.712690","2.030152","1.810694","2.204145","2.022127","2.444831","1.773059","1.991101","1.897734","2.106094","2.242847","2.009976","1.609511","2.398069","1.979241","1.652463","1.930204","1.847609","1.840691","1.648960","1.717252","1.920575","1.843008","1.612774","2.035307","1.731238","2.081109","2.082444","2.094119","1.973835","2.016865","1.871704","1.874285","1.933498","2.193644","1.862219","1.862532","1.710886","2.077254","2.212025","2.047596","1.867598","1.953320","1.875941","1.871542","1.973435","1.953864","1.556175","1.367497","2.101480","1.682612","2.006385","1.924169","1.894148","1.807737","2.233067","2.206574","2.360774","1.937527","1.717011","2.339388","1.922577","2.428667"
"Citrulline..174.0...131.0.","2.720797","3.074698","3.196458","3.268352","3.368083","2.703858","3.132012","2.551904","2.797191","3.216529","3.302382","2.846381","2.607204","3.126687","2.951597","3.300737","3.022318","3.058756","2.663842","2.681696","3.149489","3.305084","3.157562","3.150666","3.074632","2.731178","3.302253","3.033145","3.410852","3.000054","3.325956","3.329233","2.690097","3.250691","3.068901","2.630513","3.309883","2.882658","2.776392","2.926740","2.980132","2.818005","2.669793","3.035625","3.231224","3.008525","3.132192","3.143384","3.096275","2.789921","3.285443","2.722660","3.287592","2.714934","2.643193","3.006775","2.927618","3.091187","2.477099","3.356459","2.999231","3.029225","3.074546","3.048942","3.197330","3.431549","2.671234","3.002701","3.184338","2.868895","2.806103","3.083495","3.288786","3.216716","3.221291","2.674807","3.048372","2.934578","2.881016","2.874678","2.482389","3.325917","2.874530","3.384995","3.622602","3.425670","3.320853","2.983772","2.777138","2.860058","3.293817","2.914797","3.270525","2.896733","3.180864","2.802319","3.449192","2.764881","2.970135","2.927615","3.203653","3.120170","2.753382","3.009607","3.491061","2.849208","3.080840","3.079221","2.935157","2.703205","3.245201","2.852531","2.809188","2.897556","2.972523","3.591388","3.092797","2.951342","3.206158","3.116460","2.974802","2.991844","2.925411","2.751880","3.182101","2.861792","3.364529","3.120615","2.707311","3.160978","2.851571","2.853621","3.298792","3.196867","2.937105","2.949547","3.214345","3.298389","2.995136","2.810920","3.331116","2.451131","3.221528","2.780714","3.436517","2.846575","2.853087","2.817555","2.605832","2.608475","3.237445","3.032902","2.831930","3.091327","2.985867","3.210274","2.836308","2.836188","2.891607","3.290138","3.002018","3.339806","2.877652","2.938326","2.973678","3.203576","3.117510","3.190259","3.127771","3.536525","3.055639","2.926125","3.025221","3.064389","3.063662","2.877104","2.726116","3.272030","3.016280","2.915411","3.134165","2.641050","3.137860","2.813756","3.186718","3.200211","2.914899","3.108993","2.807678","2.557340","3.218969","2.862050","2.812174","2.595934","2.882202","3.010594","3.209775","2.582780","2.918133","2.893463","2.959766","3.096617","2.863631","2.679368","2.853675","3.170749","2.750784","3.111792","2.982133","2.825754","2.949086","2.959167","3.400728","3.214641","3.118416","2.911325","3.279664","3.057016","3.242564"
"Creatinine..114.1...44.0.","2.842949","3.278866","3.784044","3.303293","3.353799","2.886070","3.031685","2.502548","2.630240","3.485241","3.002996","2.607315","2.953887","3.092238","2.895824","3.488396","2.931572","2.965924","2.915965","2.540396","3.453330","3.451936","3.326571","3.202312","3.107238","2.694626","3.279766","3.054534","3.259625","2.979700","3.281228","3.385929","2.974594","3.169412","3.077016","2.748108","3.388068","2.799497","2.680947","3.032345","3.004282","2.807811","2.665805","2.853550","3.118351","3.138341","3.085773","3.336215","3.156493","2.954887","3.371422","2.906498","3.405464","2.809511","2.931871","3.026464","2.995002","3.230513","2.756312","3.377197","3.056793","3.153537","3.330859","3.183418","3.382911","3.655603","2.864035","3.082487","3.203070","2.969453","2.961007","3.021057","3.266219","3.179442","3.196152","2.665180","3.143676","3.048630","2.815202","3.112220","2.791456","3.450383","2.921212","3.388073","3.597684","3.356707","3.445635","3.320986","2.794598","3.011387","3.364381","3.061932","3.292302","3.108469","3.243361","2.911245","3.429067","2.936745","3.056003","2.934982","3.255940","3.450663","2.811744","3.248191","3.576616","2.966407","3.173608","3.119497","2.959541","2.837028","3.451209","2.926419","2.665595","2.888895","3.220879","3.657632","3.185555","3.070217","3.279717","3.462444","3.228629","3.076183","2.938540","2.844073","3.235771","3.057607","3.416589","2.880626","2.850822","3.211553","2.688644","2.815097","3.496567","3.358179","3.035372","3.151395","3.389109","3.174731","3.245754","2.877067","3.389880","2.603369","3.305413","2.822927","3.537173","2.708985","2.722441","3.046642","2.746388","2.775097","3.372622","3.189655","2.967905","3.205835","2.988390","3.332484","3.030379","2.855275","2.983112","3.411576","3.077675","3.412443","3.011631","2.927305","2.945003","3.333129","3.397102","3.315728","3.149477","3.466909","2.930447","2.940678","2.915437","3.081078","3.206686","2.811537","2.873379","3.222574","3.058386","2.859250","3.075670","2.791819","2.810386","2.904880","3.126549","2.957804","3.138445","3.022557","3.004946","2.983972","3.353921","2.982640","2.837457","2.880521","2.916570","3.194709","3.213812","2.873720","3.045193","2.916713","2.935393","3.199026","3.005504","2.665416","2.792836","3.064369","2.952847","3.165324","3.186223","2.927432","3.047459","3.245447","3.090944","3.262621","3.133674","2.954106","3.398184","3.107711","3.314559"
"Cystamine..153.0...108.0.","1.1646565","1.3831153","2.1182749","1.2132970","1.0675604","0.9594704","1.1596674","1.0070014","0.6719782","1.7485333","1.1501824","0.5231802","0.8888069","1.2050043","0.6144976","1.9386695","0.8385404","1.1039936","0.4815527","0.9960275","1.4192890","1.1576198","1.3623581","1.6006093","1.2042492","0.8051880","1.4693124","0.7949817","2.1284531","1.2582058","1.5174597","1.2345005","0.8268170","0.5860019","0.9196238","0.8025519","1.4724347","1.0293675","1.3759468","0.6241199","1.0676165","0.8461890","1.1980046","0.6773919","1.8011383","1.1090986","1.2333544","1.3961873","1.0323054","1.3159711","1.3894874","0.8303773","2.0950346","0.9872667","0.7818042","1.1566082","1.1932702","1.5119771","0.6632368","1.2333853","0.9405434","0.5952986","1.2728745","1.2308081","1.2091435","1.7113485","0.7909983","1.0161732","1.2291936","0.8588855","1.0149789","0.6677516","1.0705117","0.8313764","1.0883894","0.8611621","0.9160519","0.6755722","1.6406846","1.0289115","0.6088717","1.7656216","0.9021693","1.5898017","2.0793652","1.0319096","1.3058174","1.1545899","0.8010844","0.8976957","1.3738764","1.0587605","1.3762663","1.0966815","1.1503432","0.9349447","1.3973919","0.9221727","1.1500050","0.9604756","1.3447996","0.9082713","0.5689544","0.9920783","1.6269729","0.8670449","0.8307081","1.0573245","0.9559215","1.0953647","1.1557970","0.9971481","0.8757579","0.9046990","1.2890049","1.2416477","1.1979939","0.9011352","1.3751101","0.9070206","1.0190659","1.1471687","1.0171933","0.5939693","1.0692885","0.7187114","2.7265215","1.1065503","0.6975810","1.0561377","0.9467294","0.7629345","1.2658554","1.4128460","1.0335569","1.6350722","1.2116565","1.1838376","1.5501074","1.0319663","1.0589499","1.2303176","1.4081880","0.7555028","1.7866536","0.8801441","0.5432280","0.7225068","0.4798487","1.2428752","1.6053428","0.9492951","1.0471576","0.9820386","1.0322808","1.3971644","1.0551966","0.8840870","0.7224636","1.4838216","0.9828089","1.4993296","0.7722400","0.7033752","1.2106112","1.3489381","1.4059336","1.3354761","1.0375178","1.2173214","0.4869345","0.9677576","1.3923852","1.1263212","1.5630897","0.9021575","1.0524841","1.1055295","0.7226754","0.8556207","0.9905425","1.0857280","0.9222838","1.0209012","1.3399612","0.3047715","0.9346941","1.1783325","1.0297307","1.1365631","1.1887436","0.9773617","0.8709274","0.8834347","0.7914653","1.1411732","1.0670403","0.8265341","0.9388316","0.7544658","1.0795927","0.8683638","0.9550040","0.8485565","0.7033370","0.6750306","0.9003137","1.1631969","1.4289541","0.9080009","1.1957068","0.9241930","1.4668351","1.1365732","0.8046209","1.0156555","1.2196322","1.1643719","1.4770834"
"Cystathionine..221.1...134.0.","-0.413101354"," 0.131839904"," 0.993821373"," 0.490105062"," 0.450329979"," 0.110370409"," 0.289582274","-0.064162285","-0.635219370"," 1.176251864"," 0.442507652"," 0.039439961"," 0.272472410"," 0.334178362"," 0.162451562"," 1.092999855"," 0.208276544","-0.051658137","-0.475091257","-0.371863281"," 0.406508008"," 0.332260245"," 0.924121618"," 0.320704082","-0.060168845"," 0.033810461"," 0.290470116"," 0.015311039"," 0.222659853"," 0.127245355"," 0.472273878"," 0.372063840","-0.107239397"," 0.504206593"," 0.029449381","-0.317557398"," 0.622790813","-0.381889669","-0.137677093","-0.057982773"," 0.084256566","-0.359591066"," 0.433834461","-0.383914756"," 0.106237409"," 0.096495415"," 0.432983965"," 0.335218708"," 0.077470143"," 0.447465811"," 0.440867426","-0.111422179"," 0.142966719","-0.069744179","-0.252317171"," 0.024314153","-0.074085641"," 0.703339995"," 0.295447780"," 0.488188261"," 0.136863640","-0.042432900"," 0.009054019","-0.139967410"," 0.183742055"," 0.354204547","-0.161446108","-0.021555949"," 0.336920458"," 0.005056141","-0.151170129"," 0.315194349","-0.256152974","-0.077670961"," 0.330368896","-0.206156494","-0.230360829"," 0.137690832","-0.186011474","-0.077351124","-0.317799338"," 0.259083838","-0.242718045"," 0.091440404"," 0.945653255"," 0.433483946"," 0.577276103"," 0.056550904","-0.160782172"," 0.182232538"," 0.333924428","-0.423023493"," 0.417136276"," 0.421926752"," 0.093258488"," 0.128038310"," 0.734096654","-0.061049843"," 0.033634054"," 0.133568080"," 0.585290741"," 0.270564036"," 0.058082097","-0.067760492"," 0.335559496"," 0.053270939","-0.112747607","-0.059929182","-0.081709924","-0.009935625"," 0.198856440","-0.084680604","-0.250913454","-0.184038869"," 0.215810602"," 0.705115606"," 0.166945028","-0.206042790"," 0.439921972"," 0.165775161","-0.056302401","-0.048732868"," 0.233079814","-0.077361866"," 0.142121379","-0.406736777","-0.039260759","-0.101151307","-0.178162397","-0.040818719","-0.321283431","-0.378857474"," 0.338581033"," 0.283767513","-0.041825420","-0.065927940"," 0.178231500"," 0.070192831","-0.348661030"," 0.099875543"," 0.158271533","-0.414029728"," 0.793058851"," 0.090889613"," 0.622067590","-0.658946481","-0.068108191","-0.207993762","-0.236975307"," 0.032327740"," 0.187700882"," 0.263980859","-0.224060771"," 0.182553278","-0.344953275"," 0.478285002"," 0.167882500","-0.267130257"," 0.098454173"," 0.244373915"," 0.081974461"," 0.885882286","-0.484520024","-0.178583258","-0.198033263"," 0.228793476"," 0.198873418"," 0.249456144"," 0.022761756"," 0.415376368","-0.159079780","-0.037029982","-0.098998063"," 0.505926927"," 0.223652124","-0.375821536"," 0.226800161"," 0.233513144"," 0.118997528"," 0.131667141"," 0.060338993","-0.111007192","-0.074260021","-0.294379270","-0.009891594"," 0.101398919","-0.037127654"," 0.088682375","-0.081515289"," 0.019309519"," 0.176469235","-0.171765899","-0.057645117"," 0.030509648","-0.155415536"," 0.149746941"," 0.221755966","-0.100901960","-0.480879833"," 0.204696776","-0.157613392"," 0.131933760"," 0.133573317","-0.189657353","-0.062224069"," 0.578988449","-0.083719854"," 0.240851682"," 0.197155683"," 0.119447130","-0.115669100"," 0.396215631"," 0.068309911"," 0.337712069"," 0.165297408","-0.080653423"," 0.454607087","-0.017068800","-0.152165419"
