"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"51"," 0.38125115"," 0.341424000","-0.24688832","-0.756938009"," 0.733441310","-0.363138599","-0.034675258","-1.258683193"," 0.04082429","-0.168211357","-1.140169789"," 1.268990989","-0.0312491179","-0.144627015"," 0.91712555","-2.638114e-01","-0.04454971","-0.12867060","-0.678099773"," 0.63753631","-0.283053387"," 1.058419e+00","-0.207646300"," 0.0064978836"," 0.4070697058"," 0.56966561","-0.287279391"," 0.50429057","-0.005484884"," 0.4076858487"," 1.101493728","-0.011656666","-0.41550713","-0.188171887","-0.262808225"," 0.057960486"," 0.070771869","-0.1642097867","-0.259417580","-0.355499692","-0.445174550"," 0.85123913","-0.343026474","-0.312652309","-0.253740723","-0.1240676718"," 0.448550014"," 0.765504166","-0.23652997"," 0.4049973519"," 0.505117640","-0.3242631586","-0.028098347","-5.316021e-01","-0.033438307","-0.0887862475"," 0.618173615","-0.19834748","-0.916805723","-0.09100847","-0.484616937"," 0.43908478"," 0.371283907"," 0.79520770"," 0.225605120"," 0.16012997"," 0.466444762"," 0.05362580"," 0.175551045","-0.4025386773","-0.557858509"," 0.70429205","-0.252169899","-0.314991579","-0.343544558","-1.318571818"," 0.132436280","-0.740307948","-0.446923700"," 0.591119821","-0.750122046","-0.425963129"," 0.849235538"," 0.298716063"," 0.1016442528"," 0.166768905"," 0.72416732","-0.427071693","-0.589724730"," 0.100286782"," 0.639619888"," 0.15616618","-0.29865040"," 0.01780519","-0.015974313"," 0.038459833","-0.151167247","-0.4569611516"," 0.772603286","-0.761548429"," 0.281047493"," 0.35293834","-0.79077613"," 1.019086885"," 0.17583609","-0.534979786","-0.149504857"," 0.10845637"," 0.448604391"," 0.370904817"," 0.453790237","-0.039927059"
"52"," 0.73888913"," 0.576576752"," 1.08678457"," 0.548421222"," 1.084851529"," 0.966532623"," 0.987779268"," 1.013979346"," 1.09915725"," 0.971839784","-0.654244351"," 1.020201806"," 0.7363012780"," 1.042733709"," 1.77062321"," 7.967310e-01"," 0.70284110"," 1.07604606"," 0.408973802"," 0.93461705"," 0.736256210"," 1.336418e+00"," 1.072021650"," 0.8578050670"," 1.1383156063"," 1.16897584"," 0.910217722"," 0.55257627"," 1.039311870"," 0.8922983927"," 0.785210595"," 0.831232661"," 0.86527779"," 2.503954203"," 1.093262428"," 1.058962739"," 2.598142175"," 1.1213712680"," 0.797019165"," 0.728460553"," 0.670709665"," 1.52198041"," 0.964881323"," 0.756978917"," 0.548391574"," 0.7258949578"," 1.221527813"," 1.200301223"," 0.86227320"," 1.0128254009"," 1.163429964"," 0.9066252825"," 0.969913606"," 5.412209e-01"," 0.746188653"," 0.1969950837"," 0.931464510","-1.22734226"," 0.754682829"," 1.61756921"," 0.871003373"," 0.59187950"," 0.265889642","-0.01035543"," 0.663065874","-0.75218830"," 1.220855434"," 1.07299438"," 0.944314156"," 1.1319765179"," 1.255083078"," 0.42082717"," 0.803153774"," 1.200284686"," 0.851613450"," 1.386180968"," 1.521731863"," 0.715024090"," 0.680997499"," 0.243825916"," 0.563940192"," 0.694029683"," 1.219392333"," 0.572453738"," 0.6516761031"," 1.082028222"," 0.79685044"," 2.020257097"," 0.673502837"," 1.363540964"," 0.632476592"," 0.49420623"," 0.91057953"," 0.72445801"," 1.129076514"," 1.083037596"," 0.427897431"," 0.7357982389"," 1.025103395"," 0.792615843"," 0.943172963"," 0.64215022"," 0.28336390","-0.070672324"," 0.90975891"," 0.825454102"," 1.421355345"," 1.12763217"," 1.123895212"," 0.588168813"," 0.240359360"," 0.773673698"
"53","-0.07191096"," 0.188957710","-0.08334550"," 0.031875444","-0.061481058"," 0.348868972","-0.014897335","-0.548759433"," 0.64463903"," 0.268905862","-0.254906238"," 0.577715790"," 2.9007766510"," 0.177787953"," 2.01206925","-1.680945e-01"," 0.33161076"," 0.20322898","-0.183309566","-0.18949388"," 0.173196595"," 1.205674e+00"," 0.680792721"," 0.6486533707"," 0.4552934980"," 1.13880667"," 0.324289550"," 0.34933369"," 0.289545608","-0.1906629331","-0.048639037"," 0.110631215"," 0.74239612","-1.382029027"," 0.136668347","-0.556384308","-0.634308041"," 0.1787907563","-0.169701810"," 0.072081184","-0.233509558"," 0.11997100","-0.227647955"," 0.153018203","-0.573914821","-0.9186551404"," 0.113574844"," 0.503221496","-0.18338609"," 1.6634941118","-0.172464255"," 0.9994283541"," 1.233916903"," 3.431455e-01","-0.176409005","-1.5316703546","-0.128904707","-1.14581343","-0.145608053"," 0.07170230","-0.296566824"," 1.70811674"," 1.711911019"," 1.11350636"," 0.368192420","-1.63550821","-0.135468620"," 0.33713557"," 0.232532270","-1.2099931803","-0.405830999"," 0.30743025","-0.019386013"," 0.295170229","-0.198694221","-0.656846356","-0.013862266"," 0.214187258"," 0.220499414"," 0.323172036","-0.178616058"," 1.990998339"," 0.368232599"," 1.029044688"," 1.0152105911"," 0.392495774"," 2.23711263","-0.503169345"," 0.172505958"," 0.432426052","-0.183402543"," 0.07524812"," 0.98321482"," 0.61010403"," 0.597588687"," 0.147896344","-1.226558723"," 1.1308654251"," 1.076450421"," 0.481066131","-0.691087840"," 0.49548146","-0.02203770"," 0.500563205"," 0.35394220"," 0.562606065"," 0.142789185"," 0.61005421"," 0.057900224"," 0.938812575"," 0.182335135"," 0.395470314"
"54","-0.21054548","-1.506019397","-0.56015601","-0.374219490","-0.742003855","-0.120365134","-0.243242890","-1.048376467","-0.20376228","-1.098192012","-1.004444530"," 0.622171702","-0.0648854199","-0.674467876"," 1.06824279","-1.306302e+00","-0.09774868","-0.23587821"," 0.322882561","-0.11565510","-0.836701895"," 1.013803e+00","-0.188669957","-0.2940295495","-0.5506938105","-0.31246605","-1.083096551","-0.97237083","-0.551516572"," 0.6535642257"," 1.148344355","-0.198235221"," 0.02307765","-0.482210867","-0.420778690","-0.732738619","-0.359446204","-0.2365640788","-0.478466892"," 0.132668234","-0.671829735"," 0.42690916"," 0.090901405","-0.603408010","-1.695978992"," 1.3029654607","-0.826998349"," 0.045673720","-1.15160438"," 0.0459057394"," 0.727140663"," 0.1863389452","-1.250351974","-6.223566e-01"," 0.468314966"," 0.9373427156","-0.021817307","-0.52965978","-1.080530389","-0.29264129"," 0.211483598","-0.07659272","-0.394819897","-0.63189589"," 0.244115871","-0.19770931","-0.322136139","-0.74416420","-0.158142807","-0.1520657643"," 0.166426985"," 0.64713098","-0.860679324","-1.166661577"," 0.135607993","-1.845319398"," 0.282214856","-0.864297693","-0.803567635"," 0.189609439","-1.604902216","-0.232940527","-0.657244602","-0.192524086"," 0.3618975487","-0.533858436","-0.20606524","-0.704770146","-0.760656041"," 0.306372786","-0.550620261"," 0.06375573"," 0.02964424","-1.04544718","-0.713815271","-0.196840759","-0.907637708","-0.5234128523","-1.078724371","-0.049383073"," 0.388722624","-1.42871398","-0.69337902","-1.244297391","-0.30562180"," 0.021394001","-0.464795579","-0.36021068","-0.027123155","-0.354990320","-0.359907062","-0.086977016"
"55"," 1.92633097"," 1.265045844"," 0.95784979"," 1.027401507"," 1.447457100"," 1.486424090"," 1.632015049"," 1.206710802"," 1.15585398"," 1.514983743","-1.160454512"," 1.272776160"," 1.8105372154"," 1.474336886"," 0.72157324"," 1.504231e+00"," 1.65185449"," 1.18384297"," 0.750564842"," 1.64925087"," 1.006788742"," 1.632373e+00"," 1.226379665"," 1.0348195228"," 1.3736279826"," 1.95373765"," 1.574044410"," 1.16546209"," 1.186188829"," 0.8723585920"," 1.126997734"," 1.561172057"," 1.45542575","-0.785925968"," 1.280783905"," 0.148639723"," 0.066132086"," 1.5301547671"," 1.283664881"," 1.540114823"," 1.820614629"," 0.61801617"," 1.692671726"," 1.534501281"," 1.173349983"," 0.7092367145"," 1.484679065"," 1.635105417"," 1.49077567"," 1.2794325135"," 1.767716468"," 0.0773229380"," 0.460070952"," 8.823133e-01"," 1.284334751"," 0.8428996775"," 1.638053157"," 1.03515367"," 0.755917165"," 1.23248798"," 1.715576242"," 1.40157175"," 1.468065788"," 0.32863928"," 0.971876751"," 1.03871201"," 2.481479187"," 1.56063277"," 0.989337912"," 1.4894360072"," 1.703699188"," 2.16801906"," 1.211880355"," 2.191001889"," 1.797388510"," 1.281913409"," 1.497696628"," 1.099619965"," 0.864415296"," 1.619081372"," 0.170131296","-0.280721989"," 0.998539064"," 0.825302896"," 0.9666385766"," 1.420854891"," 1.40094931","-0.033642091"," 1.140180642"," 1.456586121"," 1.581303687"," 1.94437831"," 0.01274448"," 0.90971274"," 1.836076292"," 1.539546185"," 1.162046266"," 1.0905347359","-0.699973259"," 1.397840635"," 1.654697403"," 1.83030965"," 0.83037070","-0.327102772"," 1.08037570"," 1.692295663"," 1.401255335"," 1.51909246"," 1.062324235"," 1.430009633"," 1.601256644"," 1.009258086"
"57","-0.79138291","-1.643735944","-0.78697520","-1.064943436","-1.342413350","-1.035240224","-1.198546622"," 0.694844908","-0.71592523","-0.237700430"," 1.302943126","-0.855100714","-0.5835363465","-0.957656318","-0.74588679","-1.188934e+00","-1.20401381","-1.35368491","-1.538979203","-1.16535665","-1.126645989","-1.879761e+00","-1.383405952","-0.8447965193","-1.6839458749","-0.87351241","-0.226064153","-1.26255529","-0.753386347","-0.7916280345","-0.659729901","-1.211665032"," 0.07802734","-1.310697742","-1.180968544","-0.075790147","-0.598621236","-1.2088689970","-1.243713949","-1.210675917","-0.658673593","-0.97711616","-0.813437277","-1.022582418","-1.098140141","-0.8599762832","-0.680917788","-1.330502107","-1.09221861","-0.9446019511","-1.266352362","-2.0155965296","-0.576112334","-1.469489e+00","-1.423075008","-1.0304149709","-0.876112636"," 0.60262736","-1.172427177","-1.26765450","-0.814644416","-0.92495028","-1.169016305"," 0.31925597","-0.853557650"," 0.22245586","-0.366934213","-0.52999842","-0.728499190","-0.2404709254","-0.550263560","-0.94336099","-1.285112415","-0.397705012","-0.675364445","-0.069911794","-1.193792823","-0.936093983","-1.140955061","-0.920765913","-0.845162373","-1.508707396","-1.335619324","-1.510800124","-0.8951928005","-0.418347392","-0.70953763","-1.567992894","-1.305722580","-1.115633818","-1.016751971","-0.20435610","-0.68450097","-1.06065541"," 0.449229196","-1.629495422","-0.415837039","-1.5940023932","-1.339476613","-1.301975054","-0.988356319","-1.25536514","-1.36029028","-2.470378377","-1.05942707","-1.176709452","-1.545713963","-0.60325205","-0.794525631","-0.905441867","-0.035457347","-1.314283309"
"58"," 1.22649894"," 1.409439656","-0.08216273"," 1.040732437"," 1.867078791"," 1.671897932"," 1.489582777"," 0.664906621"," 1.37299992"," 0.007243085"," 1.247543205"," 1.109617116"," 0.3161068504"," 1.606090202"," 1.04796014"," 1.703354e+00"," 0.89628193"," 1.61700233"," 1.345185229"," 1.90021344"," 1.740123119"," 8.596472e-02"," 1.849154164"," 0.4131175458"," 1.3262403736"," 0.85269460"," 0.334959221"," 1.17473354"," 1.328205628"," 2.9721616632"," 0.163250778"," 1.469842846"," 0.78640486","-0.664694806"," 1.522852150"," 1.285896759"," 1.092011287"," 1.4233696095"," 1.251263005"," 1.734797601"," 1.781604715"," 0.43953004"," 1.461454002"," 1.698135054"," 1.162767668"," 0.6378462185"," 1.475459092"," 0.161250652"," 1.66258012"," 0.8688689316"," 1.491524096"," 0.2756305686"," 0.877618908"," 1.472463e+00"," 1.602671930"," 1.4467795955"," 2.451029060"," 1.47768501"," 1.780770981"," 1.29684619"," 1.550842938"," 3.22578311"," 0.542140991"," 2.74387224"," 0.806235712"," 1.19291344"," 1.464007638"," 1.40443289"," 2.002403920"," 0.4763707618","-0.091742858"," 1.13617127"," 1.942389418"," 1.403930350"," 1.612245818","-0.806590700"," 1.681182800"," 1.404629619"," 1.678236437"," 0.736983427","-0.335186110"," 0.455508732"," 1.211475778"," 2.437840635"," 1.1434806458"," 1.257276696"," 0.95687917"," 2.896161352"," 1.283257985"," 1.287333805"," 2.022366390"," 1.84371991","-0.28445029"," 1.61000182"," 1.101570882"," 1.313281802"," 1.736445239"," 1.3350604006"," 0.130797672"," 1.548357223"," 1.220154445"," 1.55432134"," 2.16585596"," 1.580428071"," 1.99971296"," 1.507413231"," 1.230277385"," 0.60327531"," 2.333650145"," 0.573921329"," 1.409978928"," 1.915758448"
"59","-0.62755443","-0.729413256","-0.89635027","-1.300381542","-1.235802026","-1.097325132","-1.373571759"," 1.296005192","-0.78375268","-0.235694425"," 1.370574671","-0.842670680","-0.2191248975","-1.088407121","-0.51370003","-1.204664e+00","-1.25275184","-1.32063225","-1.367463112","-1.40815121","-1.203550951","-2.085217e+00","-1.212653061","-1.3028917163","-0.9788298497","-1.04540796","-0.220500518","-1.29588761","-1.157997805","-0.3247041434","-0.524896231","-1.386653687","-0.04843476","-2.379319975","-1.259406176","-0.064246218","-1.291001987","-1.1647425702","-1.172516190","-0.898384429","-0.738427599","-1.11562498","-1.059160260","-0.978675173","-0.966322722","-1.0060156587","-1.042943526","-1.236830234","-1.27889725","-1.0378761406","-0.956349050","-2.0331339904","-0.815306464","-1.551992e+00","-0.535624875","-0.8197812841","-0.454100234"," 0.83396177","-1.006028116","-0.84223478","-1.183183592","-1.34303311","-1.768547345","-1.08849533","-0.520863051"," 0.49596071","-0.776221160","-0.92391245","-0.519277228","-0.7541233309","-0.825500617","-1.01252546","-1.044353691","-0.791481558","-0.964849449"," 0.448446035","-1.360293700","-1.372174722","-1.430961578","-0.821934007","-0.519450581","-0.075659433","-1.562753255","-0.802309495","-1.2888332696","-0.888680908","-0.86349014","-1.055636023","-1.292531357","-1.488932133","-1.049491376","-0.70863362","-1.09316779","-1.22585052","-0.789387803","-0.987725453","-0.191667291","-1.6524098905"," 0.904123905","-1.028146459","-0.986367654","-0.69999304","-1.08996182","-0.640533777","-0.85378545","-0.966889327","-0.911854585","-1.05660814","-0.351566763","-1.643574424","-1.032633894","-1.111867112"
"60","-0.49734347","-0.556391734","-0.88843004","-0.615946913","-0.639713716","-0.532685297","-0.430379754"," 1.896733427","-0.28690407","-1.180499569"," 0.876466931","-0.513004937","-0.0666153410","-1.747897735","-0.70308640","-9.703979e-01","-0.62971673","-0.55100033","-0.377526438","-0.88950352","-1.072126941","-6.888490e-01","-0.484717997","-0.9406903944","-0.7120265885","-1.01145088","-1.165628251","-1.60540014","-0.647534980","-0.9361880931","-1.115543253","-1.018074159"," 0.83394683","-0.340693410","-0.638650772","-0.689563746"," 0.519996628","-0.4678945186","-0.476066237","-0.119672615","-0.151049872","-0.89298389","-0.427923661","-0.380216373","-0.704592335"," 0.0890071937","-0.465989762","-1.166722625","-0.92347037","-0.5359178304"," 0.089183862","-1.0425470643","-1.513306171","-1.236458e+00","-0.331161678","-0.6141801014","-0.280710668","-0.43506053","-1.397347794","-1.22379557","-0.331747548","-1.08857604","-0.179989032"," 0.61166638","-0.536316153","-0.50099137","-0.329563843","-0.40854797","-0.810110371","-0.6659547870","-0.931681898","-0.58514756","-1.598364253","-1.206364182","-0.293124140"," 0.672493648","-0.704529275","-1.045532465","-1.174095129","-0.060661709","-0.881556932","-2.841921300","-0.808791735","-0.453473056","-0.2568341829","-0.474971749","-0.56182770"," 0.315665737","-0.838717268","-0.589775794","-1.025240433","-0.95345510","-0.30387352","-0.99526734","-0.282100745","-0.629367661","-0.719550414","-1.0554079258","-0.761522233","-1.503094893","-0.956672572","-0.25602237","-1.45771009"," 1.767240315","-1.49985316","-1.484365514","-1.123660244","-1.02779172","-0.480817752","-1.266906782","-0.370524140","-1.392690754"
"61"," 0.28579921"," 0.315533068"," 0.14626097"," 0.265154062"," 0.820006860"," 0.115732738"," 0.276261561"," 2.366627714","-0.35089196","-0.117689192"," 2.301120561","-0.036312298"," 0.1740797401","-0.130249096","-0.55077796","-9.189117e-02","-0.24360311"," 0.27932587","-0.395118912","-0.69542709"," 0.178067902","-1.393704e+00"," 0.377320829"," 0.0242059561"," 0.4410754642","-0.35714255","-0.016281939","-0.03679659","-0.252910838"," 0.1792788669","-0.220605476","-0.070361858"," 0.62319488","-1.228466659"," 0.130339449"," 1.181227390","-0.020497058"," 0.1608526186"," 0.132437093"," 0.428770953"," 0.754948927","-0.15009889"," 0.306586836"," 0.419008245","-0.302595713","-0.1323769325"," 1.072845786"," 0.561614768","-0.01247862"," 0.0289195157"," 0.473718233","-0.5888812002"," 0.291455378","-1.970770e-02","-1.176896031","-0.4996839786"," 1.196852263"," 1.12744865","-0.120041530"," 0.52449718"," 0.206958099","-0.19431016","-0.329218235","-0.22848729"," 0.317580386"," 0.52333755","-0.392556626"," 1.00855390"," 0.699939306"," 0.6277199832"," 0.610762660","-0.26469977"," 0.354215549","-0.204128878"," 0.367195997"," 1.458554553"," 0.117490300"," 0.193747830","-0.048688636","-0.112413568"," 0.398599409","-0.132174373"," 0.702998354"," 0.183896716"," 0.0001624414"," 1.238158569","-0.11201409","-0.166392863","-0.069816103","-0.576822440"," 0.153352854","-0.05149248"," 0.28987410"," 0.37344937"," 0.174852447","-0.267754269"," 0.740368239"," 0.2548292596","-0.839804752"," 0.027074072","-0.086307297"," 0.32952384"," 1.00664845","-1.262967931","-0.34638212","-0.046943619"," 0.529873629"," 0.76894819"," 0.925549253","-0.836649715"," 0.341889131","-0.348019731"
"62","-0.05667006","-1.160824305"," 0.52825776","-0.910645716","-0.366551502","-0.518296112","-0.549441173"," 0.655507965","-0.73789751","-0.120842033"," 0.150882856","-0.262921221","-0.2629397511","-0.889691092"," 0.88764058","-3.021621e-01","-0.45906689","-0.40917932"," 0.272110280","-1.21727295","-0.643147993","-9.627387e-01","-0.481495438","-0.7374849372","-0.8190419921","-0.32133908","-0.062583280","-0.37830401","-0.384164364"," 0.2883898948","-0.538941417","-0.551579596"," 0.24262146","-1.529530420","-0.441791020","-1.578578713","-0.728556098","-0.4829039615","-0.585823065","-1.152727931"," 0.162763623","-0.76612554","-0.406546154","-0.087835000","-0.382900836","-0.3102251229","-0.373761906","-0.284828992","-0.23747319","-0.0964516084","-1.115419418","-0.3299029097","-0.595412932","-8.086077e-02"," 1.170241439"," 1.4835949117"," 0.088797084","-1.22183466","-0.860538364","-0.24097136","-0.448215998"," 0.32347927","-0.443950730","-0.61021806","-0.469059983","-0.71707596"," 0.208588671","-0.65672855","-0.664187889"," 0.3945970702"," 0.241122335"," 0.33398679","-0.957484033","-0.344291874","-0.332363514","-0.001385075","-0.693126197","-0.606690505","-0.688898876","-0.425948866","-0.285462758","-0.176538328","-0.481527815","-0.379004277","-0.3835491220","-0.849998795"," 0.10208935"," 0.398727266","-0.805767482","-0.708691312","-0.481008965","-1.39808440"," 1.49916293","-0.75857900","-0.377575562","-0.700739437","-0.441172372","-0.9987551807","-0.676550845"," 0.216866249","-0.497225606","-0.95691647","-0.45526647","-1.009459569","-0.56567085"," 0.253568810","-0.493887821","-0.96405485","-0.691687231","-0.660232442","-0.636803801","-0.389029363"
"63"," 0.88670068"," 0.213746032"," 0.48291522"," 0.165021025","-0.283724597","-0.156100025","-0.080340527"," 2.025349086","-0.03360253"," 0.399012327"," 1.692190277","-0.094512304"," 0.1101789077","-1.334404052"," 1.27756192","-4.192472e-01","-0.14716823","-0.20905574"," 0.102149682","-0.25779222","-0.819224122","-1.349826e+00","-0.686521142","-0.4243407983"," 0.0005800626","-0.48832247"," 0.412834857"," 0.32738251"," 0.598343077"," 1.2369043633"," 1.976130125","-0.310846510"," 0.84529297","-0.130466581","-0.120330477","-0.479492388","-0.002134718","-0.4021982020","-0.138168256","-0.245140620"," 0.384720186","-0.51165759","-0.272207672"," 0.091966225","-0.444820903"," 1.8353301405","-0.101278186"," 0.453088561","-0.46703590"," 0.0104170879"," 0.387830660","-1.1092710521","-0.626564245","-6.527572e-01","-0.421433110","-0.2209993332","-0.413615813"," 1.49983064","-1.411328186","-0.20250312","-0.329876552"," 0.68781215"," 0.948187392"," 0.94885369","-1.377331792"," 1.38555359","-1.162237380","-0.01103153","-0.273287963","-2.0124744676","-1.280815861"," 0.69254234","-0.543452473","-0.665232678","-0.007758023"," 0.574713246","-0.508213035","-0.772651708","-0.807855003"," 1.204134285"," 0.990211035","-1.010778865","-0.791176669","-0.089845458","-0.0860809571","-0.043922165","-0.23681523","-0.581937073","-0.531317118","-0.586877078","-0.422251769"," 1.05691521","-1.43884010"," 0.74314218"," 0.742840324","-0.041457153","-0.138941711","-0.9267483543"," 0.137247789","-0.898481901"," 0.400989687"," 0.55486659","-0.46284538"," 1.443591948","-1.01238400","-0.989185714","-0.350230635","-0.33954133","-0.114953995","-0.230823659"," 0.700204147","-0.473666219"
"64","-1.15864460","-1.435520541","-1.05162908","-1.621256292","-1.307966009","-0.948776550","-1.124097090","-0.182763866","-1.27274647","-0.162250877"," 0.521884271","-0.537951920","-0.8232134957","-0.965123753"," 0.46943599","-1.180066e+00","-1.61906285","-1.20490584","-0.023569001","-1.30110661","-0.978909083","-1.519580e+00","-1.148637823","-1.7691564836","-1.1447336655","-0.69847757","-0.183095655","-2.32198028","-1.379933992","-1.2890605737"," 0.656546547","-0.703995834","-0.58402138","-1.676158486","-1.147802403","-0.912217945"," 0.005553676","-1.0677817493","-1.279050475","-1.089417168","-0.524973954","-1.14582368","-1.466093648","-0.854804590","-1.326619622","-1.1334727733","-0.927757140","-1.236651825","-1.13281862","-1.1083046093","-0.196732177","-0.5323671685","-0.512505068","-1.074664e+00"," 1.090705447"," 1.0224926783","-0.820641899","-0.83501580","-1.521591201","-1.24715980","-1.225565725","-0.36017798","-1.610642395","-0.12879654","-1.329043841","-0.78840325"," 0.122296500","-0.72813927","-0.991397098","-0.5610335857","-0.883304021","-0.84897645","-1.244920620","-0.368400802","-1.291247968","-1.020739824","-1.508691776","-1.188229018","-1.135820297","-1.317481804","-0.807869202","-1.515162770","-1.282590231","-0.721990851","-0.2355582105","-0.634163181","-1.07617941","-1.107100109","-1.146013376","-1.103498283","-0.154217919","-0.81346293","-0.88021663","-1.18668120","-0.242172960","-1.494075037","-1.003567307","-2.0318988831"," 0.969744942","-0.772213902","-0.923409207","-1.36888538","-1.43565829"," 0.702646827","-1.88118777","-0.756786685","-1.225834134","-1.89749447","-1.118807530","-1.446075447","-0.893675495","-1.935871133"
"65"," 1.13212533"," 1.594469916"," 1.32850288"," 1.196725310"," 1.257760708"," 1.058671978"," 1.046554886"," 2.468339682"," 2.03417023"," 1.800695561"," 0.425270792"," 0.416483669"," 1.2521848942"," 0.516988584"," 1.44661459"," 1.198600e+00"," 1.12627562"," 0.96940174"," 1.464580590"," 0.86796612"," 1.305747978"," 3.810208e-01"," 1.639816043"," 0.5602848348"," 1.2903049241"," 1.58066813"," 1.805867618"," 1.47184676"," 1.210281039"," 0.4077778113"," 1.280086699"," 1.084330228"," 0.95722516"," 1.562965598"," 1.079751732"," 1.165171850"," 1.447880656"," 1.0065774130"," 0.899560098"," 1.052691203"," 1.427750786"," 0.05870136"," 1.382719015"," 1.349480051"," 1.196797041"," 0.6589309675"," 1.384848364"," 0.684163925"," 1.12823766"," 1.5094651514"," 0.458056680"," 0.3205342365"," 0.625001600"," 1.066185e+00","-0.340989490"," 0.8799272197"," 1.292613010"," 0.37758417"," 0.735830747"," 1.13442421"," 1.054793437"," 1.24784377"," 0.912913160"," 1.29668490"," 0.027143390","-0.01022745"," 0.276553427"," 1.38732370"," 0.561643701"," 1.5815168553"," 1.440797108"," 1.07668019"," 0.909521341"," 1.261841145"," 1.392748058"," 1.811830590"," 0.919808739"," 0.840330444"," 1.200318632"," 0.955492546"," 0.355068494","-0.214620311"," 1.157538706"," 0.792903644"," 1.3313721576"," 1.395771876"," 1.62693031","-0.100106107"," 1.061355834"," 0.668466972"," 0.554583458"," 1.04042309"," 1.37593594"," 1.85447716"," 1.329081314"," 1.048003873"," 1.104388398"," 1.0117234766","-0.963793287"," 1.134962901"," 1.237308316"," 1.78490514"," 1.01203366","-0.060377934"," 0.79496725"," 1.091651979"," 1.072615750"," 0.58946200"," 0.705871086"," 0.795721801"," 0.836467262"," 0.658567278"
