"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"186","-0.45081764"," 0.073614166","-0.01623254"," 0.354496688","-0.064617475","-0.099176558","-0.124460547","-0.949911926","-0.35827827","-0.543173120","-0.345538474"," 0.225424949","-0.0336564655"," 0.335478074","-0.16028603"," 2.203010e-01","-0.47902996"," 0.01661005"," 0.799934697"," 0.12058665","-0.076957480"," 4.958244e-01","-0.366974920"," 0.0460487523","-0.0395046848","-0.84348593","-0.416985683"," 0.21176777","-0.025071538"," 0.0891406939"," 1.337473556","-0.123209047","-0.58731876"," 0.244300126"," 0.036879164","-0.401631920","-0.681964590"," 0.1008352051","-0.403976939"," 0.565371094","-0.033602472"," 0.41553044"," 0.022517053"," 0.158646976","-0.140642916","-0.6234162811","-0.055267379"," 0.007322916"," 0.25069780"," 0.7763015143"," 0.216348760"," 0.9973306198"," 0.484022773"," 3.185363e-01"," 1.255130801"," 0.3657384486","-0.345010923","-1.57162534"," 0.023640487","-0.53130301","-0.001501716"," 1.66912423"," 0.102649127","-0.90547825","-0.382026851","-1.10801066"," 0.243303180","-0.07641465","-0.132118788"," 0.9187549732"," 0.651323582","-0.99383707"," 0.022562529","-0.049014275","-0.052105831"," 0.152477041"," 0.388623217"," 0.278193615"," 0.085745071","-0.503914090"," 1.354607745"," 0.325246176","-0.098882487"," 0.542088440","-0.1652797951"," 0.049017118"," 0.92009636"," 0.212083355"," 0.729591660"," 0.179901523"," 0.235365823","-1.58420364","-0.21172578","-0.38685343","-0.606830237"," 0.047501497"," 0.440287891"," 0.4212732224"," 1.393521813"," 0.008444053","-0.207698562"," 0.12845119"," 0.49219455"," 0.344007970"," 0.13083986","-0.092262864","-0.665056403"," 0.40512374","-0.306166759"," 0.008473595"," 0.136737156"," 0.008341505"
"187"," 0.39382557","-0.213374997"," 0.21425680"," 0.204907548"," 0.103108787","-0.051357038","-0.063385550"," 0.259119424"," 0.74793397","-0.487453753","-0.405038295"," 0.277239505"," 0.5348444530"," 0.275254474"," 0.54292511"," 1.322507e-01","-0.01562826","-0.02976896"," 0.224111113"," 0.03724077","-0.025864002"," 2.660662e-01"," 0.091124246"," 0.5916888541"," 0.4823529523"," 0.28496320","-0.443366236"," 0.20863127"," 0.498941330"," 1.3890223144"," 0.424278401"," 0.065813689"," 0.38626594","-0.383269200"," 0.113916297"," 0.769971305","-0.273610878"," 0.1444204910","-0.294749463"," 0.340828348","-0.105411949"," 0.19247939","-0.170146773"," 0.011838440"," 0.215139396","-0.4563963166"," 0.124332260"," 0.635022944"," 0.03622196"," 0.3432475720","-0.297246080"," 0.1712581314","-0.119179132","-1.481785e-01","-1.742460627","-1.2397320617"," 0.025447431","-0.78336071"," 0.462543399"," 0.54549611"," 0.062274854"," 0.09532829","-0.274616960"," 0.42430548"," 0.318037516","-0.81920886","-0.411887161"," 0.15143494"," 0.353460541"," 0.0360534718"," 0.194832094"," 0.53704605"," 0.288019927","-0.345380260","-0.135726845"," 0.561934818"," 1.079241523"," 0.251152861"," 0.076813055"," 0.317145749"," 0.539282403"," 0.484558665","-0.273972405"," 0.231744111","-0.0538204621"," 0.149231546","-0.25549960"," 0.207474565"," 0.516788246"," 0.290275369"," 0.280692442"," 0.41691611","-0.19622393"," 0.58672528"," 0.297911836"," 0.012616893"," 0.029538723"," 0.2316264772"," 0.742704226"," 0.381897922"," 0.311042833","-0.23200761"," 0.12196283"," 0.880342460"," 0.65049843"," 0.388288856"," 0.489943282"," 0.62888456"," 0.418670125"," 0.393037655"," 0.099583204"," 0.507416281"
"188","-0.99126531","-0.402872094","-0.55117147","-0.794079809","-0.815605847","-0.971584029","-0.629777249"," 0.545658854","-1.40527555","-1.365496916","-0.733114861"," 0.096730637","-0.4199877583","-1.293163931","-0.25952881","-9.511540e-01","-0.80526697","-0.75804887","-0.066814643","-0.52816933","-1.073273401","-2.489504e-01","-0.880169589","-0.8531009946","-0.6146591538","-0.69094933","-1.174498035","-0.59623680","-1.149545716","-0.5780005346","-1.515095698","-0.448294920","-0.98447039","-0.008949024","-0.727013047","-0.228295007","-1.388735305","-0.7321531280","-1.203836146","-0.664181054","-0.860591780","-0.44468208","-0.582528086","-0.569931379","-1.576692675","-1.3254166946","-0.838993220"," 0.108709195","-0.93797467","-0.3921074537","-0.650072127","-0.0010725511","-0.629341508","-1.514964e+00","-1.528628781","-1.7585936134","-0.778525998","-0.46237927","-0.658724351","-0.66086288","-0.380564711","-1.67453078","-0.465991175","-0.80184754","-1.207362508","-0.37425859","-1.153893129","-0.72332427","-0.810690481","-0.5869400838","-0.772261972","-0.68480110","-0.515002102","-1.593614326","-0.716274210"," 0.505250859","-0.293878116","-0.789493320","-0.994186011","-1.072128259","-0.138004232","-0.758874703","-1.400592450","-0.480026942","-0.8618965499","-0.621660223","-0.37211231","-0.844139839","-0.096476298","-0.616900145","-0.718588928","-0.58239569","-0.77310558","-1.28171470","-1.118021076","-1.195495068","-0.710042177","-0.3486433536"," 0.061663557","-0.611433167","-1.049883100","-0.39807722","-0.86842549","-1.269120215","-0.50498929","-0.691619529","-0.727644012","-0.99234231","-0.998486512","-0.288499600"," 0.022242437","-0.755783842"
"189","-0.68678552","-1.811283870","-0.28290743","-1.123574805","-1.201732755","-1.957314669","-1.735812536","-1.310744386","-1.34570554","-0.977202703","-0.985926532","-0.744162338","-0.7000652341","-0.743144287"," 0.28074967","-1.542812e+00","-1.63818125","-1.51018774","-0.555287725","-1.96162451","-1.814646816","-6.973328e-01","-2.400050682","-1.6119877549","-1.5687797519","-1.35236214","-0.914078735","-1.24764505","-0.891552564","-0.1306084163"," 0.434462704","-1.655308047","-0.03825893","-1.379788704","-1.615917961","-1.930964486","-0.998178287","-1.6586035663","-1.903731526","-1.218876005","-1.627161798","-0.91278802","-1.364269432","-1.580300745","-1.352449559","-1.5300587198","-1.065039587","-0.220851517","-1.49615188","-0.7967878480","-0.191352733","-0.7458678182","-1.416413337","-1.100153e+00","-0.234361644"," 0.1273523256","-1.512897084","-2.23038599","-1.371229759","-0.72308499","-1.635570803","-0.77399978","-1.531350744","-0.66198868","-1.512594216","-2.70720283","-0.471757786","-0.73663191","-1.256296161","-1.7834208304","-1.241925827","-0.60958415","-1.523330307","-0.201865974","-1.554361948","-0.742433903","-1.570729744","-1.267385513","-1.687127207","-0.054023013","-0.109007042","-0.365212823","-1.463266897","-1.787431232","-0.7287987005","-0.597309877","-0.76159416","-1.143756191","-0.919638757","-1.223317946","-1.114325012","-0.31392575","-0.74104443","-1.30984996"," 0.070802971","-2.017124513","-0.910239959","-1.3723171164","-0.682337760","-1.555204455","-1.086836593","-1.77762903","-2.02533122"," 0.379020823","-1.31050446","-1.617955493","-0.864694186","-1.36867899","-1.270311573","-0.567485485","-0.589774635","-1.691437131"
"190"," 0.51688080","-0.380343769"," 0.18993715"," 0.416936600"," 0.609991767","-0.157899863","-0.107482995","-0.977256372"," 0.27846377","-0.186403479","-0.510035337","-0.076923667"," 3.2397162472"," 0.644517636","-0.33867748"," 2.145488e-01"," 0.05612569"," 0.04949717"," 0.557371114"," 0.43578426"," 0.345428166"," 5.411509e-01"," 0.323443402"," 0.2497147803"," 0.7515655304"," 0.34212335","-0.138742922"," 1.10759432"," 0.565223067"," 0.0272618068"," 0.456180064","-0.128122439"," 0.29293337"," 0.516914496"," 0.053481618"," 0.729834526"," 0.474323851"," 0.1230948958","-0.460078897"," 0.587114308"," 0.073807580"," 0.44439348"," 0.179551701"," 0.233169481","-0.124177412","-0.6692396174"," 0.523069146"," 0.706589939"," 0.20835007"," 0.0585921031","-0.220039115","-0.0047336062"," 0.348070358"," 4.406291e-01"," 0.096104216","-0.4529661765"," 0.023347438"," 0.69877321"," 0.647348081"," 0.49783253","-0.202862876"," 2.40747213","-0.054145074","-1.20343837"," 0.461550877"," 0.77607245","-0.265345184"," 0.17427965"," 0.285664081"," 0.0702605192","-0.512619877"," 0.40413747"," 0.282213729","-0.304741957"," 0.062601359","-1.099194208","-0.091861887"," 0.345628640"," 0.487319335"," 0.334064072","-0.950676095"," 0.104323216"," 0.677757898"," 0.481717835","-0.9108465233"," 0.223356695","-0.37015924"," 0.980740450"," 0.727756442"," 0.264473160"," 0.583936755"," 0.22729070","-0.06317226"," 0.32878258"," 0.056214071"," 0.244703257"," 0.368081403"," 0.2059060069"," 1.630177069","-0.106686692"," 0.064639800","-0.43028055"," 0.01153121"," 0.457914663"," 0.32757877","-0.101038816"," 0.423887107"," 0.65109425","-0.172051003","-0.532030898","-0.160721780","-0.139121862"
"191","-0.09009809"," 0.505632542","-0.45696057"," 0.085149305"," 0.370789207"," 0.206405558"," 0.113418760","-1.463309049"," 0.18814063","-0.502140162"," 2.118256346"," 0.206294853"," 0.6071209504"," 0.391738749","-0.29421435"," 4.454023e-01","-0.03133910"," 0.07604345"," 0.536336095","-0.04977265"," 0.212134825","-7.751525e-01"," 0.110357026","-0.1955507029"," 0.3933322706","-0.77341405","-0.434530772"," 0.00421088","-0.119738279","-1.1121633302"," 0.085707374"," 0.559130473","-0.23154039"," 0.561177145"," 0.245747346"," 0.075655106"," 0.570109890"," 0.1059724938"," 0.101483968"," 0.556196435"," 0.097686569"," 0.81962850"," 0.182620121"," 0.096157264"," 0.568108534","-0.0534157114"," 0.032713757","-1.770861958"," 0.35692084"," 0.0265267561","-0.082161934","-0.0219779669"," 0.037647531"," 8.680479e-02"," 0.562268676"," 0.7070752673"," 0.005960754"," 1.29995788"," 0.492478247"," 0.06068715"," 0.339815962"," 1.62727245"," 0.018303566"," 1.04233546","-0.390497250"," 1.10244817","-0.103334882"," 0.05645815","-0.066103132"," 0.6502295543"," 0.610100536","-0.55866130"," 0.670325824","-0.172683131"," 0.126769725","-0.586058613","-0.391314551"," 0.714544077"," 0.292518944","-0.334574659"," 0.264821962"," 0.053313838","-0.283290676"," 0.651102921","-0.0108938193","-0.052591275","-0.07329267"," 0.451046415"," 0.756444559","-0.287264312"," 0.023474739","-0.23520563"," 0.02797320"," 0.09765581","-0.328310139"," 0.101535536"," 0.466942865"," 0.0918995695"," 0.015275390"," 0.235187692","-0.495889676"," 0.18917122"," 0.58714091","-0.181885529"," 0.27380048"," 0.471747838"," 0.030725700","-0.28761617","-0.127958152","-0.372284251","-0.073485716","-0.133785604"
"193","-0.84253786","-0.870509947","-0.58702039","-0.988136737","-1.580074995","-1.316372153","-1.374883083","-0.974798357","-1.08217370","-1.404803866"," 0.993421157","-1.140174316"," 0.5650024794"," 0.219366528","-0.22867490","-1.182062e+00","-1.09531577","-1.21485579","-0.487073085","-0.94336174","-0.992114102","-1.520811e+00","-1.271877200","-1.5815091374","-0.8696147831","-1.22727919","-1.312486860","-0.43096873","-0.950496085","-0.7165002913"," 0.126695195","-1.116837928","-0.45136454"," 0.681888656","-1.306979526","-0.848235854","-0.551204916","-1.4642184276","-1.468841515","-1.117167025","-1.153395396","-0.76568578","-1.119924280","-1.024682636","-1.112630023","-0.8430367490","-0.495894911","-0.066388555","-1.12662296","-1.4684030761","-1.217760427","-1.0898879591","-1.187483594","-5.122716e-01"," 0.424265635"," 0.1807627436","-0.871289132"," 0.25876279","-0.903486270","-1.26313017","-1.238337309","-0.04113620","-0.382204955","-1.16445174","-0.943640679"," 0.26354112","-0.499045219","-0.18885024","-0.608497297","-1.2282873296","-1.152422275","-0.54716337","-0.966590335","-1.204097363","-1.279555235","-1.461501834","-1.065353122"," 0.041867021","-0.803700471","-0.628185549","-1.128846953","-0.474916034","-1.611063352","-0.690977568","-0.8674924164","-0.115279648","-1.93692609","-0.912035335","-0.577882439","-0.923114533","-0.130418176","-0.23176864","-0.37075411","-1.09916525"," 0.965226485","-1.056031665","-0.986586073","-0.9846361016","-0.752292351","-0.514092778","-1.793569959","-0.70789493","-0.50937295","-0.641728950","-0.22062797","-0.281176763","-1.228493677","-1.02492459","-0.764851897","-0.277955060"," 0.043872463","-0.687040306"
"194","-0.06737208"," 0.299395574"," 0.96973182","-0.225868124","-0.592479995","-0.040053290","-0.383711539"," 0.399053483"," 0.35834431"," 0.470913975","-0.060499786"," 0.633862738"," 0.6666681779","-0.573278348","-0.81304926"," 9.221864e-02"," 0.48324948","-0.01510653"," 0.584383997","-0.94176956"," 0.058780722","-5.367240e-01"," 0.036494604"," 0.0475970845","-0.0479302404","-0.46110665"," 0.298766994"," 0.51280270","-0.047632693","-0.3149549234","-0.104060502"," 0.158633968"," 0.41884264"," 0.013545837","-0.121202760"," 0.913274963"," 0.359140068","-0.0701781342"," 0.017553916","-0.873942940"," 0.008317410"," 0.34256475"," 1.126332637"," 0.120236946"," 0.424985488","-0.5650604964","-0.090061411","-1.281432490"," 0.03206533"," 1.3845283566","-0.233779114"," 0.5779305052","-0.042323406","-8.419773e-01","-1.526223605","-1.5562639860"," 0.348839837","-0.02824324","-0.040260499","-0.55808684"," 1.408394613","-0.49058556"," 0.123432044","-0.12679535","-0.033337067","-0.05499662"," 0.312637707"," 0.24150380"," 0.228705341"," 0.8624729263"," 0.690081191","-0.63337780","-0.141847170"," 0.784513344"," 1.091058631"," 1.259626180","-0.198876376","-0.274681241","-0.202992642","-0.218251377"," 1.240852871"," 0.464099414","-0.137733518"," 0.775930036","-1.4357558174"," 0.182969573"," 0.75418672","-0.464782734"," 0.709198891","-0.427647595","-0.442479864","-0.12137966","-0.01900850","-0.12326586","-1.199231336","-0.103340818"," 1.329012659","-0.4501662554","-0.895132888","-0.027148251"," 0.923338529"," 0.31983462","-0.13802848","-1.099390745"," 0.07824228","-0.148945554","-0.385362645"," 0.59379566","-0.121381956","-0.237661566","-0.350863765","-0.008881957"
"195","-0.92449948","-1.211462292","-0.64126162","-0.983304777","-0.838418469","-1.563545223","-1.710517449","-0.927327561","-0.88582877","-0.773821455"," 0.233361211","-0.703540084","-0.2502519563","-0.850687347","-0.44834583","-1.175584e+00","-1.46349326","-1.43598313","-0.675156594","-1.26672736","-1.403076578","-2.289771e+00","-1.013589518","-1.2190290115","-1.1808875246","-1.00189032","-0.860745631","-1.61464570","-1.231805490","-0.0316701123","-0.658387365","-1.258671693","-0.63051220","-1.582859595","-1.542224579","-0.560196412","-1.532579059","-1.4498325042","-1.615416123","-0.694007688","-1.364270474","-0.13182007","-1.098707379","-1.288732208","-1.190766258","-0.9809987228","-1.263116672","-1.593676822","-1.36822095","-1.0815894095","-1.026931829","-1.2830690337","-0.562558019","-1.758270e+00","-0.599340750","-0.6498239235","-1.170141040","-0.08337297","-1.094572061","-0.64561676","-1.105719207","-0.25916630","-1.102898938","-0.87184631","-1.648397376","-0.09463523","-1.438503352","-1.12182318","-0.868292289","-0.9811699743","-0.595143866","-0.40084658","-0.922309389","-1.038196775","-1.148617770","-0.665309043","-0.580884135","-1.269689577","-1.377145039","-0.553424526","-1.423215711","-0.888874974","-1.648635264","-1.165109112","-1.1880314878","-1.099187819","-1.40803125","-0.712999720","-0.703069460","-1.251028402","-1.026345240","-0.52866372"," 0.80258301","-1.11279051","-0.455648106","-1.466565881","-0.951094167","-1.9918781365","-0.448219726","-0.787198093","-1.036758780","-1.30988549","-1.28396849","-0.868208015","-0.85741807","-0.889847506","-0.811805540","-1.03509153","-1.008481071","-1.125092123","-0.833422861","-1.175266113"
"196","-0.62638587","-0.302634048","-0.72595677","-0.897384550","-0.699227783","-0.993058293","-1.009009028","-0.180008467"," 0.08552284"," 0.525532532"," 1.188319932"," 0.500703135"," 0.0525190530","-1.306530769","-0.62355290","-4.749320e-01","-0.78937719","-0.69060935"," 1.275726328","-0.67998380","-1.326254492","-7.782942e-01","-0.589613577","-0.9596911893","-0.8967851448","-0.39156231"," 0.473424711"," 0.52874405","-1.154347470","-0.5181019671","-0.539505558","-0.564025314"," 0.12835503","-0.672516321","-0.789536360","-1.367249071","-0.631411952","-0.7735596467","-0.964964019","-0.561645750","-0.642675578","-0.14332268","-0.669394810","-0.598361848","-0.734873937","-0.6025669220","-0.722686564","-1.258624680","-0.63227019","-0.4252388817","-0.428397203"," 0.5800918944","-0.474861851","-8.655420e-01"," 0.562314355"," 1.1131902907","-1.757098811","-0.53258189","-0.946648652","-1.27384737","-0.531434660","-0.43833032","-0.496814475","-0.64061303","-0.509546037","-0.07572516"," 0.487922539","-0.41310186","-1.286313498","-0.7288779693","-0.605566473","-0.77607252","-1.034026598"," 0.243409246","-0.637042728"," 0.613861250","-0.692030828","-0.885710862","-1.132252071","-0.278085212","-0.434670571"," 0.984702560","-0.713299332","-0.365518088"," 0.2038775353","-0.527156914","-0.47692343","-0.843512729","-0.048208752","-1.231378013","-0.974503632","-1.14750137","-0.79540466","-0.84700431","-0.473422428","-0.847444173","-0.703751255","-0.8735574300","-0.646746528","-1.019289631","-0.514462156","-0.53191213","-0.67648489","-1.767760788","-0.94626859","-1.136462051","-1.328463679","-0.44376566","-1.239546298","-0.635414600","-0.227870722","-0.875240132"
"197","-0.59674776","-0.149413176","-0.11548679","-0.558772313","-0.966527000","-0.798861425","-0.851598371","-0.063408715","-0.05088607"," 0.413272987"," 0.993809002","-0.627118292","-0.7689264367","-0.866928911"," 1.54346011","-1.040301e+00","-0.49455871","-1.01150857"," 0.394369768","-1.10144833","-0.477744541","-6.659930e-01","-0.863796083","-0.2556601657","-0.8746386927","-0.02899601"," 0.478515494","-0.86953938","-0.760136338","-0.2246033615","-1.251619532","-0.631058193"," 0.56345864","-0.364999882","-0.908951913"," 0.177427111","-0.549205575","-0.9739872898","-1.415298088","-0.477714153","-0.736525452","-0.65232579","-0.729579803","-0.675322862","-0.949054313","-0.9710076019","-0.904559557","-0.736999520","-0.94995909","-0.7887882921","-0.471308612","-0.1259407831","-0.608600379","-1.340479e+00"," 1.057411257"," 0.8852137898","-0.936403813","-0.39326628","-0.556650852","-0.64690943","-0.758197699","-0.98511780"," 0.769598698","-0.51654900","-0.918775611","-0.02333733","-0.465130976","-0.64861651","-0.571212842","-0.5690948113","-0.458325729","-0.65543533","-0.764906829"," 0.064330572","-0.754731249"," 0.058393464","-0.480230665","-0.805315476","-0.382654412","-0.348660446","-0.115197509"," 2.022004283","-0.998722980","-0.755402579","-0.8473808538","-0.638123031","-1.07939113"," 0.568898640"," 0.073221885","-0.755002620","-0.909062773","-0.13694072","-1.05837593","-0.95726306","-0.233988541","-1.031254376","-0.464034289","-1.0982038510","-0.497823477","-0.667909161","-0.822387619","-0.30776542","-0.79984838"," 0.035337779","-0.02982278","-0.596806071","-0.697259195","-0.10224763","-0.440071394"," 0.232948006","-0.050573087","-0.205179407"
"198"," 0.71059554","-0.056665103"," 0.87869322","-0.109501105"," 0.517196783","-0.071731401"," 0.082647336","-0.729777397","-0.52783409"," 0.595696665"," 0.483705039","-0.178499259","-0.0766474496"," 0.432083462","-0.37833196"," 2.406825e-01","-0.51622421","-0.01903864"," 0.491697699","-0.44388931","-0.449515820","-3.539788e-01","-0.520944006","-0.0421422769","-0.0008164948","-0.42050344"," 0.523036013"," 0.73953236"," 0.164624892"," 0.7249619800","-0.331265450"," 0.525031917"," 1.78968084","-0.413835322"," 0.006780552","-1.542725895","-0.815113834"," 0.1138623580","-0.182364452"," 0.025849551"," 0.111287605"," 0.36510304"," 0.100440557"," 0.318446794"," 0.269040724","-0.2799030889"," 0.627015320"," 0.077669593"," 0.24046573"," 0.7224367853"," 0.162225191"," 0.6153171424","-0.621889646"," 1.045948e+00"," 0.863346155","-0.6289887816","-1.332426826"," 0.01964711","-0.387432951"," 0.36573317","-0.263085837"," 0.11453638"," 0.499575481"," 0.37201692"," 0.467088022","-0.04109443"," 0.470043276"," 0.79921640","-1.181003236","-0.0501459680","-0.129888976"," 0.14816013","-0.430564099"," 0.127742769"," 0.111571286","-1.197954039"," 0.266472808","-0.072284736","-0.372893322"," 0.502511863","-0.125625597","-0.261998646"," 0.348939018"," 0.147992046"," 0.2517855280"," 0.871902845"," 0.55415623"," 1.153123125"," 0.755496869","-1.052089232"," 0.054160552","-0.93946952","-0.57071223"," 0.26605162"," 1.129052832","-0.111587337","-0.071580625","-0.3607120429","-0.901205927","-0.694660690","-0.226580004","-0.12612496","-0.46193429"," 1.601173391","-0.59758878","-0.490821997"," 0.311930562"," 0.03488394","-0.899861548","-0.153360568","-0.391894467","-0.702721446"
"199"," 0.13631378"," 0.874270639","-0.13205228","-0.025196183"," 0.183693669"," 0.086002071","-0.123099749"," 0.298803089","-0.38555420","-0.057378645"," 2.405270161","-0.017933107","-0.2299568098"," 0.114085548","-0.45668199"," 2.964176e-01"," 0.00807006"," 0.09897590"," 0.321259510"," 0.15936512"," 0.655962512","-7.329195e-01"," 0.284170066","-0.2997447932"," 0.2026824896","-0.39887002"," 0.064354541"," 0.79774527","-0.539347399","-2.3559013717"," 0.028773619"," 0.011695054"," 0.62663400"," 0.478236489"," 0.099058409","-0.305455968","-0.655137364"," 0.0465189464","-0.170811590"," 0.264874030"," 0.043972463"," 0.27266253"," 0.141226033"," 0.235006584"," 0.707173338","-0.3653281144"," 0.488518855","-1.045647127"," 0.22388543","-0.4242715120"," 0.458368071"," 0.2164081474","-0.072607071","-1.537192e-01"," 1.148584966"," 1.1226601107","-0.147661903"," 1.61620623"," 0.223725554","-0.19834092"," 0.143703867","-0.78170013"," 0.542989921","-0.32160771","-0.167567239"," 1.20567235","-0.315354204"," 0.42397819","-0.468632247","-0.4995606507","-0.590933538"," 0.36140598","-0.084202043"," 0.130138784"," 0.033891788"," 0.482036297","-0.499031686"," 0.069863231"," 0.858208690","-0.009393310"," 1.067125491"," 0.248516587"," 0.286317249","-0.058769176"," 0.1721607082"," 0.561070923","-0.56451498","-0.998023269"," 0.778915463","-0.209898575"," 0.319537805"," 0.49613273"," 0.65964228","-0.05916452"," 0.514070961"," 0.083687250"," 0.389071546"," 0.3137326651","-1.229288374"," 0.107798655","-0.228660052"," 0.56439007"," 0.46711110","-0.830484281"," 0.61610704"," 0.104754327","-0.082091013","-0.37397154","-0.112991018","-0.010078009","-0.539970769"," 0.607399236"
"200"," 0.03676962"," 0.739142593"," 1.37588256","-0.243191620"," 0.003611446"," 0.058799749","-0.013075893"," 0.654672310"," 0.51038233"," 0.343469398","-0.343017483"," 0.533550904"," 0.4116053047","-0.359164752","-0.29176175","-7.884718e-02","-0.14454180"," 0.20325500"," 0.307832499","-0.04851179"," 0.063495485","-2.155739e-01"," 0.542889417"," 0.0638235674","-0.0953786539"," 0.47798193"," 0.228441733","-0.43317765"," 0.214252758","-0.4811672503","-0.419377594","-0.048826624","-0.58648024"," 2.169511914"," 0.102634769"," 0.697930401"," 3.045056061","-0.1043097862"," 0.078345741"," 0.351095125"," 0.125456108","-0.20706817"," 0.109628912"," 0.145674487"," 0.061726833","-0.7310606345"," 0.072841968","-0.780406435","-0.12810147","-0.1197790398"," 0.235986639"," 0.3819655183"," 0.407107222"," 2.504957e-01"," 1.178332231"," 1.7623319684","-0.432150137"," 1.15816637"," 0.119262170"," 0.26502448"," 0.187704391","-0.79146034"," 0.179481261","-0.22838867","-0.519224326"," 1.11311762","-0.825680872"," 0.07894881","-0.185354029"," 0.9245134334"," 0.656083084","-0.61839990","-0.021013733"," 0.070277546","-0.057666751"," 1.142415564"," 0.339157192","-0.037472336"," 0.241404911","-0.252898390"," 2.341619304","-0.386742415","-0.045617300","-0.721216869"," 0.3460822669"," 0.087383782","-0.22396114"," 0.594576325"," 0.669853662","-0.133509677","-0.619084581"," 1.29650535","-0.40587303","-0.05409547"," 0.050414687","-0.125595370"," 0.731352886"," 0.1350340474"," 0.458614838","-0.160479595","-0.035489717"," 0.23666319","-0.21735331","-0.676662290"," 0.14403881","-0.084742542"," 0.367697280"," 0.66301353","-0.387169854"," 0.125972006","-0.128837763"," 0.007648332"
