"","1","a","3","4","5","6","b","8","9","10","11","12","c","14","15","16","17","d","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234"
"Label","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"X1.Methyladenosine..282.1...150.0.","-0.724752615","-2.281057278","-1.487319820","-3.158883572"," 0.297230852","-0.109430507"," 1.085259858"," 0.750912258"," 2.686356435","-0.220395026"," 0.213315819"," 0.176832141"," 1.023504491"," 0.298652122"," 0.429552264"," 0.492468598"," 0.189448892"," 0.179652317","-0.093806042"," 0.707022064"," 2.468011118","-0.095856362"," 3.265817564","-1.266188554"," 2.632799846"," 1.399427306"," 0.192734423","-0.594692031"," 1.822279704","-0.087362793"," 0.580308734"," 0.904760976"," 2.246170268"," 1.292801796"," 0.484512529","-0.315524708"," 0.798801758"," 0.620511710","-0.326364625"," 0.733758851","-0.174589847"," 0.168283642"," 2.201670811","-0.713030137"," 0.750073543"," 0.590575416"," 1.420100191","-0.057052912"," 0.864054316"," 0.551054741"," 0.735199734","-0.819840696","-0.819697470"," 0.732658992"," 1.251233086"," 1.363930022"," 0.002736816","-0.467137881"," 1.213679826"," 0.364285866"," 1.081796166"," 0.678064530"," 0.438032033"," 0.627622480","-0.400365061","-0.176231530","-1.409217027","-1.731683789","-1.450386505","-1.955760327","-1.701334408","-1.686776381","-1.771029872","-1.191720410","-1.730902799","-2.487504172","-0.141748451","-1.102407175","-0.150509349","-0.739523952"," 0.005499395"," 0.380214997","-0.760395042"," 0.526945055","-0.979752384","-0.248472936","-0.889981068","-0.890847558"," 1.589734619","-1.252536165","-0.891939755"," 0.258188827","-0.528259813","-1.096197875"," 0.222888071"," 0.017963448","-0.647703067","-0.243541020","-0.474675293"," 0.516478344","-0.234078370","-0.703365862","-0.207371358","-0.068571940"," 1.298899110"," 0.042392355"," 0.890313970"," 0.128787338"," 0.907667971"," 0.945778020","-1.071459687"," 0.441902967"," 0.136577802"," 0.014387528","-0.056098518","-0.002417373"," 0.197161241"," 0.048942716"," 0.140084682","-0.765798189","-0.188672064"," 1.229411501","-0.272587253"," 0.540207234"," 1.509991543","-0.355865618"," 0.186046577"," 0.028707302"," 0.719923838","-0.816720808","-0.686010981"," 0.552740342"," 0.827742264"," 0.210444007","-1.037467152","-0.124900125"," 1.250849871"," 1.439058131"," 0.216904628"," 1.360661505","-0.804383671","-0.867296702","-0.271005760"," 0.554949683"," 0.059363230","-0.573390192"," 0.444469055","-0.744833765"," 0.604749881","-0.485565363","-0.039132373"," 1.272176227"," 0.502960902"," 0.890120378"," 0.148634910"," 0.094475424"," 0.999373017","-0.873322617","-0.369494873","-2.761939121","-2.114681725","-1.606896456","-1.749222154","-1.808284957","-1.641453277","-1.872673693","-1.427179752"," 0.519356420","-0.585484996","-0.607340060","-0.948688724","-1.107695638","-2.156314636"," 0.756534709","-0.361954494","-1.823249759","-0.831855162","-1.523109586","-0.980640641","-0.710184791"," 0.585050747"," 0.018460526"," 0.889527464"," 0.618001858"," 0.148624287","-0.897515799","-0.337910133"," 0.462948475"," 0.514218546","-0.234480945"," 0.034939744","-1.900118500"," 0.328960436","-0.076315847"," 0.776507827"," 1.208089245"," 0.409324223"," 1.027905469"," 1.404562621","-0.436902641"," 0.853043421"," 0.731445304"," 0.580588635"," 0.723139008"," 0.901473651","-0.314141519","-0.767547517"," 0.397076843","-0.684549768","-0.332702577"," 1.146384877"," 0.173727094","-0.152406885","-1.042096701"," 0.475059703"," 0.549744866","-0.203257489"," 0.801545604"," 0.692093103","-0.491891661"," 0.520546911"," 0.575101331"," 0.612451004","-0.530863219"," 0.799424775","-0.029336276"," 0.721833732"," 1.341513238"," 0.169108955","-0.233319256"," 0.362980470"," 0.288464575","-0.267638270","-0.766445210"
"X1.Methylhistamine..126.0...109.0.","-1.522552529"," 0.641339093","-1.259908707"," 0.233658205"," 0.711996248"," 0.099269363"," 1.532104534"," 1.540766755"," 1.140033769","-1.512384773"," 0.331360936","-1.937516785"," 2.490086906"," 0.055271414"," 0.981904268","-0.235669001","-1.084660404"," 0.960646830","-0.344798592"," 0.725009637"," 1.496791321"," 0.578283517"," 2.276931610","-1.366396565"," 1.084244949","-0.568100611","-0.022964176"," 0.856570452","-0.125665652","-0.778014344"," 0.975953749","-0.463050820"," 1.085260330"," 0.999425608","-0.776242209"," 0.664546217"," 0.545713573","-0.032673771","-0.654186803"," 0.339015918"," 0.287184174","-1.225376151"," 1.811388422"," 1.100229740"," 1.274282648"," 0.753406287","-0.547899920","-0.992259683","-1.089637027","-0.422326074"," 0.535644772","-0.663669001","-0.111045059","-1.264550042"," 0.090097667"," 0.950193458","-1.162704615"," 0.085299712"," 0.716646019"," 0.212498445"," 0.861599006","-1.023867594","-0.528431488"," 0.047971210"," 0.518419354","-0.999493124","-0.204307411","-0.631232645","-1.483435651"," 0.048602789","-0.864729634"," 0.293869678","-0.433410027"," 0.559690157"," 0.373381574","-0.639395096","-0.378930551"," 0.027039508","-0.236728870","-0.089233291"," 0.889078128","-0.174820780"," 0.024645266"," 0.356410453"," 0.794730919"," 0.019821755"," 0.118253898","-0.432575400","-0.562423846","-0.728307312","-2.098014319","-0.414490422"," 0.533029463","-0.153687908"," 2.189134368"," 0.940709257"," 0.278617123"," 0.682287508","-0.462665668","-0.098056264","-0.316742757","-2.400123787","-0.447729727","-1.001719872","-0.412877692"," 1.058259487"," 0.253355067"," 0.727615735"," 0.775998376"," 0.191275205","-1.281742583"," 0.253718425","-0.181746986","-0.412926557"," 0.893962222"," 1.294048490","-4.623471316"," 1.247086912","-0.001221855","-0.302441664","-2.447036178"," 1.780428327"," 0.219466541","-0.355489848","-1.731814227"," 0.311828095"," 0.915708443"," 0.574409325"," 0.596352149","-1.639028299"," 0.993637658"," 0.684920304","-0.503976523","-0.119220474","-1.517839688"," 0.251104400"," 0.310087340"," 0.396064295"," 0.203860620"," 0.347347394"," 0.220837689"," 0.102243293","-0.900856495","-1.199870642"," 0.775298610","-0.461833080","-0.001022773","-0.144614223"," 0.640182319","-1.117147804","-0.925822904"," 1.420671718","-0.805181994"," 1.535415781","-1.500688549"," 0.145006109"," 1.376191528","-1.306566463"," 0.555822694","-1.318346834","-0.831521617","-1.085181471"," 0.217633795"," 1.036922634"," 0.881798228","-0.217603919","-0.241199841","-0.400631518","-0.067058854"," 0.184523676","-0.371182444","-3.014996334","-0.455233075"," 1.734016628"," 0.898642259","-0.586465051"," 0.352397121"," 1.094193796"," 0.120416578","-0.031366125"," 0.999477367"," 0.027205378","-0.328691800"," 0.438742596"," 0.087157550"," 0.187434595","-0.983925964"," 1.163825216","-1.196137114","-1.315970652"," 0.934082292","-4.639648179"," 0.214154780"," 0.538228655"," 0.146337746"," 1.311929300"," 0.950175224","-0.273747843"," 2.067479833"," 0.773529480"," 0.116151992"," 1.372119319","-0.707203348","-1.106303818"," 0.309140904","-1.186885862"," 0.298687353","-0.182582276"," 0.554214296","-0.889704632"," 0.757390918","-0.056209932"," 0.333868060"," 0.588463746"," 0.693016613"," 0.336993829","-0.500417639"," 0.033961640"," 1.744245585"," 0.010695242"," 0.437414561","-0.698294090","-1.412443888"," 0.270249330"," 0.263540415","-0.116569590","-0.102655881"," 0.801512645","-0.001232694","-1.338937845"," 0.375404415"," 0.634899282","-0.328788357","-0.214443323"
"X2.Aminoadipate..160.1...116.0.","-0.056175939","-1.383536235"," 0.812449579","-2.320242690","-0.587216223","-0.498468803","-0.009782687"," 0.803905901"," 1.149250601"," 0.121198389","-0.495920518","-1.130982267"," 0.041851784","-1.089488444"," 0.221259281"," 0.362285420","-1.056168707","-0.036621782","-1.952101014","-1.559890931"," 0.448736453"," 1.458415044"," 3.968028689"," 0.473036145"," 0.675856001"," 2.963424963"," 0.329430933"," 0.135464011"," 0.860449449","-0.738520215","-0.788386949","-0.764455560"," 0.622240149"," 0.232061143","-0.705272955"," 0.400329489","-0.186751417","-1.540366406","-1.173084815","-0.581535438"," 0.004234354","-0.432478307"," 0.007157616","-1.106622893","-0.079030292"," 1.644151263"," 1.125827276"," 0.359791332"," 0.532509556","-1.407532829","-0.439961937"," 0.146774592","-0.590925358","-0.176305132","-0.240997964","-0.165751186","-0.243801017","-1.976291328"," 0.134003479","-0.535942608"," 0.474755855"," 1.217757594","-0.161764724"," 0.199632296"," 0.277679214","-0.866303443","-0.354852013","-0.790411859","-1.241792061","-2.234826132","-0.827883606","-0.751638499"," 0.749828888","-1.489887602","-1.063822245"," 0.096999043","-0.044097234"," 0.194496335","-0.465564836","-0.139936010"," 0.856626111"," 0.351908848","-0.561871420"," 0.576896047"," 1.810622294","-0.801012119"," 0.342298796"," 1.097871787"," 1.192793200","-0.244792292"," 0.576773124"," 1.091636030","-0.205143946","-1.122568051"," 0.527826573","-0.055082848","-0.562549471"," 1.048265839","-0.637666500"," 1.009550375"," 0.219513777"," 0.888420785"," 0.433073183"," 0.971513094","-0.645988775"," 0.105632206"," 0.668384082","-1.670713042","-0.842906143"," 0.309853953","-0.847520939","-0.038936653"," 1.817634799","-0.163585411"," 1.083980809","-0.530151715"," 1.444846559"," 1.594306434","-0.584095004","-0.930163269","-1.117028879"," 0.766340458","-0.185870028","-0.662306577"," 1.798063452","-0.340644980"," 0.627944842","-0.232294818","-0.392564520","-0.651023267"," 0.637715846","-0.099736082"," 0.488126141"," 0.633414556","-0.286270088"," 0.523255953"," 1.852051304"," 0.751211343"," 0.309110556"," 0.698562990"," 0.452406505"," 0.391181925","-1.241628292","-0.608077871","-2.289176061"," 0.056226776","-0.939101172"," 0.520266900","-0.602117035","-1.028851338"," 1.499798744"," 1.079986859"," 0.135414583"," 1.247372883"," 1.175272779","-0.267612074"," 0.693850181","-0.692104183"," 0.135534778","-1.877612531","-1.310114458","-1.953062950","-2.311750597","-1.201132040","-1.636458702","-2.351545941","-1.275531708"," 1.289375732","-0.772695352","-0.284075900"," 0.399934534"," 2.586939863","-0.084919204"," 0.446395866"," 0.128599764","-0.554340600"," 0.462880942","-0.211805450","-0.970886744","-0.464685813"," 0.931646193","-0.276838627"," 0.717164467"," 1.024865009"," 1.956800376","-0.071011557","-0.428281835"," 0.635708803"," 0.689848425","-0.552946302","-0.599581449"," 2.857458335"," 0.316600626"," 1.424425496"," 0.611676781"," 0.382361924"," 0.763153811"," 1.005657331"," 0.443674247"," 1.678286099"," 0.497385837"," 0.039095274"," 1.137378266","-0.517927734"," 1.706694203","-0.934299083","-0.443388199"," 1.115334847","-0.780488822"," 0.961280032"," 0.470964752","-0.601963682"," 0.091881451","-0.366262281","-0.123528800"," 1.165944412","-1.018683581"," 0.778015060"," 0.414407458","-1.541874622"," 1.164516643","-1.333423918","-0.368615196","-1.835698034"," 1.013011093","-0.039127590"," 0.058826413"," 0.721487527","-0.558018451","-0.764970348","-0.434297899","-0.859464409","-1.106700258","-0.445732425"
"X2..Deoxyuridine..229.1...113.0."," 0.136355198","-0.187311048","-0.436784849"," 0.479611680"," 0.821319701","-0.836247912"," 0.963609183"," 1.746573231"," 2.503289053","-1.687211798"," 1.453328208"," 0.054671889"," 1.945478678","-0.920905402"," 1.064418612"," 0.240978487","-1.615059289"," 0.675263726","-1.603400756"," 0.711238774"," 0.742685668","-0.653662848"," 1.781311900","-1.398320427"," 1.614748229","-0.575563321"," 0.015235333"," 0.644970921","-0.044846778","-1.981963206","-0.736387388","-0.466498979"," 1.174857362"," 0.336744153","-0.622302616","-1.745249593","-0.101256357","-0.465359894","-0.185898157"," 0.149391814"," 0.346071713","-0.206974155"," 0.765457024"," 0.815266702"," 0.748230522","-0.833245110"," 0.376469836","-0.813308625"," 0.481386678","-0.057989032","-1.405597157","-1.087897104","-0.502065604"," 0.490942034","-0.470989544","-0.639543687","-0.419869789","-0.745642078","-0.019832409"," 0.225872587"," 1.097605012","-0.902181021","-0.897509909","-0.171808019","-0.194009255"," 0.476546883"," 0.097456211","-0.360262167","-0.411183413"," 0.229390998"," 0.541583377","-0.122319021"," 1.113642396"," 1.700985093"," 0.542791601","-0.817998216"," 0.810461070","-0.069583707"," 0.981133182","-0.562353844"," 0.569899001"," 0.526064737","-0.439878745"," 0.867363144"," 1.872929952"," 0.048666299"," 0.429875195"," 0.467652664","-0.135073392"," 0.033479038","-1.296011505","-0.853458218","-1.218613045","-2.056432751"," 1.128175549"," 1.339024929"," 0.027127816"," 0.916457192","-0.732694114"," 0.117933462"," 0.451006421","-2.405747462","-1.216119448","-0.416961498"," 0.259024564"," 1.212082781"," 0.384492713"," 0.649599027"," 1.541737251","-0.038443617","-0.029738837","-0.654049867","-1.075962973","-0.275799937"," 0.277024297"," 0.703989231","-3.247251364"," 0.327510862"," 0.812082527","-0.289431695","-0.572998285"," 1.356669405","-1.133957393","-1.360437641","-1.104515284","-1.720878543"," 0.709656836","-1.020961513"," 0.284686702","-0.524588756"," 0.684039273"," 0.812100807","-0.105894117","-0.768534425","-0.279797640","-0.205350842"," 1.301649690","-1.016910960","-0.002568077"," 0.978059613","-0.245852240","-1.084849425","-1.055216073","-0.256742315"," 2.138518210","-1.576325399"," 1.804826790","-0.794329221","-0.030679434","-0.660670017"," 0.601479388"," 0.883068950"," 0.092044160"," 1.230722089","-1.264642321"," 0.930921681"," 1.051638866","-0.364760416"," 0.387455201","-0.202449769","-1.403745310","-0.443145608"," 0.459402129"," 1.252156826","-0.337978226"," 0.547201926"," 0.656848933"," 0.541038185"," 0.741037124","-0.915276146","-0.315722795","-2.451781084","-0.167505648"," 1.293060584"," 0.708647764","-0.150983645","-0.373093379"," 1.259391931","-0.888967856"," 0.299011412"," 0.523572811"," 0.680158624","-0.268943193"," 0.585124879","-0.551296873"," 0.788552807","-0.609954483"," 0.943061771","-0.241103330","-0.339530359"," 0.467121332","-5.671521016"," 0.145956011","-0.287878415"," 0.750563561"," 0.753103573"," 0.574880258","-0.511583014"," 1.141287843","-0.875508395"," 1.163728818"," 0.165330170","-1.071757742","-0.968990871"," 0.396093653","-2.288738784","-0.322795356"," 0.037495691","-0.327320614","-0.032956970","-1.325761820","-0.152649772"," 0.410936200","-0.058384718","-0.445263947"," 0.095942820","-0.100902015"," 1.729303075"," 1.469960628"," 0.021992669"," 0.208441848"," 0.478346993","-0.555090452"," 0.014574910","-0.294258129","-0.097343577"," 0.074054479"," 2.734041498"," 0.276019684","-0.098302183"," 0.999703093","-0.052212250"," 0.737383338","-0.722420854"
"X3.Nitro.tyrosine..225.0...179.3.","-1.331558e+00","-1.808942e+00","-1.212733e+00","-1.809293e+00"," 6.568292e-01"," 1.068373e+00"," 6.674458e-01"," 7.252011e-01"," 2.800598e+00","-1.445781e+00"," 7.613669e-01"," 9.408812e-01"," 1.740810e+00","-1.245743e-01"," 1.910708e-01"," 5.843348e-01","-7.695518e-01"," 6.030919e-01"," 1.661510e-03"," 1.446580e+00"," 1.792196e+00","-1.074205e+00"," 3.022954e+00","-1.442781e+00"," 1.017687e+00"," 1.018681e+00"," 1.782671e-02","-1.883247e-01"," 1.040998e-01"," 1.046563e-02","-1.863025e+00"," 8.951904e-01"," 1.649106e+00"," 1.001296e-01","-4.476703e-01","-7.234839e-01","-2.222116e-01","-9.400714e-05","-7.205001e-02"," 1.831326e-01","-2.945090e-02","-4.788715e-01"," 1.027272e+00"," 2.696464e-01"," 8.287449e-01"," 6.539484e-01","-2.448239e-01","-1.423043e-01"," 3.048141e-01","-2.389937e-02"," 1.172204e+00","-3.467505e-02","-5.716800e-01","-2.240986e-01"," 2.871329e-01"," 1.412547e+00","-8.265157e-01"," 7.065872e-01"," 2.169595e-02"," 9.800257e-02"," 1.724433e+00"," 8.340885e-02","-1.440090e+00"," 2.819623e-01","-5.107761e-02"," 6.343355e-01","-1.304239e+00","-1.464075e+00","-1.763853e+00","-1.025254e+00","-1.256453e+00","-1.454787e+00","-1.164339e+00","-2.921493e-01","-5.531610e-01","-1.593494e+00"," 7.440879e-01"," 7.584114e-04"," 3.991283e-01"," 3.726017e-01"," 5.768347e-01"," 4.870718e-01","-2.152668e-01"," 1.017937e+00"," 3.758690e-01"," 1.194664e+00","-5.147671e-01"," 4.235653e-01"," 3.224404e-01"," 2.482970e-01"," 4.048804e-03"," 4.620061e-01"," 1.285856e-02","-3.440659e-01"," 1.176466e+00"," 2.410712e-01","-3.569113e-01"," 3.203437e-01","-3.211719e-03"," 5.273206e-01","-6.980310e-01","-2.705986e+00","-2.226149e+00","-5.261594e-01"," 1.380698e+00"," 4.711366e-01"," 1.142980e+00","-3.865364e-01"," 8.553433e-01"," 6.400469e-01","-2.679288e-01","-3.669386e-02","-6.459427e-01","-6.464111e-01"," 6.295469e-01"," 5.428376e-01","-4.269757e+00"," 6.210484e-01"," 7.053090e-01","-7.318175e-01","-6.091222e-01"," 1.797261e-01","-1.122281e+00","-9.472145e-01"," 1.158362e+00","-1.062482e+00","-6.162231e-01"," 1.677216e-01"," 2.811515e-01","-8.879858e-01","-1.074016e-01"," 1.094581e+00"," 3.449997e-01","-6.790153e-01","-6.800543e-01"," 3.683511e-01"," 9.366373e-01","-3.000454e-01","-1.348352e-01"," 1.056628e+00","-9.074274e-01","-6.995613e-01","-3.521231e-01"," 1.355517e-01"," 2.814811e-01","-6.693902e-01"," 1.449164e+00","-1.074224e+00","-8.723942e-02","-2.963109e-02"," 3.335712e-01"," 9.042643e-01"," 3.764387e-01"," 1.437547e+00","-1.639043e+00"," 9.989044e-01"," 8.754766e-01","-2.081388e-01","-7.823865e-01","-6.941171e-01","-1.831939e+00","-1.014246e+00","-5.062059e-01","-7.579938e-01"," 1.950144e-01","-7.822719e-01"," 1.341529e+00"," 8.041692e-02","-2.014662e-01","-5.122981e-01"," 3.863810e-01","-3.557651e+00","-1.292914e-01"," 1.248967e+00"," 1.110656e+00","-3.471562e-01","-3.517271e-01","-2.336047e-01","-4.019302e-01"," 8.533727e-02","-5.781800e-01"," 1.713445e+00"," 1.415001e+00"," 1.112205e+00","-2.103279e-01","-4.712485e-02","-6.657991e-01"," 6.668321e-01","-3.732416e-01"," 1.803713e-02"," 7.954155e-01","-4.415671e+00","-8.677343e-01","-8.374624e-01"," 7.694712e-01"," 8.575314e-01","-2.253308e-01"," 5.465978e-01"," 1.207999e+00","-3.428230e-01"," 6.387783e-01"," 5.285150e-01","-3.722170e-01"," 7.275630e-01"," 4.029108e-01","-7.438920e-01"," 9.338807e-01"," 1.892011e-01","-2.599013e-01","-5.826116e-01","-1.690339e-02","-1.606757e+00","-3.561796e-01","-5.673509e-01","-3.889412e-01"," 2.195118e+00"," 3.282225e-01"," 7.267395e-02"," 9.284898e-01"," 5.029569e-01"," 7.140326e-01"," 1.079848e+00","-1.308665e+00"," 4.825580e-01","-2.823410e-02","-1.144616e+00","-1.907645e-01"," 7.746498e-01"," 1.815005e-01"," 2.842488e-02"," 1.128936e+00"," 8.604685e-01"," 5.886676e-01","-5.218970e-01"
"X4.Pyridoxic.acid..182.1...138.0.","-0.04648639","-0.08581602","-1.70540972","-0.55704646"," 0.20308013"," 0.52861474"," 0.45100250"," 0.71504905"," 2.24061300","-1.97551585"," 1.10746552","-0.27412334"," 2.44850768","-0.36191772"," 0.52717702"," 0.57910945","-1.68564912"," 0.55970028","-0.55228696"," 1.19010395"," 1.38055128","-0.95990124"," 2.12445967","-0.89131307"," 1.78553458"," 1.08133393","-0.04326946"," 0.43978970"," 0.87645765","-0.61613486"," 0.17009571"," 0.60880091"," 1.52644543"," 1.47558332"," 0.40238136","-1.35795776"," 0.73985051"," 0.17978833","-0.36004049"," 0.96698229"," 0.07894771"," 0.24084707"," 2.67001651"," 0.80074671"," 0.46879172"," 0.41645337"," 1.51395689"," 0.33790233"," 0.64486313"," 0.33905064","-0.66741308","-0.39773523"," 0.07021656"," 1.03475014"," 0.29464907"," 0.36487035","-0.31063378"," 0.34060093"," 0.47503616"," 0.43971299"," 0.82891742","-0.12285802","-1.61509395"," 1.26491959","-0.60018479","-0.31202536","-0.04073128","-0.75848729","-1.84984190","-0.91317379","-0.83106037","-0.55729164"," 0.12161135"," 0.99463382"," 0.16837124","-0.64462870"," 0.57612349","-0.70392675"," 0.25255192","-0.33283478"," 0.79393505"," 0.69711081","-0.37533405"," 0.04627445"," 1.00493687"," 0.87334144","-0.15730106"," 0.22598640","-0.11998635","-0.02319506","-0.79582368","-0.67039092","-0.20687974","-1.47473826"," 0.86963174","-0.03567754","-0.56791121"," 0.17618896","-1.05454959"," 0.16503166","-0.79240051","-2.68400838","-1.48479838","-1.57315769","-0.13407794"," 0.69468529"," 0.50863544","-0.32967547"," 0.76610771"," 0.01690072","-0.60052636","-0.42823626","-1.00328538"," 0.16852840"," 0.58010714"," 1.42025062","-4.78572535"," 1.12386792"," 0.76561639"," 0.13791122","-0.70207126"," 1.45784615","-0.14453598","-1.45617772","-0.07163122","-0.45823130"," 0.06754724","-0.23064023"," 1.01945936","-0.34590513"," 0.84920047"," 0.50581980","-0.37788469"," 0.22409095","-0.64284992","-0.08551188"," 0.81950256","-0.62153700"," 0.18028706"," 0.94723001"," 0.02177496","-0.31660279","-0.80082173"," 0.23203516"," 1.20663514","-0.66185751"," 1.36427054","-0.29902696","-0.12026449","-0.35535341"," 0.16386224"," 0.80357028","-0.26018207"," 1.83818938","-1.57163552"," 1.73547166"," 1.59887454","-0.50763065","-0.54551261","-1.43229646","-0.83999925","-0.47658790","-0.57080972"," 0.28037476","-1.06301375","-0.50599892","-0.02737490"," 0.14004213","-0.62259897","-0.02347157"," 0.12684422","-4.28724796","-1.04952014"," 0.98881446"," 0.62332527","-1.26999738","-0.48967652"," 0.06181398","-0.43528610"," 0.08006371"," 0.29230806"," 0.06989996","-0.75586328"," 0.42871900","-0.59017401","-0.10462536","-1.18620979"," 0.70323012","-1.81307626","-1.54433229"," 0.70839105","-4.96110946","-0.42102323"," 0.06219852","-0.27577125"," 0.67179679"," 0.16913109","-0.47625129"," 1.41307874","-0.33101223"," 0.91437991","-0.07377446","-0.81840508","-0.50801121"," 1.23784083","-0.27310390","-0.45979788"," 0.16974851"," 0.33781213","-0.23076049","-0.65259372","-0.19343990"," 0.04070261","-0.41782782"," 0.83597908"," 0.55560792","-0.56780152"," 0.83213156"," 1.20465040"," 0.07954566"," 0.42502754"," 0.56392570","-0.67738236","-0.36584460"," 0.57611571","-0.33163548","-0.04387915"," 1.29378218"," 0.15930954"," 0.18048324"," 1.19562804"," 0.38665193"," 0.71634818","-0.47151942"
"X5.Hydroxytryptophan..221.0...134.0."," 0.408567252","-0.195417417","-1.907266087","-0.571973110","-0.010957966"," 0.071362046"," 0.657958815"," 0.567905252"," 2.465794625","-1.302749708"," 1.442745569"," 0.297929148"," 2.551426162","-0.509198903"," 0.053383664"," 0.803881881","-1.528866091"," 1.054403558","-0.147428461"," 1.579159888"," 1.575522335","-1.133328734"," 2.497453223","-0.912914695"," 1.952488803"," 0.233849044","-0.053324802"," 0.649290546"," 0.362841966","-0.742537471","-0.043303908"," 0.280528072"," 1.156319414"," 1.449754789"," 0.143410268","-1.086213001"," 1.162133035","-0.022279997","-0.362166184"," 1.224151548"," 0.280952567"," 0.450110054"," 1.442139495"," 1.055943121"," 1.023980989"," 0.553418480"," 1.112483378","-0.087839550"," 0.513592106"," 0.355374852","-0.019446442","-0.368152823","-0.637449513"," 0.792134848"," 0.549662140"," 0.780523021","-0.604274115","-0.041356310","-0.042449853"," 0.644197680"," 1.131521512","-0.171588959","-1.450686910"," 0.933107566","-0.634881080","-0.371507910"," 0.305042542","-0.391649511","-1.656011686","-0.100922260","-0.297126330","-0.545496382","-0.053023124"," 0.540289762"," 1.092559308","-0.516801887"," 0.134528312","-0.422038853"," 0.248361603","-0.772705265"," 0.444774025"," 0.535677116","-0.546202638"," 0.373999666"," 0.528168679"," 0.349075770","-0.784998700","-0.289099465"," 0.445690224","-0.414952059","-1.333032624","-0.846619151","-0.813765251","-1.114342697"," 0.729898038","-0.080562268","-0.313114971"," 0.029802888","-1.126854271"," 0.036007341","-0.555350091","-2.413345750","-1.436958778","-1.193774017"," 0.485121843"," 0.213533803"," 0.230603415","-0.250304382"," 0.908462090"," 0.321903443","-0.838206242","-0.674903768","-1.294804040","-0.099165693"," 0.871800823"," 1.248015380","-5.085172461"," 2.122752099"," 0.337685721"," 0.009376663","-1.312482439"," 1.606276458"," 0.205716479","-1.950511207","-0.421854979","-0.281049527"," 0.505988165"," 0.123599695"," 1.036262296"," 0.008256233"," 0.942573965"," 0.671801197","-0.280083787"," 0.086900513","-0.426447777","-0.102054317"," 0.972508689","-0.308400470"," 0.496076087"," 1.258712917"," 0.368031566","-0.322886406","-0.399554019"," 0.174869339"," 1.135664741","-0.350073591"," 1.418351966","-0.968428344"," 0.081073425","-0.042016319"," 0.166568276"," 0.479100130","-0.339701074"," 1.457977953","-1.890356331"," 1.133894013"," 1.053050806","-0.254720581"," 0.629815260","-0.687918914","-0.767913299","-0.568301861","-0.264211312","-0.071834786","-0.254329362","-0.092896497"," 0.061921200"," 0.032746031","-0.327459027","-0.274041668","-0.415658446","-3.921604759","-0.987429529"," 0.863497484"," 0.378995068","-1.344024711","-0.761524652"," 0.170775469","-0.527088745","-0.466697144","-0.249604047"," 0.218780457","-0.140634943"," 0.082263360","-0.692860817","-0.149324103","-1.196843325"," 1.375574359","-1.334824444","-1.429453170"," 0.520750383","-5.395868398","-0.506508129","-0.599950479","-0.529182513"," 0.653674458"," 0.080949999","-0.171166427"," 0.997152267","-0.466458495"," 1.025543460","-0.341837264","-1.560839317","-0.069780127"," 1.134446161","-0.883638373","-0.446946948"," 0.368634943"," 0.434600158"," 0.108049064"," 0.354976291"," 0.085611208"," 0.031001445"," 0.381221276"," 0.948756144"," 1.463987493","-0.285927001"," 0.210470092"," 1.222182927","-0.795493409"," 0.344238634"," 0.066920330","-0.793457473","-0.015295525"," 0.761467441","-0.503140988"," 0.014772513"," 1.014264073"," 0.010941265","-0.031471818"," 0.986757765"," 0.348858907"," 0.283876138","-0.661333671"
