"","1","a","3","4","5","6","b","8","9","10","11","12","c","14","15","16","17","d","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234"
"Label","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"Citraconic.Acid..129.0...85.0."," 553505"," 443552","1546985"," 255758"," 592862"," 494362","1064082"," 604718"," 832237"," 759658"," 411567"," 768193"," 576408"," 940475"," 798722"," 787457","1247378"," 711782"," 591820"," 531842"," 658362","1114527","1091757","1090214"," 861186"," 858700"," 725306"," 761171"," 637563"," 584273"," 764396"," 759480"," 983167"," 365046"," 523457","1392191"," 488886"," 699539"," 447992"," 736397"," 865307"," 817228"," 490552"," 510217"," 684519"," 986414"," 751933"," 738258"," 413475"," 291958"," 637858"," 761424"," 813397"," 437645"," 903678"," 933993","1154385"," 430836","1095464"," 472600"," 653878"," 894056"," 995214","1072850","1269108"," 580721","1013204"," 634634","1122667"," 793750"," 877080"," 955957"," 655052"," 607282"," 636548"," 594620"," 845158"," 784118"," 678207"," 625048","1028086"," 760682"," 866846"," 557472","1139820"," 835380"," 803086"," 710835"," 638329"," 485160","2079488","1053804"," 520405"," 625884"," 468553"," 426291"," 515650"," 782703"," 835079"," 833663"," 710317","3139936","1443701","1618075","1026127"," 671556","1220473"," 734959"," 693086"," 775129"," 584262"," 985323"," 894902"," 983323","1216544"," 531087","1623138"," 542260"," 682431"," 546164"," 804365"," 674535"," 981994"," 512550","1796704"," 719170"," 977602"," 648024"," 651864"," 497784"," 591253"," 958957"," 618610"," 936937"," 686916"," 938133","1307264","1136596","1131692"," 650855"," 801150","1256629"," 524758"," 860342"," 365267"," 590457"," 387342"," 519653"," 734000"," 545871"," 840720"," 920476","1005483"," 587984"," 936373"," 656368"," 995622"," 713912"," 864121"," 617477"," 672203"," 378534"," 357266"," 839328"," 673521"," 408611"," 486529","1456714"," 734413"," 653299"," 903088","2721535"," 629897"," 830855"," 737981"," 737827"," 798943"," 452899"," 285599"," 935855","1134901"," 517501"," 856103","1000395","1869020"," 608364"," 584957"," 568621"," 958503"," 675381"," 597219","3826818"," 672211","1017172"," 984060","1609937","1629254","1090973"," 790595"," 885664"," 615879"," 789459","2019745"," 996774"," 525352"," 833633"," 841919","1019030"," 669721","1500508","1309910"," 763260","1081494"," 978072"," 861000"," 889822"," 638142"," 761309"," 565362"," 369943"," 931137"," 472212"," 879015"," 613787"," 825330"," 665820","1023867"," 964633","1279477"," 653616"," 463419"," 809008"," 580476","1471570"
"Citrulline..174.0...131.0."," 8166905"," 7130428"," 3871080"," 8976801"," 9286752"," 5618491","11524548"," 9463051"," 8760079"," 8078630"," 5655286","20057521"," 9797216"," 5078206"," 9770162"," 9943485"," 9885524","10395867","13621240"," 4229804","10627467"," 7165042"," 2354225"," 9934547"," 4815499","10134058"," 9491432"," 9543952"," 9950452","13254865","10823739","15288248","11112017"," 8256681","11294391","11798191"," 4797532","12179206","10865791"," 6036131"," 7951538","12062971"," 8254478"," 6432925"," 7721202"," 9091248"," 8005274","14103980","11038746"," 7181641","11357757"," 6750831"," 9216737"," 5729468"," 7442569"," 6005647"," 7714964"," 7535382"," 7167993"," 4638745"," 7405979"," 8678315","10565348"," 3969117","10701146"," 8646174"," 8270166"," 6604674","11334225"," 7975770"," 7262861"," 7271814"," 8257819"," 8133978"," 7137111"," 7733909","10806547","12149421","10132239","11193225"," 8293531"," 6648315"," 8106395"," 9800133"," 4445955"," 3893264"," 7644404"," 8076405","10696989"," 9485484","11620095","14650098"," 8667016"," 6342954"," 8559306"," 7050335","10078930"," 6749418","12807222"," 6224758","10829432","18755909","12454184","16078035"," 6929783"," 7627350"," 9702863"," 9815215"," 4011861"," 9343414"," 7182221"," 9879396","10026526"," 7027879"," 7263637"," 7016805","17013011"," 7938722"," 6509146"," 6871587","10533089"," 9826768","10577306"," 8084577"," 8992931"," 8610990"," 7843838"," 8581921"," 3607276"," 6221196"," 7041309"," 8603063"," 8759929"," 8878983"," 7411499"," 8552208","14349585"," 8340086"," 9553872","12272670","11441730"," 7396396"," 8583636"," 8262561"," 5349456"," 8075441","10330084"," 6568850"," 8874482","14881982"," 8657640"," 6041828"," 8943624"," 6264303","11499470"," 9536813"," 9565312"," 6982389"," 7379477"," 9030603"," 8870037"," 7637798"," 8150411"," 7309530","10675058"," 7924151"," 6467350"," 9319876"," 8848159"," 7963522"," 8622268","21369248"," 8014245"," 7357843"," 8790006"," 9234983"," 5986576"," 6859371"," 9419267","12872560","13531805"," 9717910","10102119","12450558","11709431","10021726"," 9774509"," 9615404"," 9782676","15170643"," 8900320","26981726","13494053","12771798"," 7995274","18346748"," 8776087","13502476","13314655"," 7003310","10636143"," 6772086","10607358"," 4192174"," 3875876"," 8836910"," 8415905"," 9074638"," 5139746"," 9576046"," 8237793","11087958"," 5613139"," 9019515"," 8964479","10902543"," 8474225"," 6184839"," 7507921","11332147","10921507"," 5524696","11204787"," 7014263"," 7050723"," 9219457"," 5449331","15083988"," 9139018"," 9913137"," 7249159"," 7050644"," 7910862"," 9586903"
"Creatine..132.1...90.0.","15533181"," 6003678"," 2462486"," 4839157"," 3979060","11111220"," 8503786","26553857","13973869"," 4906919"," 4205597"," 9997589","13954742","12546034"," 7298188","11115825"," 4946093"," 9875138","11897634"," 9172290","22117390"," 5078437"," 3710242"," 4921118"," 3350265","21209573"," 6709123"," 8037047","18478420"," 6608802","10028409"," 5936162","15508092"," 8255663"," 5332201"," 5528186"," 9793106"," 6837981"," 9271720","14133368"," 3895545","15805082","13813305"," 7614970"," 8082642","13823524","17123114","12993211"," 6481796"," 7042044"," 8377239"," 4852585"," 7384178"," 9293801"," 3857268","14311145","14610810"," 3886097","13818577","10548906"," 7291338","10252204"," 8564397","13231070"," 4709462"," 8661507"," 7731956"," 5562958","10126270"," 5063404"," 2688800","15502737"," 8206625"," 5320651"," 9652233","12086370"," 8916458"," 6248414"," 6151613"," 6724567","17536080"," 5947567"," 9424315","12888890"," 5933179","12821092"," 3609327","10781712","13988561"," 3908992"," 2770818"," 5497561"," 4140159"," 6584451","14298826"," 9730871"," 5123864"," 8212381"," 6869576"," 7895675"," 7140714"," 2756863","19633427"," 5715329","11907982"," 8170310","11462636"," 6141116"," 3042115","16486300"," 7025081"," 3189111","14188706"," 4264603"," 6029955"," 5846805"," 3964128"," 9217078","12891953"," 3907110","14791919","15248329","13391175"," 8612602"," 2304165"," 6954347"," 8773781"," 5338589"," 2758794"," 6592824"," 7174788","10215086","15510300"," 5837980","10188587"," 3694442","10869860","16362868"," 6594798","17273031","16027698"," 3717304"," 5455118"," 9550130"," 6008446"," 4929706"," 5196547"," 6642836","13715863"," 5860442"," 4039094","21381465"," 5370135","10379073"," 4208824","13577762","13415666","10627933","18289165","22245486"," 5134293"," 7080538","12001897"," 5923278","11028153"," 4882913"," 9427979","13590083","11356549"," 4082887"," 8582287"," 9771997","10622109"," 8480551"," 9339237"," 5779101"," 4567395"," 4426143"," 7018526"," 3742310","11904647","11519874"," 7872690","11748106"," 4801582"," 8640801"," 8441757","12760374","18379832"," 8109130"," 8572864"," 4299004","16395757"," 9377506","18271895","13356711","13475512"," 8784054"," 8396905"," 8519304"," 8275450","10544940"," 9362679","11617133"," 6083498"," 5337418","11562477","13984759","13031905","12559837"," 8039271"," 6840329","14669861","10890568","11456772","11960833"," 6783952"," 8466367","15709126","15872211"," 7371129"," 9806745"," 8661861"," 7308849","10531243","10366195"," 5986549"," 5994989"," 5575177"," 7547363"," 8891243"," 3703092"," 6937573"," 5484212"
"Creatinine..114.1...44.0.","10819552","11409945","14976767"," 9728873"," 8986269"," 8547351"," 9147398"," 8446473"," 5964267","14998587"," 7251631","10066800"," 5649851","11282201"," 9025114"," 8745128","15228540"," 8435577","10999805"," 7558623"," 7675907","14423142"," 6891234","13931577"," 7106409"," 9858451","10690006","10288076"," 9147247","12586040","11370153","10792714"," 7533650"," 7878656","10189064","13443470"," 9236650","10100428","11070723"," 7913226"," 9519981"," 9960794"," 6625895"," 8203766"," 8162719"," 8880343"," 7932088"," 9273995"," 8512286"," 9683654","10206428","10524176","10587554"," 8376836"," 9071976"," 8738610","11780727"," 9885033"," 8911989"," 9017332"," 7749465","10134896","14561629"," 7549298","11224534"," 9871583","11010992","11916929","15447818","12227952","12166370","11335565"," 9923186"," 8492492"," 8996652","11048482"," 9359420","11534226"," 9298889","10563712"," 8111705"," 8279723","10540946"," 8422045"," 7682589"," 7931967","10181432"," 8992893"," 8703882"," 9552946","10972148","12499062","11551854","13788134"," 8910422"," 9989374","11857102"," 9471123","13465804","10135806","12505533","20663118","16004469","15349986","10293972"," 9294824"," 9868852","11071005"," 8586942","10687273","12440633","12030566","13132587","11017818"," 8993363"," 7698674","35922247"," 8397200"," 8858226","11042421","12486575"," 7060200","10368436","14322320","10474792","10661333","10313455","10165834"," 8001343","11160933"," 8550502"," 8867112","10831603","10046934","11633785"," 9641348"," 8257530","11605983","10733821"," 8433589","10470505","11662581","12444660","10360518"," 8514454","12076203"," 7770440","11697881","10334514","11588468"," 9912061"," 8578410","10849208"," 6903751","14498872"," 6947256"," 7080320","11832897","10199578","13253760","12108846","10957752","11146930"," 9514743","10737235","10499358","10111071"," 9738608","10923422","10532779","10263081","25259601","10910439"," 7173465"," 8228382","12444837","11396464"," 9157000"," 9902001","10966016","10142943","10049071","11418787"," 9669523","11657476","10414343","13586843"," 8268005","13731569","13537808"," 9806460","40857442","11857194","11162391","11313657"," 8631490","10824943","11755578"," 7619442","11717876"," 8716640","10665728","13275358","11196201"," 7751502","12057373","11109398"," 9618593"," 9897573","10364628","12587100","11191531","10968474","12084917"," 9457477","10307530","10727746"," 8574355"," 7270570"," 9850839"," 8548748"," 8797761","12674630","11222043"," 8910691","11563201","10534733"," 7391498","10206576","10267618"," 7999605"," 9262932"," 8890352","11315477"
"Cystamine..153.0...108.0."," 226943"," 145055"," 323332","  79080","  46488"," 101212"," 122823"," 269854","  65659"," 275006","  39939"," 141279","  46548","  97121"," 117009","  45755"," 429469","  68090"," 151166","  27799"," 219160"," 133358","  28560","  70743","  77168","1672012"," 267470"," 128631"," 117992"," 194731","  62548"," 797919"," 144628"," 149609"," 175536","  94860","  65726","  26359","  77052","  89701"," 115612"," 169108"," 328280","  32047","  94443","  97008"," 270139","  61817"," 410047","  90531"," 143369"," 120826","  79544"," 192382","  94573","  74760","  98867"," 483669"," 134193","  63828"," 104572"," 159988"," 278403","  60930","  80604","  75533","  30450"," 104275"," 172289","  81957"," 138327","  95809","  85180","  90190","  69745"," 125105","  41490","  73499","  41722","  82424"," 127378","  49022","  44650"," 563508","  63416","  52095"," 210401","  86071"," 172019"," 152008"," 332639","  59167","  83721","  93996","  90445","  76886"," 121192","  94022"," 163379","  98644"," 100945"," 619105"," 169021"," 142703","  99543"," 115410"," 104655"," 135846","  24629","  61105","  68981"," 135096"," 104469"," 114105","  40834","  66718"," 957252","  83275"," 160577","  55931"," 146951"," 114546"," 107527"," 167548","  40194"," 109711","  69875"," 126630","  22271","  68887"," 100688"," 106276","  60896","  68478","  53312","1968205"," 138923","  81553","  75048"," 152791","  92855","  68562"," 141140"," 103173"," 259319","  80256","  79351"," 235755"," 147635"," 117307","  46263"," 363375"," 137459","  59110"," 257522"," 103032","  46864","  56099","  55213"," 389150"," 206930","  63003"," 133785","  56833"," 118791"," 121855"," 107057"," 104066","  59939"," 124391","  82492"," 308541","  62871","  42835"," 151678"," 129062"," 116306","  95830","  76518","  61725","  36530"," 106956"," 131471"," 289970"," 701484"," 115578"," 308690"," 101864"," 207408"," 103396","  45269"," 754394"," 117585","  91755"," 222593"," 111682"," 141399"," 192157","  16939","  73299"," 124774"," 112921"," 190915"," 159097","  45710","  82428"," 109752"," 103892","  99642","  77705"," 111273","  79821","  98392","  94598","  65092"," 143666","  50101","  76331"," 110843","  80163","  34879","  77954"," 126127"," 196247","  85208"," 162677","  50277"," 175640","  76354","  48130","  92176","  61404"," 101293"," 164512"
"Cystathionine..221.1...134.0.","  5999","  8133"," 24277"," 14958"," 11223"," 14326"," 16565"," 22906","  3235"," 73631","  5760"," 27695"," 15281"," 23495"," 15754"," 16158"," 61272"," 15952"," 10563","  3071","  9393"," 12949","169763"," 10576"," 28132","  6874"," 14040","  6997"," 19974"," 12900"," 10388","  9912"," 13857"," 11066"," 15819"," 13021","  7650"," 21834","  9922","  6802"," 16344","  6559"," 10060","  6663","  9813","  6039"," 46496","  5367","  8278","  8794"," 22703"," 10500","  8826"," 26041"," 10645","  8942"," 11304","  5401"," 11768","  5900","  7711","  8644"," 43255"," 26124"," 14493"," 11870","  7012","  5680","  7336","  7730","  6078"," 10689","  7809"," 11558","  9765","  8533"," 18424","  3464","  5144"," 14389"," 10908","  3499"," 12940","  8398","  4965","  6167","  6554","  6165"," 13043","  4825"," 24449"," 14916"," 15642","  7500","  9874"," 14804"," 11054","  3100"," 17950"," 20860","  8851","122468"," 26365"," 30984"," 10346","  8828"," 15590"," 23634","  5672"," 18845","  6010","  6906"," 16040"," 14989","  4651","  5093"," 56241","  7636"," 12600","  6176"," 12171","  8556","  8765"," 14156"," 11685"," 10214","  5459"," 14701","  4041","  5791","  6413"," 17471"," 12979","  8098","  3993","  3375","  8611"," 10856","  6003","  8242","  6698","  8106"," 10485","  8673","  5162","  7431","  6108","  2976"," 17262"," 15657","  5815","  8240"," 33346"," 12795"," 17629","  2976"," 11468","  6583"," 10597"," 23964","  7910"," 13003","  7164","  9018","  4983"," 14688"," 13877","  7346"," 14246","  7167"," 10365"," 75139","  3480","  5621","  5919","  9787","  7220","  7861","  7396","  9739","  8253"," 10578"," 26268","  9353"," 18527"," 27700"," 14128","  5370"," 30984"," 13883"," 11275"," 35702"," 22202"," 10775"," 14150"," 11257","  6841","  8586"," 10605","  7821"," 10150","  8740"," 13303"," 12145","  4660","  8013","  7785"," 12246"," 13980","  8781"," 11349"," 11398"," 11628","  3598"," 18355","  8320","  9192"," 11515"," 10150"," 13753"," 27959","  8087"," 15082"," 11508"," 13865","  7942"," 14907","  7016"," 12133"," 11043","  7384"," 10548","  6670","  3863"
"Cystine..239.0...97.0.","232896","213279","231503","156759","180594","166320","219837","211085","220734","261767","192496","253405","215302","184741","185583","182530","226708","220960","228670","174041","240653","268804","195959","204358","259394","245533","254082","241696","238323","229848","252588","212161","267846","235335","212186","208114","244301","190063","198183","216036","245027","211449","197504","204748","193381","194568","235748","158803","222268","169677","206308","180240","193023","208980","204506","182351","200454","197062","174082","159051","174499","194051","182291","232500","197896","230769","200310","224654","218466","198084","235142","226727","183838","202776","186806","196514","176703","181222","204199","203008","188810","178906","162030","190965","179110","170435","183776","197714","161048","149245","147398","200254","184288","184179","214649","207040","214908","181993","213727","193814","248530","297065","232090","239715","217728","230587","240171","243142","233538","226814","218879","285744","189518","277823","195405","195789","310638","224766","211611","214897","200775","225995","210195","233962","253859","175196","211853","220443","191998","225194","170517","188932","216419","232300","212408","171504","193411","212345","231908","219664","189716","219392","172947","229125","200690","205660","216432","193240","183986","204603","191889","185370","215616","197661","180867","161031","188888","191983","243226","230981","182950","214112","197594","223507","274377","166104","178324","191674","177659","203190","182470","209039","188449","180744","184168","208180","217697","174466","165496","254356","234171","242331","194549","192628","200462","201535","215899","253998","203119","188682","278864","281121","235586","250933","245003","251283","245367","281023","209160","206039","194559","244199","221023","212115","226331","221612","249869","235220","230725","183296","241406","287397","267032","250640","235088","209156","200410","191510","187004","183557","197778","209437","163905","206212","164065","186806","127844","170790","185429","174994","172003","162937","166665","161209"
"Cytidine..244.1...112.0."," 10540"," 17045"," 13910"," 10272","  8397"," 10932"," 42492"," 94882"," 21300"," 32477"," 24343"," 27125"," 17160"," 22270"," 28228"," 14512"," 34159"," 30010"," 25320"," 14521"," 45744"," 35585"," 34727"," 29488"," 34758"," 19875"," 11396","  9779"," 24266"," 14788"," 22137"," 31650"," 24817"," 33523"," 39931"," 23188"," 41013"," 23863"," 31932"," 18447"," 22081"," 15834"," 13294"," 13771"," 29571"," 17727"," 11003"," 12103"," 15390"," 21359"," 16366"," 23110"," 32285"," 24635"," 27696"," 24602"," 40238"," 17519"," 34851"," 49155"," 29342"," 31660"," 40224"," 22989"," 23910"," 16995"," 19875"," 11869"," 17524"," 14580"," 14758","  9640","  8160"," 18394","  7577","  7380"," 15406"," 15189","  8917"," 16988"," 19627"," 14997"," 13025"," 15766","  8783"," 17778"," 11207"," 11142"," 35861","  9310"," 28251"," 26454"," 11251"," 16764"," 25678"," 26204"," 37251"," 18373"," 29864"," 12788"," 34607"," 78882"," 45162"," 25811"," 28259"," 16189"," 46402"," 44166"," 76579"," 59632"," 19288"," 19882"," 70484"," 25982"," 15300"," 17489"," 63784"," 15241"," 15318"," 34222"," 31411"," 17789"," 13251"," 46069"," 93161"," 28479"," 14866"," 31601"," 50208"," 14829"," 10878"," 37710"," 51958"," 30244"," 18412"," 24083"," 20402"," 29776"," 44022"," 29035"," 21736"," 35811"," 23046"," 39885"," 18217"," 23674"," 19679"," 29057"," 44283"," 16543"," 13251"," 23130"," 33460"," 15530"," 39377"," 23568"," 22536"," 17452"," 17919"," 13853"," 11307","  8734"," 12590"," 10278"," 10566"," 10494","  7129"," 12197"," 10358","  8958"," 16387"," 30377"," 10221"," 14002","  9353"," 14506"," 10103"," 10347"," 12924"," 12262"," 31437"," 31625"," 27487"," 19667"," 26282"," 14979"," 28809"," 16780"," 46684"," 25934"," 19035","100982"," 31242"," 32736"," 30737"," 38095"," 52021"," 79584"," 33872"," 14777"," 19123"," 26687"," 37378"," 19917"," 25598"," 34540"," 17300"," 26570"," 10666"," 15353"," 39917"," 31724"," 23470"," 14238"," 26156"," 41918"," 25487"," 18753"," 14891"," 26702"," 21651"," 24910"," 60422"," 19660"," 21196"," 19243"," 29696"," 34288"," 34492"," 34084"," 23684"," 60371"," 29428"," 26095"
"D.GA3P.DHAP..168.9...78.8."," 886457"," 937282"," 898442"," 912168"," 880331"," 893194"," 995996","1046740"," 961845","1016285"," 934083"," 974031","1001488"," 944089"," 998095"," 989772","1057036","1074958"," 949440","1033751","1044541","1057180","1089550","1065894","1039999","1064389"," 996200","1091868","1041837","1019021","1041114"," 992104","1014663","1024684"," 970931"," 956545"," 975981"," 960336","1019294"," 952335"," 945678"," 934411"," 980456"," 925369"," 926634"," 997318"," 930507","1021949"," 965759"," 937818"," 855111"," 943469"," 911293"," 880070"," 819842"," 875731"," 964117"," 926650"," 878481"," 900683"," 897134"," 961182"," 935449"," 886940"," 909781"," 842063"," 917880"," 873893"," 962967"," 944138"," 919475"," 902201"," 947503"," 918976"," 908669"," 925719"," 933835"," 959477"," 874607"," 900688"," 908328"," 833664"," 918021"," 865847"," 877458"," 841892"," 847884"," 859850"," 853078"," 877860"," 879027"," 998575"," 990345"," 978917","1014609"," 966968","1035764"," 951869"," 973856","1009184","1050120","1103546","1086679","1088225","1021860"," 995822","1048353","1045543","1028457","1034198"," 978691","1061697","1034929","1058600","1003162"," 924640","1127644","1078653"," 992322"," 961630"," 962558"," 948034"," 956523"," 988730"," 977558"," 907030"," 980997"," 919538"," 945546"," 970347"," 953344"," 941532"," 971630"," 999409"," 942946"," 801024"," 905071"," 998184"," 959674"," 992475"," 931488","1001095"," 918140"," 955966"," 943440"," 959409","1056273"," 983043","1044371"," 943347"," 960097","1024219"," 989225"," 913080"," 960016","1052289"," 937388"," 940424"," 956709"," 857548"," 927397"," 905693"," 915928"," 912989"," 851448"," 830904"," 831250"," 878477"," 920955"," 922597"," 980294"," 923601"," 935742"," 908081"," 903719"," 874665"," 895854"," 838658"," 902223","1001232","1039988","1039323"," 987784","1058773"," 969431","1016993","1030609","1044706"," 986376"," 961975","1114272","1016629","1019022","1023835","1015527","1061521","1011887","1019174","1017922","1034516"," 989358"," 963994","1018757"," 978448","1037224","1038185"," 955159"," 976452","1026371","1012031","1056085","1074142","1085795","1094245","1044768","1037920"," 948930"," 887507"," 922530"," 827510"," 814841"," 858380","1008411","1003909"," 940500"," 945523"," 898195"," 973625"," 959402"," 920572"," 953765"," 939594"," 915218"," 957257"
"Dimethylglycine..104.1...58.0."," 663996","1451585"," 817373","1017881"," 378882","1132976","1724290","1841235","2372214"," 492779","1499406","1184507"," 687266","1059684"," 595274"," 627967"," 945365","1079624","1372004","1024567"," 724504"," 778289","1415658","1154444"," 467623","2129170","1064699","1268802","1302446","1029738"," 750046","1669738"," 840860"," 551552"," 515371","1255456"," 984829"," 308198"," 920446"," 927146"," 467637","1023553","1200633","1031053","1124528","1792008"," 803717","1063322"," 300762"," 552234","1188750","1201723"," 744504"," 849477"," 575675","1699542","1924645","1091872","1832013"," 987634","1932756"," 585357"," 901236","1094438","1237265","1272408","1670463","1988816","1848133","1218114","2064074","2279154","1360612","1096979","1468533","1318636"," 720057","1037158","1199735"," 735927","1315955"," 595872","1047859","1369096"," 986367"," 964773","1233366","1011673"," 592276","1482752"," 975955"," 898217","1493835","1327818","1080022","1052442","1581727","1230675","2135988","1301624","1909794","1603601","2212026","1524411","1242652","1343025","1875709","2552583"," 837734"," 646656","1174663"," 458473","1284541","1484812","1015008"," 858589"," 769346","1354032","1982434","1133904","1108576","2137653","1095805","1108146"," 245494","1259558"," 804920","2222006"," 794068","1163407","1456282","1615700"," 561408","1143216","1315357"," 802884"," 704809","2175011","1343523","1073752","1615686","1781108","1908483","1429372","1203817","1641125","1197206","1364760","1757751","1651009"," 905401","1997454","1006910"," 927572"," 413390"," 689963","1694035","1302042","1068163","2802898","1299754"," 885706","1555153","1400682","1894130","1120062","2247808","1502585"," 814186","1622417","1468997"," 490858","1197030","1097214","1265906","1041129","1310487"," 910791"," 965867","1242728"," 473995","1707781","1811279","1120109","2668244"," 949526","1780098","1544168"," 862600","1672199","1228546","1408102","1405352","2141513","1838346"," 857750","2043612"," 511636"," 973437","1725879","1612161","1354436","1209617","1654956","1851378","1403921","1970632","1310396","1767238","1554517"," 970554"," 614281","2527464","2074742","1109024","2185263","1652717","1318542"," 961745","1246712"," 966743"," 720862"," 382786","1226038","1040289","1623748"," 719162","1068231","1036292","1232951","1132622","1322717","1616198","1925357"
"D.Leucic.Acid..133.1...87.0.","  87505.00","  13986.00","  88529.00","  24588.00","  30296.00","  21478.00","  25760.00","  29538.00","  19047.00","  41241.00","  40570.00","  29679.00"," 434298.00"," 140455.00","1419682.00","  22790.00","  95235.00"," 113728.00"," 244883.00","  19674.00","  17513.00","  31385.00","  21231.00","  21475.00"," 843583.00","  45912.00"," 259407.00","  24485.00","  29845.00","  52944.00","  39173.00"," 162485.00"," 241006.00"," 117278.00","  78789.00"," 130202.00","  91405.00","  51371.00","  27889.00","  23107.00","  46157.00","  66764.00"," 151987.00","  30920.00","  37410.00","  67314.00","  65886.00","  45753.00","  48789.00","  25463.00","  45203.00"," 406778.00","  18536.00","  31439.00","  20709.00","  39781.00","  38125.00","  63527.00","  17007.00","  92688.00","  35633.00","  23233.00","  42697.00","  66515.00"," 113282.00","  27901.00","  58931.78","  53190.00","  14793.00","  12332.00","  16989.00","  17663.00","  58928.00","  14030.00","  41980.00","  18287.00","  18412.00","  28158.00","  48100.00"," 403690.00","  22183.00","  27271.00","  22437.00","  18044.00","  19021.00","  82643.00"," 376453.00","  22120.00","  58937.00","  15404.00","  44995.00","  43743.00","  23004.00","  26681.00","  37090.00"," 494698.00","  31784.00"," 138551.00","  24200.00","  47452.00","  55501.00"," 269844.00","  26120.00"," 167279.00","  16120.00"," 116027.00","  36198.00","  17524.00","  19153.00","  27969.00","  15926.00","  37066.00","  23762.00"," 347216.00","  80649.00","  18175.00"," 258074.00","  13322.00","  29053.00","  24698.00","  47803.00","  26628.00","  37901.00","  50415.00","  82909.00","  35918.00","  31994.00","  28604.00","  23194.00","  29129.00","  79154.00","  30632.00","  25465.00","  34040.00"," 177195.00"," 633795.00"," 146541.00","  25942.00","  43427.00","  29610.00","  37083.00","  64852.00","  51747.00","  21491.00","  27862.00","  24711.00","  21626.00","  21088.00","  41909.00","  57551.00","  55041.00","  30051.00","  60318.00","  21218.00","  42191.00","  19276.00"," 313566.00"," 176532.00","  82388.00","  16300.00","  19287.00","  14579.00","  16168.00","  11912.00","  12607.00","  30256.00","  29708.00","  40242.00","  25690.00","  84575.00"," 435696.00"," 408341.00","  27294.00"," 142329.00","  23211.00","  48647.00","  26758.00","  43207.00","  45034.00","  44208.00"," 232927.00","  43857.00"," 286899.00","  23200.00","  20863.00","  20597.00","  31345.00","  14124.00","  31084.00","  67805.00","  79536.00"," 172995.00","  45042.00","  69196.00","  17301.00","  33634.00","  37100.00","  18121.00","  20607.00","1159975.00"," 255049.00","  22616.00","  25111.00","  31427.00","  20310.00","  16360.00","  13862.00","  20721.00","  12989.00","  10011.00","  19742.00","  21689.00","  26107.00","  20105.00","  18412.00","  22455.00","  22192.00"," 109495.00"," 104739.00","  26289.00","  27841.00","  17567.00","  78517.00","  22515.00"," 111993.00","  19439.00","  32190.00"," 102063.00","  29477.00","  30489.00","  13477.00","  21834.00","  19571.00","  35901.00"
