"","1","a","3","4","5","6","b","8","9","10","11","12","c","14","15","16","17","d","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234"
"Label","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"Hydroxyproline.Aminolevulinate..132.1...86.2."," 1355918","  831556"," 1230773"," 1313701"," 1005622"," 1161700","  882570"," 1171827"," 1398131","  716466","  453527"," 2271130","  907685"," 3103958","  869161"," 2841240"," 1619032","  845364"," 1072263","  780802"," 1532142"," 2138118","  652566","  638650","  932314","12675000"," 1948970","  989849"," 2171499"," 1479997","  991566","  958389"," 1156911"," 1251505"," 2161027"," 1502800","  637013"," 1138859","  985665","  836189"," 1069203"," 1854214"," 1110162"," 1175874","  996503","  803727"," 1181450","  902345"," 1583330"," 1212843"," 1377782","  877298"," 2664938"," 1110663"," 1151382","  706799"," 1032520"," 3589824","  753780","  673634","  810095"," 1569658"," 1643130"," 1326520"," 1278104"," 1145927","  741292","  547578"," 1325674","  704657","  727272","  799404","  660541","  616930","  540098","  963870"," 1929689","  822048"," 1143615","  701068"," 1563912","  984659","  638704"," 1214231","  433909","  687492","  695783","  385331","  843865"," 1311100","  756830","  971829","  667763","  922491","  838693","  694086","  838010"," 1065259","  772106"," 1283462","  776475"," 1522610"," 1204774"," 1742928"," 1177873"," 1897020","  846339","  959859"," 1200418"," 1760042","  784920"," 1030701"," 1071458","  616733","  919954","  982623"," 1382420"," 1032374","  833565"," 1315958"," 1974987","  734251","  957362"," 1249307"," 1546024","  997051","  836095","  882553","  922919","  683315"," 1760482","  720837"," 1562390","  602904","  598974","  892803"," 3345840"," 1066866","  652921"," 1190094"," 1080206","  739084","  952219","  800967"," 1134553","  874158"," 3357157","  774291"," 1025907","  822030"," 2488959"," 1364363"," 1033747"," 1374370"," 1782895","  652335","  790550","  661074","  847973","  754591","  869935","  645987","  773472","  779590"," 1243562","  891084","  766692","  884310"," 2147525","  682638","  666825"," 1450109","  800177","  987143"," 1301478","  948037","  582581"," 1771732","  581756","  862062","  864257","  782103"," 1139772","  828481","  874883"," 3044053"," 1122173","  566876"," 1426143"," 4512843"," 2942850"," 1426200"," 2002888","  867229"," 1950155"," 1275850","  917460"," 1181647","  648441","  653928","  656769","  788390"," 1187698","  713853","  411375","  913224","  747148"," 1786055","  629670","  796389"," 1042166"," 2622014","  885983"," 1017811"," 1867919","  990138","  608772","  766673","  778684","  827735","  613918"," 2366791"," 1360505","  803209","  988967","  986698","  717096","  626897","  890170","  698411","  703663"," 1048401","  926591","  845527"
"Hypoxanthine..135.0...92.0.","1160976","3355572","2305471","1637715","2351423","1741510","2305220","2398417","1754943","1116140","2088466","1098503","1615689","1953314","1591609","1352026","2070062","1673373","1484039","1402853","1985079","2678102","3035505","1761663","2091794"," 870629","1738232","2633569","1832655","1823650","3765528","1944391","1801188","1552966"," 833782","2183687","2177249","1210021","1688024","2260947","1170950","1470175","1873903","1547311","1437838","1467255","1930251","1389037"," 595612","1803707","2254124","1228238","4326408","1603060","1961715","3518560","1607938","1154678","1073810","2061190","1306471","1718653","3221077","1126845","1735334"," 622183","2488882","1459245","3027189","2757092","2186718","2376759"," 980321","1584526","1528142","2020785","1973149","1875645","1283626","3471683","2494741","1594388","3756533","2280504","1799984","1759504","3288694","1050433","3884409","1893067"," 912153","1888639","1727741","3431093","3140983","1920133","3473230","1858690","1220547","1718119","1603481"," 938055","1690042","1813860","1404206","1617534","1566045","1872767","2302172","2010482","1311602","2683689","2155228","1341576","1903791","2410102","1027471","1586743","1787502","1806732","1591466","2147004","1892155","1586907","1605636","1476939","2604555","1816178","2564783","1293761","1594505","1363994","1969445","1632555","1291973","1313640","1959706","1478766","1683871","1745596","1408894"," 955359","1846798","1462706","2096215","2288932","2258509","1772676","1731098","1192178"," 992714","1823727","1053521","2406607","2164701"," 964053","1781175","1071656","2363213","1803218","2990932","2319690","3607217","2972378","3328950","2008081","1276545","1848211","1614523","1492532","1540448","1439236","3130299","1970520","3022509","1886747","1554007","3064241","2084156","1394680","2430013","2259994","1406299","1555003","2031063","1989359","1561311","2111924","1639072","1704546","1879418","1739603","2848833","2185173","2089516","2171423","4569099","2546316","2496204","2050838","1477981","2522916","2539928","1566041","1286063","2091779","1499733","1398304","2016402"," 924273","3948728","1891965","1841009","2919122","1759502","1910582","1570113","1387546","1366065","1394154","1542946","1673476","1293851","2156737","1864259","1987435"," 832411","1213048","3319859"," 957681","1851664","1805242"," 971241","1156241"
"Hyppuric.Acid..178.0...134.0.","  67531"," 148243"," 321923","2734064"," 623206"," 465970"," 111300","1123298","  56399"," 790195","  54382","  60644"," 674710","  72845"," 171824","  53375","1276232"," 450434"," 151349","5434090"," 327506"," 229174","7780845"," 167772","1671222","1007652"," 416193"," 274144","  76504"," 142218"," 205901"," 788287"," 625873","  50590"," 610442"," 403624"," 366892"," 617730","  65982"," 312825"," 279135"," 666888"," 163304"," 360544","  78622","  88480","2796356"," 106755","4519832"," 195633"," 379863","  88381"," 480124","  83740"," 103126","  59156"," 386499","1600688","  74245"," 388576"," 103735","  94671"," 462146"," 210735"," 376792"," 111616","  82126","2120182"," 170613"," 134178","  80639","  51251"," 146440"," 295042"," 352127","  81197","  99736","  66026"," 137258"," 128105"," 114122","  64175","  75911"," 130523","  73888"," 660133"," 119759","  83840"," 118363","  79095"," 157864"," 162705","  70628"," 102116"," 117092"," 630402","  48919"," 107807","  53753"," 170487"," 105712"," 246933"," 118064"," 290806","  89547"," 393403"," 170136"," 154336","  46879"," 101053","  92771"," 908044","  65970"," 173948","1500181","  55586","3489345","  49419","  36146"," 191961","  64367"," 117884"," 159598","  37712"," 172243","  43328"," 132357"," 139118","  44559","  96600"," 344351"," 166660"," 104859"," 206806","  87549","1533809"," 640139"," 148630"," 216734"," 103603","  69443","  86368"," 140494","  79169","  63359","  83946","  42952","  50252","  50907"," 519922"," 116053","  89438"," 185930","  84765"," 248620","1023242"," 140454","  88671"," 325654","  71900","  58778"," 127240","  65734"," 255458"," 129648","  87303"," 146978","  96375","  89974"," 166322","  70826","1447708","  85918"," 287092","  59267"," 195109"," 146926","  45690","  58669"," 125456"," 611820","  49034"," 102289","  70732","1251487","  57116"," 251516","  94848"," 160060","  38252"," 514255","2728087","  80832"," 149697"," 125466"," 119166"," 138359"," 246669"," 107509"," 121219"," 100348","  80266"," 140900"," 916656"," 268740","  61384","  94678"," 103799","  82424","  49975"," 192075","  72099","  77468","  43486"," 113053","  70008","  40867"," 293983"," 171443","  62162","  69480","  95233","  98863","  53083"," 470793"," 328992","  68265"," 351510"," 107853","  67948","  63958","  52636","  72208","  89771"
"IMP..347.0...79.0.","  71216","  69691"," 177756","  68571"," 160353"," 167487","  74534","  70479"," 127959","  62392","  47610"," 127733","  62987","  55454","  76715","  76584"," 122636","  64160","  74849","  78668"," 256185"," 117034","  77218","  60030","  99164","  19572","  88849","  45790"," 142847","  85244"," 121082","  95761","  69950"," 101697","  52840","  54379","  83237"," 121119","  92003","  79816"," 103198"," 105459","  67811","  80823"," 121862","  95971"," 196094","  75558","  63151"," 137185"," 111636","  87185"," 108468"," 125426","  85576"," 133435","  93167","  76993"," 110596","  83541"," 103465","  85008","  38187","  60973","  54803","  89926","  70304","  54707","  80140","1183720","  43453"," 153779","  96343","  34608","  53121","  50601"," 131052","  79229","  94957","  75454","  64529","  92421"," 146908"," 101289","  92373"," 141044"," 108327","  84875"," 108284"," 121023","  50124"," 176811"," 628669"," 108851","  71777","  62439","  88734"," 638048"," 128649","  76618","  89737"," 153082"," 127017"," 147438"," 156449"," 108445","  73120","  82287"," 136359"," 121007"," 580072"," 116046","  97996","  72112"," 106877","  96525"," 139776","  92704"," 153960","  63238"," 101923"," 116123","  84907"," 104957","  46407"," 141892"," 103403","  74932"," 156964"," 649865"," 144902","  82451"," 129451","  70406","  57111","  71848","  54210","  92234","  69708","  75279","  73614","  32395","  83462"," 627981","  90288"," 101832"," 466860"," 142916","  90306"," 139540","  52893","  91136"," 125875","  80252","  84176"," 105154"," 105220","  61450","  80623","  71999","  47218","  49791","  85559","  41059","  96146","  51440","  47538"," 101942","  96815","  57421"," 117773"," 131364","  69510"," 115427"," 137150"," 126862","  65852","  97966","  65387","  63846","  78961"," 122295"," 107355"," 213451","  95412","  76035"," 119827","  63900","  74720"," 126960","  75002"," 112790","  98310"," 104708","  67701"," 107729","  82184"," 138048","  85545","  68260","  41753"," 105633","  74419"," 131835","  66956","  81304","  71210","  92754","  69994"," 115420"," 128741"," 106562"," 111570"," 110034","  78377","  78903"," 108180","  66275","  88914","  63684"," 210912","  79830"," 160829","  87982"," 127747","  89014","  78006"," 103034","  71463","  80644","  66580","  89702","  65505"," 122498"
"Inosine..269.1...137.0.","  31633.00","  97078.00"," 109536.00","  11679.00"," 202134.00","  15665.00"," 178163.00"," 468747.00"," 143250.00","  34205.00"," 185545.00","  10770.00"," 189831.00"," 173412.00"," 148522.00"," 180341.00"," 237705.00"," 305323.00"," 196712.00"," 156099.00","  82052.00"," 111927.00"," 125395.00"," 104132.00","   7664.00","   5395.00","  32796.00"," 592521.00","  43875.00","  28237.00","  59175.00"," 129387.00","  57222.00","  24912.00","  17103.00","  16735.00","  38087.00","  17456.00","  44312.00"," 182496.00","  11635.00","  32182.00","  17759.00","   5399.00","  24141.00","  45604.00","   6498.00","  59881.00","  14935.00","  23181.00","  81033.00","  14251.00","   6838.00","  56325.00"," 117594.00"," 516590.00"," 153321.00"," 144917.00"," 207295.00","  43015.00"," 113362.00","  31522.00"," 410785.00","  37061.00","  36464.00","  66967.00"," 147381.00","   8401.00","   9165.00","  22039.00"," 130588.00","  15760.00","   6920.00","  27742.00","  24009.00"," 139219.00"," 248138.00","  69259.00","  26106.00"," 416630.00","  23581.00"," 321276.00"," 260472.00","  28869.00","   3001.00","  49399.00","  26371.00","  52974.00","  11584.00"," 107561.00","   4162.00","   4501.00","  25845.00"," 169726.00"," 164792.00","  54827.00"," 202714.00","   2606.00","   9876.00","  65990.00","  39729.00","  33355.00"," 287832.00"," 476064.00"," 102846.00","  39576.00","  82011.00"," 189004.00"," 301931.00"," 209894.00"," 183177.00"," 328196.00","   5192.00","  64253.00"," 277558.00","  85796.00","   8828.00","  91651.00","  62261.00"," 248983.00","   4462.00","  82355.00","  42194.00","  39005.00","   3816.00","  49413.00"," 203972.00"," 138979.00"," 139554.00","  94449.00","  34702.00","  65804.00"," 112451.00","  54945.00"," 182195.00","  38709.00","  88922.00","  73413.00"," 121513.00","  52329.00"," 228186.00"," 182210.00"," 396158.00"," 191201.00"," 302008.00"," 166414.00","1007764.00"," 139379.00"," 211588.00","  22286.00"," 121027.00","  73717.00"," 120892.00"," 151642.00","   5193.00","   6312.00"," 101764.00"," 184673.00","  76944.00","  60138.00"," 176170.00"," 117473.00"," 215872.00","  54100.00"," 389283.00","  57398.00","  15463.00"," 134497.00","  93665.00","  39646.00","  72088.00","   7485.00","   3951.00"," 114379.00","  67762.00","  36542.00","  59731.00","  58672.00"," 112131.00","  41082.00","  96115.00","  10957.00","  31114.00","  89469.00"," 203661.00","  15941.00","  22713.00","  61403.00","   4194.00"," 175407.00"," 284052.00"," 200378.00"," 181540.00","  68482.00"," 126701.00","  94935.00"," 102565.00","  65324.00"," 318394.00"," 286240.00","  45766.00","  77762.00","  11413.00","  18145.00","  88513.00"," 214239.00"," 126776.00","  81605.00","  78484.00","  24394.00","  10225.00","  17051.00"," 182541.00","   5437.00","  50114.00","  10999.00"," 102212.00"," 613301.00"," 103968.00","  69080.00"," 229520.00"," 214608.00","  71611.29"," 308405.00"," 426992.00","  88373.00","  16921.00","  96204.00"," 140388.00"," 356394.00"," 128691.00"," 107837.00"," 241127.00","  90647.00"
"Kynorenate..188.0...144.0."," 24465"," 60910"," 91882"," 44949"," 48293"," 52212"," 46262"," 29300"," 47348"," 44394"," 40585"," 52468"," 40077"," 65796"," 57431"," 52376","124515"," 65069"," 63196"," 53534"," 42636"," 54759"," 58792"," 62815"," 53990"," 65047"," 71528"," 62693","112183"," 53266"," 68287"," 69397"," 90639"," 37327"," 52867"," 50719"," 37546"," 81101"," 47948"," 30764"," 71277"," 78955"," 39075"," 42387"," 54682"," 80526"," 68779"," 60917"," 36925"," 48489"," 62444"," 54752"," 39541"," 44915"," 87006"," 53601"," 68894"," 50115"," 52035"," 50773"," 33900"," 66324"," 26086"," 81631"," 31626"," 43345"," 41740"," 46890"," 76583"," 28327"," 40437"," 61620"," 44584"," 40640"," 32105"," 41990"," 46865"," 52329"," 54571"," 49525"," 54243"," 30401"," 57469"," 52978"," 40023"," 44085"," 56165"," 28027"," 60378"," 38052"," 65228"," 64467"," 31174"," 48859"," 41213"," 33775"," 32372"," 54658"," 46010"," 36125"," 33647"," 56651"," 66603"," 80349"," 55161"," 40265"," 53504"," 49602"," 33926"," 64082"," 24824"," 56474"," 49601"," 68543"," 50304"," 38095","112780"," 48655"," 38428"," 33781"," 70486"," 47944"," 52732"," 65142"," 90614"," 39206"," 51872"," 49164"," 36057"," 36025"," 52748"," 48876"," 55700"," 55040"," 37477"," 52421"," 61720"," 63693"," 57676"," 55907"," 45409"," 42956"," 39287"," 53494"," 33985"," 38620"," 37707"," 26815"," 48377"," 61234"," 26428"," 51128"," 44366"," 31552"," 46838"," 36825"," 76091"," 50085"," 31935"," 42226"," 53397"," 26076"," 29189"," 20269"," 38476"," 28209"," 40347"," 60669"," 39508"," 34037"," 44429","124682"," 45372"," 65939"," 60367"," 46964"," 57420"," 46749"," 37348"," 32946"," 63099"," 48276"," 47030"," 67274"," 84496"," 56976"," 38834"," 39045"," 81815"," 40432"," 46724","168532"," 71897"," 64235"," 47815","100743"," 60203"," 65606"," 40732"," 31220"," 33883"," 47571","107248"," 47080"," 48001"," 32734"," 42267"," 42256"," 36778"," 43081"," 67469"," 50898"," 78932"," 49501"," 61629"," 43497"," 44082"," 50451"," 33284"," 35653"," 55202"," 43900"," 61445"," 35966"," 35476"," 35210"," 36455"," 84486"," 62257"," 35323"," 20426"," 34085"," 41530"," 60923"
"lactate..89.0...43.0.","14308207","23847496","30716482","18789639","41685226","41636951","43857553","29811657","35496360","33329780","89295911","36526459","30695231","31974294","29548979","33341747","40743677","29335202","34013971","52762188","30649616","36914844","50368034","37668141","42296954","25036438","31068408","31219697","36540640","42387289","51004451","33835483","42713192","35247330","31571798","42714338","35420728","41213064","36455713","39507931","35479820","28758484","30253655","36514247","32705851","29216844","37662162","27605177","38409479","36059381","34597558","34060814","35343478","25343660","34893843","44637894","44539290","32410657","34318142","34254633","49491248","29258385","34200425","36382487","38929510","37252981","16235750","19332632","20922750","35063565","18414799","27501160","16262560","18259352","17287071","17844485","27491128","31785404","26868245","28312479","35382276","26306020","31507344","39004613","34135133","41047710","33966023","27644442","32228506","28594040","39044745","38644900","36782664","40254907","41436640","48241963","32653294","34801531","30628259","31383052","33803404","33333143","38489074","38131429","49542427","35580052","40232478","38460294","39484728","45661555","31827594","36944044","44834711","33219464","33750106","29959631","29434227","51178629","31133571","27227795","33095172","33198994","33521791","27411996","39297370","36144906","30948187","35334985","37049761","28235973","33503252","36114826","42176996","38176561","31098076","32748059","36772302","34808686","39287032","48891894","32038009","29211470","40419858","38569622","23345605","32304439","27634359","29783572","37771896","34981845","24689863","32688257","37248666","29068601","26855902","25700011","33397571","31230180","19075717","26072235","22526427","19210314","17750145","15292851","20985865","27076744","26960107","31412803","36474822","32762976","38344813","31547173","35273166","34611925","38420704","33048967","32573420","28754775","30069114","34582620","37693704","37754082","55006470","41555932","35241258","33351500","36684171","35176156","50317594","35660041","35457755","35376610","59687928","42705620","40937683","43269588","38619923","53470493","42048365","35650927","28316596","45930543","26525995","48902499","31582021","31132496","38810851","34872229","33263288","37161158","47461061","51689636","32776006","35513508","30391410","33899367","41230624","31152309","30946304","35949188","35184860","39942013","29129924","36183107","29384012","31028731","35717026","32367230","31416599","34323165","27432132","49610905","28923842","37670867"
"Leucine.iso.Leucine..132.1...86.2..2..","17478311","32870766","26266011","31810187","17412702","33518286","33608389","24906859","32762685","19675358","19751493","27673385","16855273","29197274","16350098","16463623","34138712","17376067","27906839","18631435","18972252","22910130","24937449","20741627","20490241","26505050","28643414","21079828","22780938","28208994","26701913","27921457","18991498","19962698","22734981","20342144","21788864","29061608","32002579","20495111","22258068","28395040","19391908","24495293","25492742","23388844","11752397","22480499","16446513","29786007","26944818","23136536","24453845","25197866","18819875","24567848","29581024","31851317","31140609","20483214","30675373","21451460","21890811","23413845","18458694","30198917","23134847","31422930","29639956","31084701","29080069","26324756","21439253","21112640","24600199","24120579","17171093","25821524","19865293","18018905","19957159","14383604","20781937","28660537","24420327","23213399","25879660","19986862","18925148","22039539","15967772","30767399","30773766","26389626","26625486","24046752","28002046","23021539","33603711","21278538","28751430","19879780","35647835","30542287","29764238","24930847","31389114","26488146","21495617","18111378","28233300","19156201","24692402","29641692","20420979","23689171","25225459","27584231","34823692","24978237","28009529","27257840","22895319","23045362","16850907","32463741","24441841","23267245","19651612","25989995","23984383","27341217","16543185","22840210","24337499","20918104","12546295","33862092","23697423","21567600","33406015","29530498","32253603","27068478","22641545","27305080","21737262","25844181","34730043","27382152","17835603","22731331","27712341","18388761","17564290","18812609","26867959","25186190","22070275","30391457","32514539","25413696","29698008","18405992","29766056","32539898","32274754","22567735","21340558","25403902","22893088","19765195","20887595","20784619","23122747","26496130","23001008","22809778","25661560","33559281","16744798","30248213","36513448","27510857","38809505","23741662","29741887","24769943","28399711","27595273","24364825","30705717","35298469","30994292","34437897","20323407","29570635","14106213","19419803","22778419","22515308","30181416","27706230","28341267","36225271","33492249","31456697","24268593","23503014","27258094","23013523","28979505","31380695","32854771","26277454","30037107","29826440","20120388","25046970","24795859","18951830","17874619","19886997","23950557","23509090","25860826","18691921","25599609","24327951","28441582","20473243","27289988","27432488","28954805"
"Linoleic.Acid..277.1...259.0."," 56789"," 35725"," 32100"," 35420"," 28086"," 28581"," 46366"," 76912"," 58498"," 18924"," 61636"," 58000"," 53184"," 26820"," 21609"," 90054"," 28530"," 88600"," 42101"," 86794"," 45613"," 25840"," 76751"," 77085"," 71504"," 67282","109591"," 42165"," 49743"," 22563"," 51954"," 39928"," 27880"," 36435"," 66396"," 55373"," 43011"," 15398"," 25900"," 65478"," 25789"," 15260"," 27347"," 29363"," 43849"," 30792"," 78145"," 69542"," 15074"," 29426"," 39200"," 56631"," 21362"," 50485"," 55695"," 76983"," 75297"," 30692"," 52446"," 42195"," 63018"," 77122"," 15363"," 56336"," 71833"," 21410"," 69963"," 59562"," 55900"," 39378"," 40626"," 58256"," 62962"," 50147"," 61123"," 65791"," 67919"," 32260"," 85507"," 56737"," 96756"," 45249"," 46394"," 37392"," 46962"," 49699"," 63721"," 38766"," 30391"," 41027"," 71391"," 82491"," 78561"," 49564"," 63468"," 36885"," 39898"," 77431"," 35149"," 43358"," 32677"," 66925"," 32967"," 36271"," 72272"," 77672"," 81594"," 47331"," 36425"," 48359"," 44579"," 57849"," 45974","112035"," 67601"," 51851"," 73153"," 49865"," 65115"," 41109"," 37725"," 76874"," 62234"," 34756"," 52356"," 55637"," 43585"," 48951"," 38564"," 35405"," 71704"," 72189"," 51166"," 57866"," 45964"," 64759"," 85809"," 67108"," 61595"," 39481"," 23339"," 56078"," 43757"," 63922"," 57675"," 23151"," 42315"," 59080"," 56078"," 43997"," 28614"," 80775"," 33337"," 39884","110469"," 38157"," 60892"," 41439"," 86997"," 44619"," 59349"," 48778"," 29971"," 88992"," 66210"," 45752"," 37863"," 72464"," 35525"," 54667"," 69610"," 52541"," 58798"," 74111"," 72885"," 54075"," 39585"," 48682"," 54566"," 35856"," 42169"," 40808"," 45479","104876"," 88650"," 88815"," 51293"," 53500"," 37789"," 50286"," 75094"," 35408"," 46918"," 93210"," 60577"," 51461"," 57102"," 50702"," 37086"," 87867"," 44842"," 80365"," 65794"," 20609"," 66201"," 52174"," 45497"," 68055"," 56498"," 50354"," 75181"," 24380"," 91403"," 70308"," 83014"," 45256"," 65131"," 93430"," 46858"," 24246"," 75998"," 35647"," 52056"," 22070"," 72972"," 45152"," 66612"," 40050"," 79734"," 52450"," 55106"," 77175"," 38927"," 89753"
"Linolenic.Acid..279.1...261.0."," 696222"," 516254"," 656648"," 694067"," 422897"," 387165"," 723877"," 727010","1117771"," 167331"," 872612"," 787289","1011227"," 348649"," 266685","1163617"," 197082","1125026"," 500647"," 974742"," 816939"," 669138"," 710366","1022878","1063755"," 501701","1052779"," 870205"," 744637"," 314979"," 315619"," 579630"," 198792"," 379061"," 341306","1213541"," 637240"," 167056"," 331514"," 901344"," 304759"," 340459"," 570773"," 422208"," 661068"," 931034"," 896332"," 871607"," 259107"," 382291"," 537274"," 908951"," 518120"," 914636"," 941952","1032900"," 941280"," 328310"," 756556"," 542405"," 933136","1054510"," 358239"," 700055"," 984511"," 431885","1283462"," 957954","1045044"," 707342"," 891656","1227664"," 988630"," 994157"," 984169","1116648","1296097"," 641073","1288289"," 727167","1440567"," 863965"," 823336"," 664340"," 903113","1061686"," 808743"," 807614"," 699437"," 617520","1169345","1287552","1210218"," 620020"," 825738"," 560834"," 628521","1140273"," 611702"," 687270"," 439588","1270664"," 641665"," 563181","1175189"," 781185","1367200"," 872119"," 607938"," 939531"," 753666","1014361"," 867646","1610396"," 760783"," 591999","1052458"," 760111"," 847871"," 659204"," 637387","1129285"," 835521"," 667396"," 812842"," 716758"," 826110"," 966347"," 624032"," 675541"," 725158","1238084"," 874411","1074935"," 632312","1028924"," 989710","1080706","1041329"," 605297"," 372011"," 886143"," 643667","1039199"," 641443"," 459069"," 403397"," 800183"," 653026"," 456060"," 393910","1004986"," 521896"," 710422","1156005"," 478866"," 860185"," 538799","1392874","1052440"," 845264"," 737052"," 603106","1492814","1158289"," 868045"," 779213","1092347"," 545892"," 766007","1090270"," 865455"," 884329","1130411","1147343"," 987155"," 487029"," 741403"," 659314"," 481130"," 731606"," 821067"," 809406","1399695","1526569","1132677"," 844853"," 720958"," 786688"," 534176","1096716"," 669752"," 739899","1257738","1146318"," 832810"," 916633"," 725556"," 528107","1119898","1047290","1063068"," 979298"," 395292"," 895836"," 886549"," 763809"," 778272"," 964967"," 783363"," 952041"," 345048","1136847"," 825679","1139952"," 672804"," 968999","1090947"," 691965"," 293410"," 937687"," 496315"," 538549"," 353748"," 719502"," 629239"," 855614"," 746206","1077696"," 650685"," 626097","1057974"," 797628","1365572"
"L.Kynurenine..209.1...94.0."," 55953"," 70626","131753"," 60276"," 51158"," 52143","108641"," 69773"," 54510","146373"," 29826","117026"," 36481"," 89927"," 78753"," 46869","113681"," 56661"," 99138"," 35105"," 78245","113500"," 39928"," 64271"," 88942"," 58750"," 78686"," 47789","144849"," 93933"," 76487","145891"," 93283"," 79967"," 76189"," 73574"," 62881"," 46598"," 99903"," 38511","106486","101972"," 65939"," 40324"," 48051"," 57871"," 78051"," 51366"," 58853"," 66066"," 98333"," 48102"," 68411","105436","108377"," 50108"," 64207"," 59014"," 58272"," 57396"," 48025"," 96498"," 99828"," 61510"," 69025"," 59164"," 36475"," 54853","109421"," 63387"," 88967"," 36051"," 55509"," 97988"," 52731"," 58450"," 58221"," 56902"," 36089"," 56388"," 60278"," 33108"," 51167"," 70986"," 35503"," 35242"," 50524"," 30386"," 46809"," 44421","150479"," 67282"," 50953"," 94822"," 77433"," 58559"," 59192"," 47337"," 72598"," 62030"," 76549","165360","107734"," 84545"," 76939"," 68972","114868"," 71882"," 69971"," 69556"," 87050"," 73278"," 67258"," 40577"," 51987"," 58977","177440"," 46815"," 69429"," 49552"," 81639"," 43222"," 85043"," 79683"," 29096"," 85730"," 59659"," 72713"," 61273"," 80483"," 59717","112630"," 64152"," 60411"," 48521"," 51891"," 49493"," 72065"," 66582"," 91953"," 55736"," 46500"," 80240"," 67462"," 50485"," 71123"," 50347"," 57927"," 83354"," 76607"," 66813"," 46391","101361"," 42435","101383"," 43529"," 42984"," 49165"," 32663"," 48203"," 56881"," 46133"," 51138"," 33025"," 64318"," 75830"," 86252"," 66149"," 57204"," 42262"," 55892"," 51905"," 31660"," 46274"," 68627"," 59705"," 61493"," 61810"," 36186"," 69484"," 33562"," 71487"," 71530"," 78771"," 73422"," 36846"," 89685"," 65423"," 98557"," 79587"," 47387","130317"," 91252"," 49576","110965"," 64853"," 70310"," 74007"," 80338"," 45443"," 61006"," 88980","104581"," 99267"," 48118"," 71930"," 62435"," 72953"," 52622"," 64067","120982","106245"," 61478"," 71198"," 55744"," 44109"," 68792"," 46734"," 50966"," 69176"," 46472"," 54403"," 46753"," 73113"," 68440"," 71019"," 65553"," 46963"," 57690"," 74055"," 45053"," 65747"," 56470"," 49096"
