"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"38"," 0.70165324"," 0.300734229","-0.67376957"," 0.109698651"," 0.360578650"," 0.46612342"," 0.365607703","-0.748923417"," 0.04582830"," 0.312293125","-1.351736928"," 1.060437225"," 0.2658477032"," 1.052606739"," 0.39824384"," 7.547350e-01"," 0.796393190"," 0.32880414"," 0.245461216"," 0.64150306"," 0.405655678"," 0.6107593876"," 0.242185015","-0.6489814464"," 0.1719859336"," 1.04189072"," 0.201821172"," 1.015531803"," 0.343440834","-1.5189221673"," 1.331908047"," 0.236561061"," 0.41837560","-0.664959369"," 0.408720355","-2.003672274"," 0.375541901"," 0.3889549289"," 0.158282164"," 0.258245149","-0.145346767"," 2.69700953"," 0.391334458"," 0.009534863"," 0.591095070"," 0.4289125837"," 0.538830366"," 1.134974379"," 0.71756893"," 1.4838938058"," 0.436841821"," 0.2687294836"," 0.106443763"," 0.7311108720"," 1.374442478"," 0.852779213"," 0.244045158","-0.80109924","-0.038267616"," 0.02861789","-0.044008151"," 0.45939381","-0.350750792"," 1.40393409"," 0.642217638","-0.85924516"," 1.311665741"," 0.78013351"," 0.719765304","-1.6306554328","-2.190425036","-0.20763006"," 0.317554848"," 0.587677071"," 0.299762841","-1.296904783","-0.360470649"," 0.323969031"," 0.444809710"," 0.225494339","-0.162979494"," 0.099843819"," 0.166489739"," 1.081473903"," 0.1796610403"," 0.683574044"," 1.76268518","-1.277717087","-0.307576361"," 0.305774644"," 1.058322752"," 0.02438234","-0.46755809"," 1.05706933"," 1.099883953"," 0.652156284"," 0.119674010"," 0.2906101792"," 0.482205745"," 0.405834928"," 0.203238321"," 0.43887845","-0.19348567"," 1.027267829"," 0.07282039"," 0.344340551"," 0.115383544","-0.82007054"," 0.564692326"," 1.111991110"," 0.282963954","-0.135921268"
"39","-0.18548630","-0.542056181","-0.77301652","-0.167084211","-0.098676706","-0.24845990","-0.254154215","-0.993019187"," 0.34801202","-0.755556765","-1.260205830"," 0.503544857"," 0.0495344383"," 0.295486508"," 0.07103512"," 2.077563e-01","-0.240317945","-0.47828386","-1.325226883","-0.02344560"," 0.054040307"," 0.7195735689","-0.653789976","-0.1184384154","-0.3296315852","-0.74880252","-1.040460047"," 0.231234079","-0.042018733","-0.5260185437","-0.203992420","-0.302167356"," 0.39940684"," 0.195239352","-0.106683391","-0.584228059","-0.467752258","-0.3066065042","-0.422003660","-0.146695632","-0.489138651","-0.28824542","-0.118939581","-0.518411490"," 0.042257747","-1.1168762116"," 0.022832377"," 0.615336875"," 0.06150839","-0.4152733484","-0.235188273","-1.1680446463","-0.363913205"," 0.4837049777","-0.483896130"," 0.232146077","-0.059594123","-0.46802595","-0.007524353"," 0.35084226","-0.288222947","-0.26555025","-0.301745746","-0.84028043","-0.206112171","-0.37928208","-0.198890263","-0.04081426"," 0.313386432","-1.2687616726","-1.546188886"," 0.56072164"," 0.002767946","-0.318196070","-0.217530299","-1.763337388","-0.366523960"," 0.215935597","-0.054794465","-0.086733034","-0.600511994"," 0.095074436","-0.041152861"," 0.231016771","-0.1151441918","-0.029951610","-0.38995928","-0.579904852","-0.676445876"," 1.082208505"," 0.610405203"," 0.36059586"," 0.51217094"," 0.07825042"," 0.584371330","-0.161918387","-0.373595960","-0.0108326539","-0.149780253"," 0.210510260"," 0.237519715","-0.62459821"," 0.40933981","-2.735803079"," 0.49714263"," 0.126900862"," 0.088284080","-0.27646194"," 0.275157545"," 0.192777404"," 0.428124358"," 0.158071496"
"40","-1.14294793","-1.264334682","-1.60800989","-1.492827958","-1.407652794","-1.13941678","-1.012838926","-0.880864407","-1.18360383","-0.874121989","-1.278589431","-0.152293052","-0.5818133813","-0.968118734","-0.89565792","-1.727313e+00","-0.865162110","-1.27020709","-1.367821942","-0.92553330","-1.249932800","-0.0665861671","-1.573079702","-1.8558176245","-1.2296059456","-0.91574238","-0.915549405","-1.660105714","-1.414159946","-0.8744401202","-1.326603742","-0.989964858","-0.99522144","-1.709362343","-1.136922740","-1.328997957","-1.029440627","-1.0509771111","-1.247399545","-1.346924775","-1.372003068","-0.54455195","-0.859587127","-1.408480036","-1.695574508","-1.2060062561","-0.988812517","-1.074394291","-1.78336759","-0.6304050068","-0.748757521","-1.3668715306","-0.369054560","-2.0652789379"," 0.328687983","-0.581005259","-1.113521032"," 0.36620235","-1.594196667","-1.36072551","-1.179432288","-1.21186409","-0.524584299"," 0.16182357","-1.031364688"," 0.38142892","-1.773655277","-0.69653376","-1.380266124","-0.4193006218","-0.567401212","-1.74488002","-1.488434978","-1.001977268","-0.875932183","-0.978892886","-1.254111229","-1.114102992","-1.321641284","-1.286794632","-1.889078136","-1.695607317","-0.887121636","-2.535079193","-1.1748286343","-0.723844842","-0.64532695","-1.482780432","-1.315483776","-1.068173290","-0.789521462","-0.27099252"," 0.09576775","-1.68039444","-0.286971052","-0.830785098","-1.398202378","-1.1507348449"," 0.230557766","-1.784018544","-1.100020393","-1.01950539","-0.86412762","-0.950050151","-1.06019656","-1.615041090","-1.218335355","-1.86008084","-1.324965439","-0.485102604","-0.598658208","-1.251053869"
"41"," 1.29330207"," 1.477360681"," 1.18526280"," 1.525099110"," 1.320181206"," 1.45594568"," 1.572868954","-0.525206293"," 0.97797240"," 1.588147317","-0.606634150"," 1.558241148"," 0.9606876248"," 1.284413618"," 1.88233226"," 1.216840e+00"," 1.710621909"," 1.40345579"," 1.081295544"," 1.59070872"," 1.232276492"," 2.2683574465"," 1.523269644"," 1.9128267225"," 1.4254492598"," 1.55599714"," 1.485834850"," 1.270903402"," 1.255632303"," 1.1192208946"," 1.715543187"," 1.911714800"," 1.11556693"," 0.921959798"," 1.560520392","-0.242742012"," 0.795324048"," 1.7894208848"," 1.371999721"," 1.007605973"," 1.028747600"," 0.93445857"," 1.636449524"," 1.197889554"," 1.202715196"," 0.7180113566"," 1.506201406"," 1.731434947"," 1.13789364"," 1.1410659786"," 1.100197954"," 1.0738488269"," 1.069751167"," 1.4713526080"," 1.596221288"," 1.573661906"," 1.192280235","-0.55905037"," 1.352422898"," 1.15715137"," 1.249680952"," 1.26605160"," 0.562067584"," 1.19931069"," 1.231560844","-0.73908679"," 2.100629379"," 1.57366252"," 1.297750736"," 0.1800379860","-0.221759340"," 2.12194009"," 0.924954825"," 1.495783213"," 1.627180017","-0.548426087"," 1.401207007"," 1.104183342"," 1.290583936"," 1.653293136"," 0.552614655"," 1.176178348"," 1.307613064"," 1.378442199"," 1.1461105888"," 1.679492953"," 1.01042201"," 1.277976718"," 1.187665628"," 2.131172581"," 1.314926964"," 1.64645525","-0.26836205"," 1.23134399"," 1.178585268"," 1.463295370"," 1.743829853"," 1.5845092774"," 0.411306359"," 1.531098454"," 1.837877828"," 1.31038938"," 0.96465570"," 1.266512727"," 1.93984685"," 1.531504911"," 1.328519122"," 1.33816674"," 1.198090664"," 1.019257389"," 1.333852891"," 1.820455378"
"42","-1.19193153","-2.152823639","-1.31506190","-1.442624098","-1.599608089","-1.26415298","-1.166691442","-0.466967185","-1.72180434","-0.953541626","-1.862667586","-0.465360638","-0.7518632353","-1.138013462","-0.63642261","-1.454067e+00","-0.811552999","-1.21167722","-0.455511725","-1.31445048","-1.003478959","-0.5547973572","-1.776071259","-2.2808169239","-1.6938347939","-0.68369936","-0.928209093","-0.572277239","-1.199773464","-0.1994065064","-1.534726890","-1.263295336","-1.37544075","-0.156967904","-1.412190500","-1.352130848","-0.154903427","-1.2070471460","-1.423952288","-1.445748455","-1.648567378"," 0.97841439","-1.142543619","-1.527096810","-1.283151263","-1.2057752722","-1.564282686","-0.247392114","-1.40596211","-1.1308738252","-0.342774660","-0.9030545319","-1.039225650","-1.1149797963"," 0.595260869","-0.031640130","-0.767500819","-1.20031429","-0.916193010","-1.64499602","-1.233066713","-0.10643435","-1.458694660"," 0.73161934","-0.787148787","-1.03230693","-0.261859213","-1.52176396","-0.961862134","-3.0525557711","-2.403341120","-0.29936012","-0.819717264","-1.740465687","-1.249441202","-2.095354257","-1.317436234","-0.754723251","-0.939755504","-0.910092302","-1.686657685","-0.326424987","-1.201986798","-1.328846131","-0.4529786056","-1.579136977","-1.09434539","-1.181403576","-1.530402720","-1.320486361","-0.931134633","-0.78809494","-2.33503510","-1.69035758","-0.579999033","-1.225219641","-1.624402987","-1.6262500785"," 0.652813508","-0.885701535","-1.046635234","-2.09261524","-0.21460956"," 1.109221281","-0.57938644","-0.794931642","-1.830061615","-2.05889110","-0.723078585","-1.435977541","-1.042523085","-0.790761423"
"43","-0.71692900","-0.509731476","-1.46367192","-1.480851266","-1.170192832","-0.59277436","-1.222593304","-0.413467333","-1.22315817","-1.446118233","-1.322059191","-1.107101877","-0.6267745949","-0.849828521","-0.41946353","-1.530966e+00","-1.041444574","-1.20426325","-0.397016671","-0.43855362","-0.683234133"," 0.9394826165","-1.209847158","-1.2412033253","-1.0500497953","-0.69939407","-1.550386875","-1.030739100","-1.694342781"," 0.8320600905","-0.744667827","-1.126943601","-1.43314427","-0.311840340","-1.027468526","-0.823158560"," 0.727098543","-1.0859241257","-1.206154408","-1.121918432","-1.373452125"," 1.75890446","-1.477236326","-1.277234366","-1.334661972","-0.5781121219","-1.107299401"," 0.964234692","-1.62851159","-0.8007932959","-0.226082676","-0.0097173711","-2.446080126","-0.5606091901"," 0.809581274"," 0.875095270","-0.862601048","-1.73570319","-1.745442674","-1.51241291","-1.185195017","-0.71723526","-0.808599824","-0.39202151","-1.236472082","-1.38423210","-1.296784347","-1.16545818","-1.443591085","-1.8468727492","-1.301498127","-0.80459272","-1.549127356","-1.361062009","-1.531800021","-0.323943835","-1.152718995","-1.596312565","-0.471325070","-0.771462290","-0.737126751","-0.865191280","-0.964721574","-0.739733551","-1.5695277392","-1.061942829","-0.92149905"," 0.150222224","-1.268424925","-0.006866010","-0.933131807","-0.84720799"," 0.15677247","-1.33573496","-1.225428972","-1.070445457","-1.171485103","-0.2941154975","-1.378068507","-0.668269775","-0.674606257","-0.52961260","-0.88131572","-0.692470666","-1.04980714","-0.795804579","-1.346302732","-1.22985015","-1.034997305","-0.480580498","-0.781035114","-1.330289212"
"44","-0.57906876"," 0.510625620","-0.89576019"," 0.146201290","-0.080785955"," 0.12939879"," 0.265383650","-0.735533088","-0.28838456","-0.333871545","-1.002298708"," 1.185555420","-0.0385231329"," 0.566473663"," 0.64177408"," 2.764524e-01"," 0.182551746"," 0.02835970","-0.578462455"," 0.65417197"," 0.008844658"," 1.3232538314"," 0.195181558"," 0.0229020803","-0.4249007583"," 0.39772854","-0.499057008","-0.382090759","-0.228376091","-1.4054778467","-0.486846528"," 0.168463049","-0.52652622","-0.746506231"," 0.104155123","-0.026382723","-0.191337009"," 0.3758406299"," 0.084543970","-0.301620715","-0.166425865","-0.40159335"," 0.004151433","-0.121428395","-0.445472996","-0.9369143380"," 0.211912885"," 0.545823711"," 0.23993042"," 0.1084628603"," 0.462526831"," 0.0294552133","-0.473703228","-0.1149293922"," 0.289050604","-0.336535572","-0.045087786","-1.47906413"," 0.008604997","-0.10712820","-0.215552051"," 0.33725367","-0.112556904"," 0.83336482","-0.107589510","-1.83972730","-0.064992076"," 0.34061915"," 0.175732873","-0.7275110976","-0.804155798","-0.63063101","-0.561491521"," 0.258561056"," 0.006379256","-1.092707765","-0.045419799"," 0.159259321","-0.026020001","-0.752608831","-1.096103110"," 0.584226347"," 0.093760057","-0.062324269"," 0.1630074741"," 0.455708370","-0.08984043","-1.306374344","-0.189303569"," 0.055666205"," 0.756447858"," 0.47860029"," 1.13759659","-0.05116842"," 0.663256596"," 0.344400560","-0.150607051"," 0.5971334467"," 0.647529334","-0.169766501"," 0.126089651"," 0.20122246"," 0.35351866"," 0.434863217"," 0.29950733","-0.145839616","-0.089977780","-0.28003014"," 0.212571963"," 0.532972541"," 0.007827449"," 0.431162216"
"45"," 0.02096237"," 0.512455445","-0.30952756","-0.016296508"," 0.149953471","-0.17310914"," 0.114038005","-0.248292318","-0.61856513"," 0.005280404","-1.011841762"," 0.484026498","-0.1037420142","-0.128964281","-0.22554897","-2.596255e-01","-0.053624079","-0.09652129"," 0.350838695"," 0.07192692","-0.297147094"," 1.1165624783","-0.009662142","-0.7342663276"," 0.2296295413"," 0.51113272","-0.111068989","-0.151744489","-0.345451990","-0.0855723110","-0.026684072","-0.070953289"," 0.48627492","-0.641913469","-0.018409666"," 0.022475693","-0.070707619"," 0.0370479342","-0.197921282"," 0.067019847","-0.200540641","-0.04859818","-0.231812116"," 0.010066191","-0.218324098","-0.2968065136","-0.010165850"," 0.684953384","-0.20439559","-0.2619870817"," 0.262000513"," 0.3324698549"," 0.695928753","-0.3956295550"," 0.559769372","-0.193803121"," 0.547333465","-0.99860592","-0.190721773","-0.53517904","-0.739238206","-0.02626243","-0.341660116","-0.56427864"," 0.406338918","-0.73908018"," 0.290038089"," 0.01435832"," 0.137278151","-0.1542411018","-0.146571382","-0.43657790"," 0.013018265","-0.008633353","-0.291448869","-0.358452224"," 0.095149029","-0.609714720","-0.208358788","-0.287726931","-0.280234077","-0.086008980","-0.388419175"," 0.023596657","-0.6080398008"," 0.197030333","-0.34948591","-1.095051123","-0.305776561"," 0.489445893","-0.174301891","-0.75411791","-0.30066769","-0.29493516"," 0.057192946","-0.315372105","-0.314978204","-0.2861654031"," 1.441407717","-0.533103610"," 0.765360132"," 0.23974119","-0.60992779"," 0.356682238","-0.58413913","-0.502167741","-0.348452160","-0.53875155"," 0.343527339","-0.117602156","-1.234098141","-1.585557327"
"46","-0.94469068","-0.710675506"," 0.11341189","-1.728056204","-0.840488981","-1.13522653","-1.073278101"," 0.290185678","-0.87674354","-0.577493752","-1.649539253","-0.150267238"," 0.0394190986","-1.227306602"," 0.35737414","-1.289096e+00","-0.605405407","-0.98476657","-2.218156989","-0.93338624","-1.548362936","-0.1375869418","-0.793756226","-1.2235376714","-1.0798233438","-1.99752394","-0.394748458","-0.851209127","-1.165090006","-0.7445702334","-1.462588053","-1.159181504","-1.02058463"," 0.065575396","-0.993137505","-0.104576891","-0.023925903","-1.0287320275","-1.060991821","-0.027639416","-1.362466648","-0.51986461","-0.050877084","-1.259914549","-1.745786689","-1.8345942135","-1.035712443","-0.598526257","-1.33180028","-0.1459683087","-0.597244496","-1.8351738159","-0.867713940","-0.8378566544","-0.669531641","-1.334218030","-1.489380915","-0.51844007","-1.892070715","-1.02608346","-0.363906188","-1.24000695","-1.231329990","-0.93390164","-0.729048937","-0.66297843"," 0.017778471","-1.23390254","-1.079034275","-1.6488937008","-0.475086108","-1.02470613","-1.277577566","-0.716085560","-0.002566922"," 0.674651034","-0.837872665","-1.490251392","-1.604614039","-0.742852312","-0.589281426","-1.142000348","-0.680740060","-1.579897035","-0.8282047279","-1.088042477","-0.19354401","-1.139008355","-1.367857029","-1.137040251","-1.216013348","-0.49024119","-0.20494110","-1.20956964","-1.428045579","-1.118196849","-0.473848459","-0.9475780253"," 0.139014602","-1.336678490","-0.673314272","-1.16186799","-1.00864068","-2.208703223","-1.58135857","-1.376134170","-1.109244359","-1.33514202","-1.389454308","-1.089738322","-0.274147764","-1.446133681"
"47","-1.17341374","-2.251865471","-0.76771615","-1.750640483","-2.048619728","-1.25302497","-1.465978149"," 0.002457319","-2.53958609","-1.094840267","-1.591225788","-0.874854602","-0.2788473514","-1.534452109"," 0.18086541","-1.881415e+00","-1.330724456","-1.43505529","-0.447730013","-1.97316252","-1.335264153","-0.1687143992","-0.773051424","-0.9537174993","-2.4162736834","-0.25416085","-1.198764557","-1.490637810","-1.757513069"," 0.3024800700"," 1.104245213","-1.204463174","-2.01370577"," 0.329825336","-1.589575516","-1.930747754","-0.240894807","-1.3333624888","-1.880035293","-1.164265781","-1.693869229","-0.99038585","-0.974207505","-1.706858198","-1.791400897","-0.1721517736","-1.576252227","-0.045753475","-2.00019522","-0.3791388891"," 2.230592206","-0.5078073339","-1.413141564","-2.0247731739","-0.327134348"," 1.445639880","-3.304960241","-1.61277156","-2.057630055","-1.98499393","-1.246352376","-0.96358731","-1.127616882"," 1.92683373"," 0.003708869","-2.31800915","-0.658721566","-1.15730520","-2.841158815","-0.4445524556","-0.901418300","-0.88201141","-2.241052074","-0.929940868","-1.155981497","-0.342689945","-0.834596302","-1.347769165","-1.270296051","-0.089826820","-1.946462951","-0.429746085","-1.631996148","-0.668588803"," 0.0692076612","-1.037309973","-0.17268030"," 0.017539237","-1.617888718","-0.881734526","-1.644544064"," 0.16911936","-1.98956865","-1.75886838","-0.879400754","-1.069286164","-1.534515398","-1.3325605134","-0.353486800","-1.335827967","-1.309552872","-2.34704773","-2.27355748"," 1.680394532","-1.28200239","-1.183406794","-1.682503257","-1.03131828","-3.049908740","-1.521377002","-0.522310554","-1.490961830"
"48","-1.05996686","-1.752498553","-0.57932743","-1.509342533","-1.143276566","-0.95740270","-1.185532202"," 0.219600406","-0.75171613","-0.537234648","-1.406127006","-0.229315038","-0.2505307715","-1.675725617"," 0.10151317","-7.982937e-01","-0.453727814","-1.19862205","-1.392821774","-0.50123020","-0.856201654"," 0.0043915411","-0.609036510","-1.1634206944","-0.8014977636","-0.82590193","-0.772071951"," 0.087671922","-0.974273869","-1.2469329236","-1.541278421","-1.448753854","-1.48007758"," 0.647772619","-0.811422315","-0.931455297","-0.322584161","-0.9271457235","-1.043638075","-1.010337994","-1.276990937","-0.56481077","-0.513576664","-1.203558628","-1.206277722","-1.1758669949","-1.233400537","-1.083538448","-0.88986863","-0.1150009653","-1.098828671","-1.8834119736","-1.575242205","-0.6577563132","-0.252321159","-0.988645331","-0.754488354","-0.63435682","-1.342547437","-0.77885756","-0.782548380","-0.95308894","-1.218990769","-0.71337493","-0.988484601","-0.40710684","-0.377347562","-1.22390294","-1.035415963","-0.1769581133","-0.481873078","-1.12079080","-0.959829978","-1.184517758","-0.547724660"," 0.704256792","-1.213926884","-1.371193669","-0.943691862","-0.869733030","-0.448326549","-1.172673046","-0.752400190","-0.687708135","-0.2574309050","-1.364968765"," 0.13244854","-1.734875686","-1.354080692","-1.211814697","-0.782099355","-0.87843780","-0.22014690","-0.74017130","-1.478429824","-1.020305152","-1.191664620","-0.8156328486","-0.329204469","-1.864535899","-0.866289551","-1.53903423","-0.97633646"," 0.135180590","-0.89313372","-1.718020254","-0.950103240","-1.08005910","-1.252092290","-1.382629807","-0.924509864","-0.762968631"
"49"," 0.59223046","-0.672017277"," 0.52959155"," 0.365785135"," 0.326432836"," 0.45960676"," 0.397745295","-0.967681098","-0.78790476","-0.315663584","-0.788088736"," 1.426633666"," 0.1884225707"," 0.092184492"," 0.72468555"," 4.092932e-02"," 0.464664172"," 0.55818325"," 1.383053769"," 0.36291279","-0.243096369"," 1.5648364221","-0.527355509","-0.0517901940","-0.5664031027"," 0.11005031","-0.580405942"," 0.931546501"," 0.130423808"," 2.0974868346"," 0.044426719"," 0.667359672","-0.13517600"," 1.069071945"," 0.533156792","-1.951413418"," 0.377316303"," 0.5393232820"," 0.303849188"," 0.634628287"," 0.317715611"," 0.34973432"," 1.004729370"," 0.296015928"," 0.344143292"," 0.6455060056"," 0.529814048"," 1.009822280"," 0.12988226"," 1.4511252692"," 0.781402841"," 0.5515676713"," 0.821514671"," 1.0013192465"," 0.700326866"," 0.799452805"," 0.100666718","-1.02716211","-0.407493634"," 0.61483418"," 0.604310066"," 1.07785292","-1.479736221"," 3.20880597","-0.232935899","-0.93768123","-0.022834841"," 0.74754393","-0.287617721","-1.5765405233","-1.357513920"," 0.27364036","-0.632104678","-0.236867033"," 0.978509661","-1.593189447"," 0.143756715","-0.325693687","-0.325892621"," 0.397265883"," 0.441035405"," 0.082959498"," 0.189083961"," 0.369467826"," 0.0277055394"," 0.778279461"," 1.78276874"," 1.212892922","-0.120152413"," 0.585739310"," 0.240062750","-0.09659250","-0.90189714"," 0.54083163"," 1.031646706"," 0.904131161","-0.169174714"," 0.1527456097","-0.233088037"," 0.106413552"," 0.491659352","-0.72259586","-0.79928012"," 1.956304537"," 0.20947048","-0.026116700"," 0.540010170","-0.17062073","-0.118695357"," 1.067842715"," 0.162643162"," 0.237798872"
"50"," 0.52696932","-0.111045662","-0.70087171"," 0.178421973"," 0.206388452"," 0.39920341"," 0.411859550","-0.834080743","-0.10192487","-1.416992751","-1.181355109"," 0.424591558"," 0.0003654369"," 0.514591385"," 0.34584364"," 1.627211e-01"," 0.473393134"," 0.09649481","-0.717624629"," 0.66802530"," 0.095024926"," 1.6883979022","-0.430464399"," 0.4436650148"," 0.3189130022"," 0.41013628","-1.294001301","-0.029246759"," 0.213816987"," 0.0378840927"," 0.012910100","-0.056482874"," 0.21676814"," 0.212321688"," 0.296896141","-1.008127440","-0.298171639","-0.0662800055","-0.004751854"," 0.500219856","-0.130051919"," 0.18275411"," 0.391447287"," 0.118757072"," 0.274003762"," 0.6905258890"," 0.345200460"," 1.734963875"," 0.20423013"," 0.2733870861"," 0.807434427","-0.5285882454"," 0.108340423"," 0.6193600104"," 1.100842607"," 0.448073143"," 0.691534250","-0.62604846","-0.417441523"," 0.32474586"," 0.203606567"," 0.51354451"," 0.286352296"," 0.36250772"," 0.781526140","-0.66465394"," 0.322108373"," 0.46685974"," 0.710419692","-0.5925768188","-0.839843963"," 0.32849659","-0.061755586","-0.599020667"," 0.427850318","-1.661708016"," 0.155861570","-0.177616840"," 0.210529792"," 0.426833976","-0.830436919"," 0.111924241"," 0.480475887","-0.421353092","-0.1199033870"," 0.745619102","-0.14217529","-0.239359273","-0.162220821"," 0.736285876"," 0.666886278","-0.78457334","-1.73345664"," 0.33762115"," 0.767797835"," 0.264557928"," 0.059069715"," 0.3752200707"," 0.248968972"," 0.018028422"," 0.254742956","-0.09687432","-0.07431999"," 0.002011403"," 0.10115764"," 0.130720509"," 0.373671446"," 0.31090460"," 0.479250058","-0.080844356"," 0.715822249"," 0.240726330"
"51"," 0.38124921"," 0.341423979","-0.24688836","-0.756937918"," 0.733441382","-0.36314021","-0.034675362","-1.258575985"," 0.04082440","-0.168211867","-1.140169810"," 1.268990985","-0.0312492564","-0.144627001"," 0.91712554","-2.638092e-01","-0.044549604","-0.12867068","-0.678099758"," 0.63753402","-0.283052083"," 1.0584181462","-0.207645427"," 0.0064977928"," 0.4070697571"," 0.56966724","-0.287278985"," 0.504289154","-0.005485373"," 0.4076858250"," 1.101493753","-0.011656755","-0.41550715","-0.192413882","-0.262810292"," 0.057958867"," 0.070645653","-0.1642095965","-0.259418389","-0.355499645","-0.445173790"," 0.85123904","-0.343024882","-0.312651638","-0.253740612","-0.1240678033"," 0.448548701"," 0.765503631","-0.23652853"," 0.4049971459"," 0.505117689","-0.3242630904","-0.028098461","-0.5316019705","-0.033438312","-0.086745444"," 0.618173683","-0.19796874","-0.916807156","-0.09100859","-0.484616787"," 0.43908339"," 0.371283541"," 0.79520769"," 0.225605213"," 0.16034827"," 0.466444817"," 0.05362373"," 0.175552575","-0.4025386404","-0.557858787"," 0.70429193","-0.252167690","-0.314992424","-0.343543118","-1.318571521"," 0.132436353","-0.740307952","-0.446921733"," 0.591119704","-0.750122165","-0.425963123"," 0.849235338"," 0.298717771"," 0.1016443209"," 0.166769025"," 0.72416600","-0.427071634","-0.589724949"," 0.100285868"," 0.639619764"," 0.15616618","-0.29897076"," 0.01780507","-0.015974158"," 0.038459956","-0.151167281","-0.4569606269"," 0.772602832","-0.761548226"," 0.281046950"," 0.35293656","-0.79077596"," 1.019086958"," 0.17583510","-0.534981624","-0.149505403"," 0.10845637"," 0.448604961"," 0.370905171"," 0.453790252","-0.039926993"
