"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"107","-0.22205325","-0.513851354","-0.06640708","-0.519880438"," 0.040149146","-0.48280580","-0.629537716"," 0.249104012","-0.61044454"," 0.258211554"," 0.525398739","-0.321181288","-0.6686380957","-0.013972262","-1.09134127","-3.845843e-01","-0.086211664","-0.43191666","-0.021638821","-0.26376356","-0.522991066","-1.3253251129","-0.057266757","-0.1159720040","-0.6029098465"," 0.05617565"," 0.268019026","-0.378315283","-0.634555887","-0.4044379813"," 0.132844979","-0.343116345"," 0.63169977","-0.759308750","-0.493958253"," 0.314132848","-0.422932614","-0.7092538899","-0.478767635","-0.434285120","-0.533844031"," 0.07841794","-0.330674657","-0.394418597","-0.441547855","-0.5129761146","-0.165598845","-0.953020053","-0.40820084","-0.3328745119","-0.027352523","-0.1142287081","-0.419461214","-1.1854351237","-2.019895398","-0.944325580","-0.529879136"," 0.49009770","-0.529675376","-0.39005380","-0.419748390","-0.85417160","-0.796420334","-0.19108341","-0.853005210","-0.07047233","-0.385394055","-0.25905161","-0.138695394"," 0.3018549330"," 0.491617588"," 0.43907101","-0.137901825","-0.313749092","-0.489858892"," 0.303287468","-0.101761365","-0.207748253","-0.437120584"," 0.284500157","-1.570623457","-1.007401347","-0.209590282","-0.831236985","-0.2545435394","-0.062451977","-0.29384342"," 0.889756664"," 0.183148705","-0.422136971","-0.487534934","-0.02999976"," 0.09935557","-0.30932873","-0.263636809","-0.358387189","-0.206952881","-1.1777492053","-0.317644781","-0.463559265","-0.201821231","-0.75789554","-0.72394717","-0.561651873"," 0.03679653","-0.371861381","-0.422317664","-0.16581562","-0.418741630","-0.769726323"," 0.328345789","-0.166819751"
"108"," 0.84783652"," 1.216649866","-0.43709506"," 1.079652422"," 0.501449801"," 0.61893138"," 0.663193122"," 0.762350314"," 0.89530180"," 0.129480625"," 0.918268041"," 0.876443537"," 0.1730951177"," 1.263128597","-1.01616760"," 1.078170e+00"," 0.768503110"," 0.70430238"," 1.567471616"," 0.53596148"," 0.945225365","-0.1353727059"," 0.653752201"," 1.5496490185"," 0.8728640753"," 0.56887734"," 0.461629489"," 0.812593060"," 0.704418744"," 0.7393616495"," 1.594225657"," 0.962225079"," 1.45775420","-0.111541195"," 0.813843868"," 1.989851202","-0.516303940"," 0.9672419333"," 0.683650953"," 0.908744640"," 0.768223527"," 0.51658562"," 0.751361345"," 0.869056268"," 1.259868229","-0.7152311908"," 0.864904625"," 0.154321888"," 1.00534338"," 0.5073518250"," 0.746333025"," 0.8967715071"," 0.355008185"," 0.2297598713"," 1.773522460"," 1.360320136"," 0.833285435"," 1.29867283"," 1.289306045"," 0.46627752"," 0.666856567"," 0.35683935"," 0.586925848"," 0.27400151"," 0.233630505"," 1.04621489"," 0.612527646"," 0.85385564"," 0.748602227"," 0.4353373154"," 0.786772487"," 0.69955957"," 1.228627891"," 0.862048464"," 0.650505180"," 0.841137123"," 0.442201893"," 1.354853202"," 1.022836795"," 0.954109045","-0.064548126"," 0.286797925"," 1.150400033"," 1.313454589"," 0.2500202479"," 0.800093980"," 0.36968780"," 0.553446656"," 1.561424928"," 0.948774065"," 0.631340231"," 1.84000077","-0.75644694"," 1.18022655"," 0.917174149"," 0.470883961"," 0.633513740"," 0.9197797376"," 0.817953136"," 1.388448445"," 0.633738916"," 1.32096360"," 1.58110842","-1.386114213"," 1.26256642"," 1.425412076"," 0.536133863"," 1.24914024"," 1.129602505"," 0.726266982"," 0.863878082"," 0.934681315"
"109"," 2.11322135"," 2.096465197"," 0.84990544"," 2.427615671"," 2.164104992"," 2.10358697"," 2.198377469"," 0.898908607"," 0.99613904"," 1.600736622"," 2.860088627"," 1.202210173"," 1.6563297155"," 1.813832270"," 1.63578898"," 1.770270e+00"," 1.898742035"," 2.35292018"," 1.429284637"," 1.57477051"," 1.786454901"," 0.7750915443"," 1.704041699"," 1.6314913900"," 1.5880663134"," 0.58383539"," 1.527817637"," 0.452425095"," 1.516767031","-0.5598049505"," 0.576044447"," 2.320429941"," 3.25852337"," 0.138542431"," 2.257549416"," 1.249772909"," 0.212768739"," 2.1211451505"," 2.044323281"," 2.922576379"," 2.243450374"," 1.12677726"," 2.678351469"," 2.438580786"," 2.006256404"," 0.9788416070"," 2.189890957"," 0.347497745"," 1.84469157"," 1.9881319635"," 2.351814488"," 1.0487078990"," 1.610490114"," 2.2155674053"," 0.734881446"," 0.259030773"," 0.594093595"," 2.14256910"," 1.357589811"," 1.78049242"," 2.508495531"," 1.85227753"," 2.152787945","-0.15795520"," 2.001553085"," 1.94238385"," 1.199611459"," 2.25449115"," 1.712619762"," 1.1750579412"," 1.364593141"," 1.83239944"," 1.206181056"," 1.839416983"," 2.526143964"," 1.332757588"," 2.225549941"," 2.283801079"," 1.901864525"," 1.923803780"," 0.221299037"," 1.488067254"," 1.648857735"," 0.603458932"," 0.7677088699"," 2.256637019"," 1.63539509"," 0.808925314"," 2.705942176"," 1.276382703"," 2.559543741"," 1.23428429"," 2.21162519"," 1.54939715"," 2.292666587"," 2.359859224"," 2.851274242"," 2.1204965714"," 1.566658974"," 1.134484970"," 1.945734542"," 2.07090201"," 1.62276850"," 0.412252361"," 1.38840243"," 1.068671826"," 1.859980245"," 1.48040958"," 0.938877867"," 1.593861821"," 0.694928702"," 1.109412895"
"110","-0.75053597","-1.093026770","-0.76965649","-1.299816544","-0.831752291","-1.31977547","-1.174235116","-0.719240830","-0.84434200","-1.057408021"," 0.542172293","-1.324127142"," 3.2654755021","-1.107249803","-1.30081901","-1.469188e+00","-1.502135106","-1.30073817","-0.134112097","-1.46138869","-1.796477698","-1.4197428524","-1.193748925","-1.4829740820","-0.8527129369","-1.68003874","-1.085682846","-1.130009617","-1.148683376","-1.5696575891","-0.111361844","-1.205967984"," 0.46987063","-0.746083184","-1.287457389","-2.253474017","-0.995380321","-1.2377148731","-1.304259837","-1.165908440","-1.359087350","-0.31574704","-0.906411160","-1.135064061","-0.962862471","-1.2356802905","-0.698263164","-1.405809779","-1.48815077","-0.4608236146","-0.601681742","-0.5370791686","-1.588209470","-1.5247489927","-0.892134184","-0.622016745","-1.631779733"," 0.57030893","-1.694204387","-1.35686285","-0.945874689","-0.25874299","-0.992161162","-0.97213262","-0.647581198"," 0.37062422","-0.718476243","-0.71428519","-1.922495277","-1.1867400968","-0.757691637","-1.01169614","-1.489095003","-1.007485976","-1.035124277","-0.627575946","-1.434536531","-1.607787466","-1.680147468","-0.762738763","-0.995276204","-1.203984368","-0.919595129","-1.270461045","-0.7271295076","-0.833765833","-0.72535623"," 0.682888930","-0.628788316","-0.621013375","-1.103353399","-1.02662092"," 0.98956645","-1.17209978","-0.306267825","-1.312306301","-0.563481259","-1.8517274788","-1.220266257","-0.964068914","-1.093883290","-1.32332117","-1.67734558","-0.549372977","-1.45155719","-1.126867161","-1.537807251","-1.58734008","-1.718379057","-0.867683359","-0.371593875","-1.598204073"
"111"," 0.21677496","-0.244799068"," 0.08776063"," 0.693622037"," 0.542367233"," 0.44423971"," 0.321635746"," 1.041529545"," 0.27106195","-0.047484278"," 0.863401950","-0.532807272","-0.0410980822","-0.154579083","-0.67998444"," 4.840720e-01","-0.533727348"," 0.47840455"," 0.175077452"," 0.36355630"," 0.255133735","-0.4598623935"," 0.611683006","-0.4753316560"," 0.4195598216","-0.43185560","-0.141102168","-0.024576649"," 0.672093031","-0.3103842571","-0.518478838"," 0.470744528"," 0.07363799"," 0.542637746"," 0.391754153"," 0.352961646","-0.728295554"," 0.6052615258"," 0.527117050"," 0.652149557"," 0.436678031"," 0.46777122"," 0.326663467"," 0.539421438"," 0.679660737","-0.2815859564"," 0.294255033"," 0.417413865"," 0.47048492"," 0.3649928019"," 0.655455803"," 0.2286475238"," 0.152545392","-0.3958138382"," 0.398827295"," 0.149523715"," 0.372961627"," 0.95930600"," 0.743639598"," 0.57605430"," 0.050434740","-0.18521894","-0.258377225","-0.29428668"," 2.895999677"," 0.91931860","-0.891922729"," 0.23156608"," 0.610572158"," 0.1089473848"," 0.312376948"," 0.79511021"," 0.512720332","-0.434760006"," 0.268178817"," 1.122668990"," 0.813823239"," 0.535060048"," 0.318184001"," 0.159019783"," 0.604672873","-0.014524403"," 0.464386627","-0.488910514"," 0.6708879605"," 0.441897904"," 0.02157871","-0.213272722"," 0.807887093"," 0.155456506"," 0.582503766"," 0.40279893"," 0.42753907"," 0.09248988","-0.238072764"," 0.556787267"," 1.798548259"," 0.3816224248","-0.178801123","-0.044999189","-0.497818526","-0.49157267"," 0.43078475","-0.733725766"," 0.73837558"," 0.049043430"," 0.749172315","-0.81217891"," 0.659205373","-0.302361048"," 0.010593914"," 0.729318532"
"112"," 2.45017860"," 2.272209279"," 1.86305769"," 1.868012403"," 2.159170032"," 2.09568283"," 1.983723856"," 0.031669553"," 1.47132283"," 2.116241744"," 0.358475231"," 1.874285269"," 1.0805908700"," 2.030821487"," 1.34719112"," 2.035046e+00"," 1.560971798"," 2.00626049"," 2.027135604"," 2.54341591"," 1.255579329"," 1.8419738923"," 2.165454520"," 2.2017162088"," 1.4696343356"," 1.64254642"," 2.032310439"," 2.052559900"," 2.042221375"," 1.5791471817"," 0.786313068"," 2.637467517"," 1.25238826"," 1.546921009"," 2.225180174"," 0.081363388"," 0.777582169"," 2.0366593187"," 1.851473956"," 1.745103051"," 2.028335162"," 1.21780270"," 1.763495780"," 2.361928260"," 1.847483711","-0.5790655178"," 2.103593986"," 1.372367353"," 2.08171230"," 2.0399400347"," 1.770883536"," 2.0948049183"," 1.739833840"," 1.7332045500"," 1.320236492"," 1.444910014"," 1.198990287"," 1.88086464"," 1.254851442"," 1.75408621"," 3.301557685"," 1.52993470"," 2.335666554"," 2.41778385"," 1.696301697"," 1.97010836"," 2.041117444"," 2.03596297"," 1.395427418"," 1.8725462691"," 2.150725830"," 1.83070626"," 1.270275980"," 1.729618878"," 1.773019657","-0.178407849"," 1.946854053"," 1.454795989"," 1.298829751"," 1.858634761"," 1.172283436"," 1.314073472"," 2.283464375"," 1.253111463"," 1.6861416768"," 1.987816319"," 1.80362905"," 2.431132880"," 2.657525521"," 1.643165637"," 1.634138107","-0.50854867","-1.35037214"," 1.43076095"," 1.706215441"," 2.315871544"," 2.598172313"," 1.2927281407","-1.550033434"," 1.898641250"," 2.104393932"," 2.24339119"," 0.69761622"," 2.072771871"," 1.68455150"," 1.809238404"," 1.768941130"," 1.78657998"," 1.138549336"," 2.529750970"," 1.714893250"," 1.471637108"
"113","-0.45461002","-0.686580201"," 0.82470138","-1.130678504","-0.959290065","-1.10237260","-1.268243498","-1.323516490","-1.42954384","-0.555826233","-0.580825561","-1.236675775","-0.9117754993","-0.359670496"," 0.30814323","-7.967236e-01","-1.085866001","-1.02660351","-0.011352293","-1.84753743","-0.648531522","-0.5883673243","-1.224271348","-1.3731833266","-1.4442877466","-0.78987829","-0.599172090","-0.716590037","-0.503455203","-0.6825004405","-0.126926577","-1.266607175"," 0.92591401","-1.153071022","-0.970104968","-0.749927638","-1.007288692","-1.0433368052","-1.094071677","-0.566081447","-1.105125327","-0.62696904","-0.920595342","-0.904008607","-0.579048605","-1.0158256623","-0.733189318","-0.478565540","-0.84213155","-0.8526367918","-0.627503062"," 0.0018163601","-0.073533484","-0.4141583115"," 0.048274891"," 0.756917611","-0.849695600","-1.89244975","-0.443827632","-0.97695844","-1.266380635","-0.81783569","-0.613818285","-1.21620111","-0.736653241","-2.34585213","-0.911503062","-0.46094843","-1.024033691","-1.0196576157","-0.638463159","-0.81634547","-0.938948591","-0.728577776","-0.936798330","-1.048070697","-0.789345996","-0.341934990","-0.622890467","-0.077452648","-0.660652722"," 0.298381341","-1.092023696","-1.085257448","-1.1446464410","-0.643089326","-1.19676554"," 0.497876631","-0.202631231","-0.484970759","-0.408869199","-0.18218457","-1.46549295","-0.70551809"," 0.282957923","-1.112354759","-1.320785845","-0.6475249702"," 1.159814761","-0.966641506","-1.540237198","-1.35690908","-1.04571210"," 0.285787242","-1.16160476","-0.817578920","-0.938631734","-0.69981507","-1.003274963","-0.221738663","-0.771937515","-1.423756598"
"115"," 0.38454788"," 0.977386637"," 1.10781323"," 0.512101646"," 0.780610126"," 0.68976773"," 0.848599210"," 0.697204334"," 0.40554323"," 1.243335453","-0.111156948"," 0.279802464"," 0.7779430585"," 0.301106081","-0.35339811"," 7.837584e-01"," 0.337885427"," 0.70178326"," 1.069389703"," 0.20213311"," 0.796647481"," 0.2398797451"," 0.628395313"," 0.9268091306"," 0.9573442367"," 0.03537839"," 1.326482864"," 0.282742661"," 0.360946442","-0.7906434939","-0.664017886"," 0.551361572","-0.03974549"," 0.979592568"," 0.765201507"," 0.364937866"," 0.906943058"," 0.8048041235"," 0.948092489"," 0.737510977"," 0.861769330"," 0.50179255"," 0.396356603"," 1.149517664"," 1.068460970"," 0.3303874011"," 0.688207716","-0.188096449"," 0.74909401"," 0.1408761721"," 1.197052049"," 1.9212639012"," 0.577121473"," 0.4889583875"," 0.710065853","-0.171429543"," 0.201017336"," 1.42772754"," 0.633376191"," 0.02290840"," 0.722909258"," 0.31776839"," 0.646703022"," 2.29860341"," 0.643181107"," 1.35430156"," 0.671345163"," 0.63786992"," 0.276231568"," 1.0645403861"," 0.586648627"," 0.18678590"," 0.154945706"," 1.053160882"," 0.632358262"," 1.284094448"," 0.944113564"," 0.406007373"," 0.720852277"," 0.751131621"," 1.686234223"," 0.199211793"," 0.743298126"," 0.143855033"," 0.5748656330"," 0.774420547"," 0.10032154","-0.093638114"," 0.668024659"," 0.414625103"," 0.253813264"," 0.41349605"," 0.32201847"," 0.41859144"," 0.405276732"," 0.514961962"," 0.140371335"," 0.9226644292"," 0.296956068"," 0.095396963"," 0.820835267"," 1.02437762"," 0.46156121","-0.586630753"," 0.31769797"," 0.054232220"," 0.320409691"," 0.93249794","-0.002446599"," 0.422805245"," 0.287296528"," 0.439279387"
"116"," 0.16707100"," 1.026736276","-0.18114615"," 0.485927919"," 0.483249733"," 0.85954823"," 0.783438271","-0.514010648"," 0.39701582","-0.108066247","-0.173010912"," 0.909422976","-0.0318144530"," 0.902493147"," 0.16255384"," 7.445579e-01"," 0.887473330"," 0.81390400"," 0.242566033"," 0.73933530"," 0.631080697"," 0.8890999163"," 0.670972071"," 1.0189909877"," 0.5287627392"," 0.39800838"," 0.004912782"," 0.275756665"," 0.135206672","-0.1162027345","-0.493143412"," 0.618655999"," 0.19679170"," 0.386369853"," 0.658574917"," 0.119536507","-0.437452005"," 1.0427196876"," 0.993650585"," 0.937705453"," 0.933891560"," 0.49637473"," 0.254250424"," 1.134970363"," 0.449033343","-0.5239129251"," 0.375177124"," 0.118437994"," 0.74873875","-0.3221247448"," 0.666311954"," 0.1794552065"," 0.378219087"," 0.3726917199","-1.316344916","-0.905920357"," 0.745771416","-0.29975129"," 0.767554000"," 0.50491071"," 0.520596219"," 0.47399228"," 1.106123378","-0.58449991"," 0.539183991"," 0.47931105"," 0.221561450"," 0.46817996"," 0.626405781"," 0.6709497289"," 0.214518081"," 0.45007433"," 0.671516981","-0.031686958"," 0.364544806","-0.634392240"," 0.697430227"," 0.818618612"," 0.529037562","-0.035138650","-0.140982191"," 0.410715739"," 0.776117154","-0.245883203"," 0.6734911047"," 0.664325958","-0.37721022","-0.766814139"," 0.781866023"," 0.614943135"," 0.468206087"," 0.54894061","-0.53689814"," 0.29236717"," 0.021119233"," 0.254287061"," 1.831087010"," 0.8482256589"," 1.139945508"," 0.784957542"," 0.421793672"," 0.96745998"," 1.09433810"," 0.057840824"," 0.85052634"," 0.762529401"," 0.541420159"," 0.13636739"," 0.837551218"," 0.881946067"," 0.566707538"," 1.089722052"
"118","-0.52911318"," 0.298881332"," 0.64868922","-0.437378288","-0.182583967","-0.05286536"," 0.467929478","-0.032535050","-0.37995827","-0.579323347","-0.613853713"," 0.014677344","-0.5564202443","-0.077340591","-1.44287280","-3.320751e-01","-0.257415151"," 0.25275486"," 0.850907083","-0.09463858","-0.196096100"," 0.3983744940","-0.689655263"," 0.9528141001","-0.4287877427","-1.38742395","-0.714404483","-0.345777081","-0.532099954","-0.4179915904","-0.563606916","-0.031861073","-0.65519420"," 0.377255249"," 0.024882735"," 0.120235828","-1.142979363","-0.1130910324"," 0.862924746","-0.041394277"," 0.239724332","-0.02187505"," 0.262940869"," 0.216611442","-0.493500669","-0.9441946887"," 0.339105775","-0.540826438","-0.21947589","-0.3842256405"," 0.039495149"," 1.3830241393","-0.837798678"," 0.0654956904","-0.739825190","-0.898539095","-0.143417621"," 0.08187392"," 0.217523623","-0.79006959"," 0.429310928","-0.18124147","-0.398162699","-1.09033200","-0.186345233"," 0.18146636","-0.161495893"," 0.62253235"," 0.034766863","-0.1588952991","-0.132585136","-0.70053768","-0.258200365","-0.081446681"," 0.457420433"," 0.194361018","-0.569782736","-0.192330116","-0.132374690","-0.754130039"," 0.145310508","-0.236860101","-0.275414469","-0.542734499"," 0.0115092876"," 0.390795178","-0.95064550"," 0.836198500","-0.169440922","-0.073591318","-0.221695205","-0.16530854"," 0.38386194","-0.52366335"," 0.240835653"," 0.008075203","-0.233230051","-0.1227217825","-0.988465223"," 0.219338603","-0.319142851"," 0.15032473","-0.83277809","-1.400239804"," 0.10165036"," 0.031527332","-0.976880031"," 0.93098637"," 0.194808375","-0.408007826","-0.344772788","-0.191525059"
"119","-1.03660436","-1.120031025","-1.27638257","-0.745530764","-0.677035002","-0.81847154","-1.044615063"," 0.916813490","-1.10835672","-0.875769325","-1.205553409","-0.192891296"," 0.0228524657","-0.910366317","-0.39371385","-8.947247e-01","-0.791755145","-0.87155379","-0.664060262","-0.92061390","-0.890328401","-0.2014897688","-0.646844909","-0.4602921787","-1.0452732271","-1.28079883","-0.889337819","-1.346488912","-1.043201887","-0.0029899910","-0.331407961","-0.843838033","-1.13024040","-1.159695926","-0.856872262"," 0.202373467","-0.733775313","-0.9315061294","-0.968911540","-0.921852792","-1.314103188","-0.28444826","-0.641193979","-1.192000351","-0.989475058","-1.4272456325","-0.860143202"," 0.262564829","-0.81739423","-0.4963258008","-0.307105734","-0.9409750476","-0.972227484","-1.2617485071","-1.021372597","-1.202787170"," 0.088810309","-0.70252191","-0.432687229","-0.60183288","-0.845675202","-1.06848389","-0.770999692","-1.66288870"," 0.065089847","-0.37128750","-1.201548901","-0.97768206","-0.165400508","-0.2742662035","-0.515342073","-0.60233884","-0.529386790","-1.303216935","-0.618261725"," 0.222137610","-0.210368631","-0.738303379","-0.922157165","-1.547204453","-1.435116924"," 0.002126020","-0.739584372","-0.450564365","-0.8790075796","-0.899461861","-0.45403031","-1.190936026","-1.170190540","-0.623859020","-0.930709989","-0.16927316","-0.10566689","-1.06423308","-0.335835895","-0.360532871","-0.838980026","-0.7055311819"," 0.347235939","-0.867574317","-0.669821316","-0.94789366","-0.97463648"," 0.210497491","-0.38442636","-0.882717140","-0.587262636","-0.39481540"," 0.185822529","-0.542755642","-0.734895736","-0.778046387"
"120"," 1.28455871"," 1.332530161"," 0.79323844"," 1.484750787"," 1.155081502"," 1.78658721"," 1.735572428"," 0.520132726"," 1.62560106"," 0.880507920","-0.564017729"," 1.904069998"," 0.8975624365"," 1.142187740"," 0.19390157"," 1.349964e+00"," 1.555544702"," 1.66256305"," 1.542427379"," 1.40120284"," 1.704929138"," 1.1551294522"," 0.763091075"," 1.3888093073"," 1.3151968837"," 1.79274832"," 0.718844180"," 0.991847668"," 1.519043840"," 0.1768646405"," 0.344061176"," 1.636497748"," 1.74109153"," 0.939391773"," 1.589486512"," 1.344103388"," 0.216470519"," 1.7038296018"," 1.370148613"," 0.673268583"," 1.222105220"," 0.73139918"," 1.208673960"," 1.262723144"," 1.435179833","-0.0237174620"," 1.280255358"," 0.048133169"," 1.33872376"," 1.2987287885"," 1.722741571"," 1.3048584133"," 1.940856489"," 0.5238471465","-0.754887947","-0.663228911"," 1.885426174"," 1.77797429"," 1.941303606"," 0.92486872"," 0.250073095"," 1.59657679"," 1.304159252"," 0.86603813"," 0.510196283"," 1.60327625"," 0.736414004"," 1.05916385"," 1.517144425"," 0.9579939400"," 1.078246169"," 0.83406520"," 1.974412409"," 0.567879777"," 1.280240724"," 0.932137583"," 1.224318871"," 2.001302416"," 1.664178685"," 1.048998715"," 0.476657874"," 1.620197729"," 0.720602302"," 0.509766215"," 0.7593737407"," 1.204718306"," 1.19490580"," 0.180950341"," 1.229955740"," 1.256960428"," 0.784120405"," 2.15826525"," 0.91549751"," 1.36143338"," 0.806292819"," 1.809077067"," 1.130738104"," 1.3370411287","-0.158563459"," 1.018633499"," 1.313062694"," 1.31121979"," 2.37484176"," 0.502522164"," 1.74319246"," 1.115343547"," 0.963577306"," 1.57155921"," 1.603936896"," 1.191126047"," 0.439178638"," 1.593395369"
"121","-0.79656650","-2.469919450","-1.29986539","-1.053221157","-1.114742289","-1.13953348","-1.469475529","-0.033360302","-0.96010754","-0.739481237","-1.368967757","-0.548223734","-0.0654932662","-1.211082967"," 0.79896459","-1.189323e+00","-0.939018917","-1.22139859","-0.491085660","-0.93596467","-1.160309774"," 0.2726551007","-0.827653431","-0.9227655658","-0.8623178880","-0.29221228","-0.844765389","-0.702251274","-0.670280462","-0.2952956349","-0.573217429","-1.233652364","-0.29564702","-0.364415759","-1.210299628","-1.089599086","-0.401653829","-1.3258144173","-1.278694066","-1.238717208","-1.468317328","-0.88357950","-1.372934827","-1.544468576","-0.962836926","-0.7478461225","-1.154316599","-0.126185688","-1.22579666","-0.9139922178","-0.900199633","-0.3630402382","-1.078108258","-1.2841627635"," 0.094067043","-0.476328631","-0.932467129","-1.83207052","-0.708483070","-0.53066534","-1.409922131"," 0.10244020","-1.207980378","-1.27469532","-0.740084685","-2.49361580","-0.347779417","-1.12447811","-0.859171122","-1.4216134200","-1.230561846","-0.56121048","-0.927998871","-1.138735055","-1.370177446","-0.755866143","-0.718934793","-1.121452523","-1.146553244","-0.657937406","-1.524019966","-0.162955156","-1.212309118","-0.311674188","-1.3791994757","-1.162948382","-0.81333860","-0.540551234","-1.731458114","-0.733168938","-0.617857477","-0.44960767","-0.91345280","-0.89793751","-0.725265325","-1.055485317","-1.228086246","-0.8002833529","-0.057484355","-1.031869224","-1.205691132","-2.12249307","-1.24907206"," 0.012412368","-0.87905769","-0.710412767","-0.671135712","-0.93060783","-0.896504516","-1.001781728","-0.556084991","-0.716881152"
"122","-1.26906663","-0.598384859","-1.01039219","-1.245633542","-1.779003290","-1.28257164","-1.211367698"," 0.710892859","-0.92952416","-0.975100204","-1.432583779","-0.853568725","-0.6163722902","-1.186666064","-0.82693364","-1.137335e+00","-0.590644878","-1.40652082","-0.983924880","-0.93053118","-1.207182377","-0.1787556437","-1.054422821","-0.7556238120","-1.0026786803","-0.58533518","-1.186615932","-0.889245270","-1.758389256","-0.6565693307","-1.111002147","-1.053272099","-1.15656471","-0.872622039","-1.306254293"," 0.036126522","-0.968730523","-1.2026376927","-1.158102288","-1.193920710","-1.676994932","-1.12750574","-1.018019455","-1.456592647","-1.461542191","-1.5938376406","-1.405330503","-0.405049760","-1.16924103","-0.9055747983","-1.139501252","-1.5390188239","-1.089761206","-1.5811742601","-0.583190636","-1.570286452","-0.837365439","-0.17872739","-0.905952971","-0.88993027","-0.846335213","-1.54440469","-0.744489365","-0.76713963","-0.593613226","-0.28568982","-1.104405724","-1.17686539","-0.971650021","-0.2773789733","-0.314483961","-1.67868135","-0.979385584","-1.323225828","-1.069678088"," 0.446430975","-0.504875798","-1.267695251","-1.135608772","-1.529734108"," 0.084779214","-0.639269022","-1.172827512","-1.055095161","-0.7087424090","-1.110916673","-0.65432604","-0.433037660","-1.411616189","-0.924044694","-1.367319765","-0.03614070","-0.78658559","-1.23193553","-0.307045007","-0.932211636","-1.454907390","-0.8142687039","-0.531265945","-1.283254914","-1.162996861","-0.98021154","-1.21149324","-1.232211213","-1.01520911","-1.301373415","-1.140040527","-0.76561849","-1.040606980","-0.482384390","-0.945671011","-0.886908392"
