"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"107","-12.344169174","-12.56560099","-12.199324879","-12.53778290","-12.047763327","-1.252694e+01","-12.595798608","-12.09504620","-12.573384409","-11.539502644","-11.93964942","-1.252274e+01","-12.384864821","-12.164735947","-12.66155886","-12.479136510","-12.220690655","-12.50218992","-1.229849e+01","-12.401526368","-1.255173e+01","-12.699800083","-12.21059033","-1.226646e+01","-12.579017596","-12.037064568","-11.503103646","-12.490846049","-12.592956356","-12.17718107","-11.99955780","-12.424838690"," -0.797170763","-12.410211626","-12.529381719"," -1.40926424","-12.248726058","-12.621949360","-12.51620566","-12.496859222","-12.56022566","-12.016952789","-12.423046991","-1.248477e+01","-1.250334e+01","-1.240577e+01","-12.31672495","-12.657814923","-12.488241242","-12.430161191","-12.163803380","-12.291053738","-12.470646056","-12.709941616","-12.17079335","-12.211099604","-12.57773918","-11.64900868","-12.559613051","-12.480300644","-12.45904543","-12.594849122","-12.62856130","-12.25427554","-12.39901170","-12.386593504","-12.416078873","-12.39600119","-12.304015146"," -2.070527280"," -0.72091238"," -1.00927658","-12.288422924","-12.36662638","-12.507509298","-1.199209e+01","-12.246168870","-12.370711172","-12.508363368","-11.332714038","-12.72721733","-12.646772944","-12.34777862","-12.672420992","-11.870643945","-12.21263102","-12.401526368"," -0.39967546","-11.614327889","-1.248096e+01","-12.511483313","-12.183756161","-1.218047e+01","-12.448998935","-12.407862077","-1.243368e+01","-12.370399941","-12.749250049","-12.525483762","-1.252808e+01","-12.346438290","-12.65508247","-12.642941848","-12.517314973","-1.209520e+01","-12.475014460","-12.495951921","-12.321373885","-12.516680735","-12.17917959","-11.6221349","-12.344648704"
"108"," -0.235568380","  0.08724260","-12.430648305"," -0.03550099"," -0.639768375","-4.224303e-01"," -0.360545528"," -0.89355179"," -0.205653816","-11.927275845","-10.94238432","-1.000927e-01","-12.042228198","  0.094121913","-12.64891602"," -0.021362915"," -0.305015858"," -0.32291756"," 3.372795e-01"," -0.548244746","-1.104453e-01","-12.326737653"," -0.42642380"," 2.372737e-01"," -0.168109273"," -0.564027646"," -1.076372141"," -0.210068402"," -0.353225020"," -1.14367174","  0.08333351"," -0.138613124"," -0.003088473","-12.237606195"," -0.219096731","  0.43221714","-12.264305068"," -0.098016809"," -0.36693318"," -0.163572329"," -0.25709971"," -1.327554624"," -0.345293870","-1.669559e-01"," 7.255545e-02","-1.245821e+01"," -0.16719997","-11.919355208"," -0.074286320"," -0.749601818"," -0.364134504"," -0.233873417"," -1.392820900","-11.461427217"," -0.13926129"," -0.585661958"," -0.17157715","  0.06280113","  0.109256223"," -0.689020313"," -0.45952736"," -1.943494654"," -0.56157217","-12.06423164","-11.80098258"," -0.169139858"," -0.578423745"," -0.19314976"," -0.267881690"," -0.851688286"," -0.28084105"," -0.47003112","  0.088536626"," -0.33568643"," -0.459968104","-3.214290e-01"," -0.792634606","  0.158474767"," -0.058101694"," -0.286561713","-12.27066512","-11.651554442","  0.02291655","  0.127152857","-11.695354368"," -0.23892327"," -1.791431276"," -0.98664791","  0.224027140","-1.382987e-01"," -0.480003518","  0.328750567","-1.255900e+01","  0.016140967"," -0.205011605","-7.327838e-01"," -0.445961965"," -0.131560819"," -0.378874002"," 1.612102e-01"," -0.448358452","  0.13814825","  0.263271577","-12.642835909"," 1.252942e-01","  0.174889883"," -0.552983939","  0.088024395","  0.037548229"," -1.09943742","-11.4657642"," -0.102002858"
"109","  0.421875867","  0.48416750"," -0.365289643","  0.55293401","  0.463345805"," 4.452533e-01","  0.481950440"," -0.58762553"," -0.120770393","  0.130259119","  0.57173544"," 1.480731e-01"," -0.002820603","  0.356982363","  0.26217594","  0.326769455","  0.344602053","  0.53308460"," 2.576557e-01","  0.243008182"," 3.347698e-01"," -0.371714387","  0.28504223"," 2.732597e-01","  0.240027472"," -0.540328866","  0.083660422"," -0.715717703","  0.215270261","-12.21939022"," -0.95561048","  0.487728475","  0.760392336","-12.084756910","  0.492737945","  0.08678590","-12.043338918","  0.452187813","  0.41440211","  0.716580283","  0.51105847"," -0.285075807","  0.623661176"," 5.664764e-01"," 4.122902e-01","-3.918227e-01","  0.48603022"," -1.637682490","  0.350843475","  0.384160087","  0.510720438"," -0.108086543","  0.215821876","  0.469267542","-11.37576368","-12.005999553"," -0.43160790","  0.69714746","  0.145779797","  0.326385185","  0.54868973","  0.294218044","  0.46872776","-12.24570168","  0.11817463","  0.583893441"," -0.045733896","  0.50958334","  0.317815884","  0.040743531","  0.13744891","  0.29113866","  0.076210235","  0.25353102","  0.576443222"," 1.798348e-01","  0.478753835","  0.538193406","  0.378890239","  0.259877432","-11.83494011","  0.181807586","  0.26991349"," -0.439608181","-11.077264416","  0.51308759","  0.206281483"," -0.49382635","  0.644537537"," 6.979635e-02","  0.593935784","  0.029422948"," 5.687503e-01","  0.228435380","  0.550482424"," 5.048364e-01","  0.730296409","  0.450664079","  0.375139566"," 1.959105e-02","  0.381870517","  0.46348370","  0.281779948","-11.424466545"," 1.925861e-01"," -0.026872574","  0.355260335","  0.205735232"," -0.091323553"," -0.32187195","-11.5291335","  0.019560073"
"110","-12.606967071","-12.74776389","-12.543981228","-12.76188296","-12.648271989","-1.277908e+01","-12.754971702","-12.45779845","-12.642200821","-12.603566918","-11.92650676","-1.280784e+01","  0.792572794","-12.734220138","-12.69154579","-12.802913539","-12.776764798","-12.77618843","-1.239591e+01","-12.803526517","-1.285147e+01","-12.711799961","-12.73135350","-1.281534e+01","-12.667796595","-12.798040619","-12.600289208","-12.748438789","-12.731873299","-12.36338599","-12.23304707","-12.727861013"," -1.344308848","-12.408139651","-12.772175118","-12.87794933","-12.318930130","-12.762580178","-12.76271975","-12.730834317","-12.78934544","-12.277119697","-12.646452392","-1.274548e+01","-1.268742e+01","-1.254525e+01","-12.62346628","-12.736448302","-12.803219920","-12.493917398","-12.543475352","-12.526617057","-12.757861048","-12.765520761","-12.14212765","-12.188362877","-12.84771923","-10.27735057","-12.834674360","-12.781986839","-12.64410888","-12.368649889","-12.67789824","-12.36825569","-12.35212282","-11.961782289","-12.551469249","-12.62073963","-12.871087150","-12.740275873","-12.63102831","-12.63610905","-12.831064789","-12.60472969","-12.680316432","-1.260096e+01","-12.771889867","-12.841315078","-12.834015839","-12.523869882","-12.64495960","-12.678242874","-12.68812287","-12.776476518","-11.954378103","-12.65968286","-12.570057155"," -0.68116031","-12.584632163","-1.257131e+01","-12.699920871","-12.678357812","-2.376463e-01","-12.716292702","-12.431917364","-1.274107e+01","-12.566310907","-12.857332460","-12.668133300","-1.270502e+01","-12.711551722","-12.79142840","-12.846701745","-12.514231773","-1.282329e+01","-12.739613535","-12.811262640","-12.827484972","-12.856985441","-12.20050913","-11.7166786","-12.834674360"
"111","-11.412789457","-12.40931359","-12.016871327"," -0.35630911"," -0.566520386","-7.162420e-01"," -1.123860372"," -0.37716011","-11.413648631","-12.168024666","-11.34652428","-1.262064e+01","-12.187229797","-12.324365359","-12.57610102"," -0.644755542","-12.528241196"," -0.64394743","-1.199955e+01"," -0.978295528","-2.707358e+00","-12.500507499"," -0.48297923","-1.253077e+01"," -0.765720130","-12.485430743","-12.244324279","-12.181791481"," -0.391553112","-12.14658147","-12.42368604"," -0.711991718","-12.040365650","-10.440620445"," -0.848303433"," -1.11478719","-12.292848054"," -0.441700351"," -0.58231426"," -0.416975381"," -0.74680472"," -1.739688981"," -1.466077146","-5.319438e-01","-3.812132e-01","-1.232269e+01"," -1.34029767"," -1.058188094"," -0.674133595"," -1.321922649"," -0.472906286","-11.697098690","-11.868924654","-12.461375773","-11.86309868","-12.048355770"," -0.91502463"," -0.31994576"," -0.287145563"," -0.493803533","-12.03807002","-12.321298098","-12.39867952","-12.27810193","  0.47974806"," -0.336757286","-12.601250675","-11.20975072"," -0.425858328","-11.988659367"," -1.84825913"," -0.35950928"," -0.537371501","-12.42721769","-10.959632284"," 4.126529e-04"," -0.252691997"," -0.523973286"," -1.222588991","-11.843760254"," -0.65016483","-12.242634990"," -0.66471105","-12.543222634","-11.304981738"," -0.75568440","-12.150399207","-12.31986066"," -0.242097122","-1.173607e+01"," -0.552171165"," -1.024335481","-1.116783e+01","-12.065330098","-12.392386153","-5.709184e-01","  0.346996683"," -0.880608235","-12.476239754","-1.219752e+01","-12.524756774","-12.55009815"," -0.742471919","-12.555695363","-2.604930e-01","-12.043298963"," -0.285268145","-12.663331950"," -0.350365098","-12.03192918","-11.6741380"," -0.284704009"
"112","  0.538352970","  0.54748007","  0.263244004","  0.35227375","  0.461577510"," 4.424485e-01","  0.405853593","-12.25190080","  0.181640911","  0.356589298","-12.04140531"," 5.062132e-01"," -0.460940853","  0.443067432","  0.09472677","  0.429651338","  0.201721581","  0.41263441"," 5.703573e-01","  0.602797170"," 8.651006e-02","  0.362388612","  0.46864615"," 4.910884e-01","  0.186646583","  0.242799613","  0.313673164","  0.461144785","  0.440491342"," -0.23628726"," -0.55632343","  0.589324960"," -0.131307108"," -0.024705307","  0.481842044","-12.00516927"," -2.306625902","  0.421916116","  0.34120491","  0.303826518","  0.43391331"," -0.214247588","  0.287366755"," 5.414422e-01"," 3.498287e-01","-1.242452e+01","  0.45568876","  0.124415567","  0.440372719","  0.404993611","  0.284861977","  0.446694063","  0.275394199","  0.277940918"," -0.60144081"," -0.486275066","  0.08567594","  0.52092026","  0.090128278","  0.315551757","  0.79498103","  0.140607871","  0.53694456","  0.40176567"," -0.03076883","  0.602604475","  0.353374639","  0.43048601","  0.172179688","  0.394873119","  0.49235419","  0.29040029","  0.110840976","  0.20476922","  0.294622946","-1.246449e+01","  0.375680073","  0.208045821","  0.107669684","  0.232162114"," -0.03245272","  0.075756394","  0.50700945","  0.094351008"," -0.744540887","  0.41486259","  0.286286100","  0.50480997","  0.629426205"," 2.483021e-01","  0.239466834","-12.519861228","-1.263946e+01","  0.165813241","  0.294776382"," 4.899459e-01","  0.647072472","  0.101078197","-12.687770315"," 3.871402e-01","  0.442228552","  0.52523989"," -0.315803208","  0.492378957"," 3.319768e-01","  0.346218765","  0.318882641","  0.339105172","  0.043017032","  0.08993785"," -1.9866925","  0.219306602"
"113","-12.488315448","-12.63475529"," -0.391175411","-12.72824768","-12.683329160","-1.273435e+01","-12.774177137","-12.51242368","-12.751148903","-12.468726441","-12.24838423","-1.279472e+01","-12.424165937","-12.473218813","-11.56450068","-12.653234176","-12.700162549","-12.71729743","-1.228788e+01","-12.856292234","-1.260415e+01","-12.546180192","-12.73723745","-1.279683e+01","-12.801384870","-12.624277479","-12.476239754","-12.638409671","-12.540201443","-12.24699831","-12.24341547","-12.739878349"," -0.394392796","-12.457141768","-12.700525317","-12.63736242","-12.319911018","-12.719945962","-12.71981948","-12.557432196","-12.73948119","-12.380645370","-12.650099242","-1.268812e+01","-1.256534e+01","-1.251470e+01","-12.63579627","-12.514783559","-12.663665211","-12.627435258","-12.552930798","-12.175191715","-12.231565323","-12.470788588","-12.01724117","-11.468979238","-12.69273238","-12.61434401","-12.519063919","-12.701736739","-12.71167582","-12.585745263","-12.57032598","-12.38498180","-12.37389283","-12.631957058","-12.606187543","-12.51675996","-12.725163922","-12.706984706","-12.59276753","-12.58938267","-12.713043290","-12.53446892","-12.656938667","-1.266389e+01","-12.629279398","-12.468478222","-12.592673152","-12.180913009","-12.56622210","-11.593473682","-12.73187330","-12.738291884","-11.999509639","-12.59636930","-12.671741167"," -1.21559170","-12.346063737","-1.251266e+01","-12.473577349","-12.331831924","-1.264945e+01","-12.610001028","-11.429896754","-1.270149e+01","-12.761047782","-12.597131385","  0.039891760","-1.270564e+01","-12.790236914","-12.79743533","-12.734612513","-11.918335256","-1.277189e+01","-12.660895819","-12.691072054","-12.625904433","-12.729539074","-11.99460684","-11.7467333","-12.809082599"
"115"," -0.985968191"," -0.06733650"," -0.148714849"," -0.61188421"," -0.271707714","-3.391105e-01"," -0.181774109"," -1.13945210"," -1.105191259"," -0.066374537","-12.18598866","-1.112300e+01"," -0.926232854"," -1.505610853","-12.46396420"," -0.247638489"," -1.208586450"," -0.32559636"," 1.263942e-02","-11.453116704","-2.323472e-01","-11.755062561"," -0.45977835","-1.153242e-01"," -0.104434808","-12.073297860"," -0.026736722"," -1.716726074"," -1.109962766","-12.26804287","-12.46667404"," -0.563910871","-12.153374776"," -0.485830964"," -0.263023730"," -1.05256966"," -1.166977302"," -0.227201545"," -0.12799806"," -0.319436896"," -0.17349906"," -1.418117396"," -1.016676282"," 2.658294e-02","-4.442751e-02","-1.166147e+01"," -0.33294690","-12.356784928"," -0.284428174","-11.907573024"," -0.005931458","  0.373361443"," -0.608908850"," -0.737750325","-11.45137126","-12.129699548","-11.49269140","  0.17706212"," -0.413673103","-12.081829112"," -0.39275332","-11.057028481"," -0.47107008","  0.33157527"," -1.05375407","  0.140209886"," -0.496396126"," -0.41554148"," -1.666870653"," -0.032848467"," -0.53568211","-11.78155837","-11.635979996"," -0.17685241"," -0.484372976"," 1.410086e-01"," -0.144172991"," -0.799246655"," -0.309800491"," -0.487014392","  0.26918928","-11.933033544"," -0.28058200","-11.787854470","-11.443437390"," -0.26317679","-12.041816557","-12.24540464"," -0.386547040","-8.531441e-01","-11.214783383"," -0.981239478","-1.180151e+01"," -1.052628205"," -1.204971144","-6.431267e-01","-11.878277082"," -0.129392400","-12.071972748","-1.194475e+01"," -0.244622949"," -0.03919426"," -0.670075144","-12.523547825","-1.223770e+00","-12.033033342"," -1.203007177"," -0.114056492","-12.138763071","-10.96979722","-11.6300077"," -0.738573746"
"116","-11.700820290"," -0.03239041","-12.291006620"," -0.66229451"," -0.676208581","-1.796706e-01"," -0.238291440","-12.42519150"," -1.152312675","-12.223242795","-12.19715578","-7.058675e-02","-12.182341430"," -0.146563730","-12.01724744"," -0.285564471"," -0.198586078"," -0.21741535","-1.179397e+01"," -0.289466267","-4.087646e-01"," -0.248572607"," -0.40491134","-5.001560e-02"," -0.546673581"," -0.972911284","-12.108105753"," -1.906670752","-11.877358171","-12.06641028","-12.41526271"," -0.466993141","-11.852945785","-11.764361404"," -0.373658485","-11.91335010","-12.251298392"," -0.046227918"," -0.09510957"," -0.140840750"," -0.11629358"," -1.456337577","-11.215809459"," 1.785709e-02","-7.679291e-01","-1.240897e+01"," -0.90227026","-11.998775790"," -0.284779729","-12.424101919"," -0.458703077","-11.861538181"," -1.216522510"," -1.126069187","-12.15876187","-12.208910044"," -0.25324993","-12.46600380"," -0.263162407"," -0.611227251"," -0.68926863"," -0.966576618"," -0.04200789","-12.32755693"," -1.47562187","-11.587016058","-11.542316169"," -0.69551003"," -0.405179567"," -0.396511204","-11.64241374"," -0.96929949"," -0.326243839","-12.14961596"," -1.161877021","-1.260231e+01"," -0.370635198"," -0.192503478"," -0.561849299","-12.139377408","-12.33095289"," -1.520443835"," -0.24941565","-12.397232973","-11.300364782"," -0.38107408","-12.443709785","-12.51723564"," -0.266287932","-4.659703e-01"," -0.777446128"," -0.629673084","-1.250914e+01","-11.232703062","-12.167350750","-1.078124e+01","  0.360809282"," -0.188045387","  0.020613137","-2.434940e-01"," -0.857534336"," -0.07934094","  0.006733712","-12.228025554","-1.555295e-01"," -0.269396910"," -0.544349727","-11.788854061"," -0.172376043"," -0.86673851","-11.5671721","  0.006934060"
"118","-12.523145589"," -1.41365785"," -0.615485907","-12.49769258","-12.325256638","-1.218361e+01"," -0.652642184","-12.28353269","-12.478700763","-12.477106754","-12.25129839","-1.223311e+01","-12.362052176","-12.245489489","-12.70846064","-12.447375023","-12.373693292"," -2.32743372","-1.844770e-01","-12.247552144","-1.234791e+01"," -1.422561399","-12.60173221","-9.618968e-02","-12.495498981","-12.756207640","-12.512580611","-12.471787622","-12.552586461","-12.18124223","-12.43795525","-12.139601774","-12.448321567","-11.906084847","-12.052410041","-11.91145846","-12.329946772","-12.258080488"," -0.19470543","-12.184806406","-10.94918582","-12.108098022","-11.083350966","-1.123686e+01","-1.252832e+01","-1.250311e+01"," -1.04875207","-12.539365940","-12.361830272","-12.457452706","-12.070304308","  0.108735771","-12.620035500","-12.026059502","-12.13287159","-12.208481245","-12.32492538","-12.30943779","-11.410000498","-12.648808619"," -0.91707256","-12.318503255","-12.47884596","-12.37701181","-12.18305741","-12.224130510","-12.269475301"," -0.43539827","-12.069567975","-12.345342295","-12.31537729","-12.55612892","-12.399011697","-12.19972563"," -0.811250817","-1.217978e+01","-12.551040316","-12.357443282","-12.288118591","-12.521380161","-12.00913965","-12.403994563","-12.40013090","-12.567912486","-11.795496529"," -0.90609691","-12.625497123"," -0.46035977","-12.317350282","-1.220862e+01","-12.358267632","-12.318227266","-1.154913e+01","-12.548219935","-11.678352065","-1.208875e+01","-12.389953291","-12.263441945","-12.647843162","-1.134906e+01","-12.429544963","-11.76687345","-12.677898241","-12.644108879","-1.195286e+01","-12.076089518","-12.701130606"," -0.115191630","-11.503723636","-12.07403340","-11.7142106","-12.366290045"
"119","-12.685777866","-12.75360255","-12.648271989","-12.62539536","-12.597894812","-1.265869e+01","-12.725291976"," -0.55718923","-12.699800083","-12.563742943","-12.28538915","-1.244047e+01","-12.151440047","-12.687652859","-12.48117580","-12.682167944","-12.623061251","-12.67572190","-1.263600e+01","-12.690835381","-1.268333e+01","-12.371958331","-12.58667503","-1.252315e+01","-12.720325646","-12.738028035","-12.558564874","-12.789642398","-12.709570899","-12.00440144","-12.35282846","-12.638724339","-12.548560825","-12.457729283","-12.668582648","-11.58690429","-12.293487297","-12.691190439","-12.68965395","-12.674466874","-12.78140350","-12.263508278","-12.565689662","-1.275759e+01","-1.269392e+01","-1.256658e+01","-12.67629356","-11.482577431","-12.656173390","-12.509297001","-12.403475382","-12.642835909","-12.653234176","-12.724013134","-12.14840131","-12.222960720","-11.97045080","-12.54187729","-12.513366096","-12.581585765","-12.61792995","-12.641461056","-12.62124327","-12.40494290","-12.00913965","-12.487055656","-12.669032461","-12.69763162","-12.329740677","-12.429966498","-12.54592590","-12.52370882","-12.564184614","-12.65924262","-12.559963006","-1.214097e+01","-12.346090480","-12.650745995","-12.690244263","-12.672420992","-12.71192413","-12.226337471","-12.63216372","-12.524272790","-11.973082617","-12.67824287","-12.477540904","-12.59503885","-12.736974242","-1.257239e+01","-12.660344054","-12.321500225","-1.233869e+01","-12.696551432","-12.447476340","-1.243493e+01","-12.657705295","-12.618831077","-11.963779354","-1.267905e+01","-12.593996357","-12.71043640","-12.717171714","-12.054475371","-1.250969e+01","-12.679854785","-12.574107179","-12.488389668","-11.567597265","-12.11910530","-11.7444118","-12.664332501"
"120","  0.060010923","  0.15143301"," -0.425195936","  0.18706202","  0.008797717"," 3.261679e-01","  0.309931807","-11.53232832","  0.260042614"," -0.340753014","-12.24684932"," 5.196862e-01"," -0.696584386","  0.022535976","-11.95504058","  0.134677444","  0.199227265","  0.27722428"," 3.232711e-01","  0.161024285"," 3.010989e-01"," -0.028208967"," -0.30237822"," 1.615133e-01","  0.110978972","  0.307777187"," -0.532081762"," -0.065528023","  0.216372036","-11.86580052","-11.44061432","  0.230382001","  0.148704479"," -0.427818238","  0.239741970","  0.13930264","-12.041219707","  0.292783057","  0.12765039"," -0.391156473","  0.07146057"," -0.725976801","  0.009966188"," 9.094219e-02"," 1.653578e-01","-1.217724e+01","  0.10318245","-12.118170703","  0.123894539","  0.055942208","  0.263855250","  0.063189118","  0.361525199"," -0.664089269","-12.13388762","-12.191929959","  0.41009410","  0.44819816","  0.406249654"," -0.133522263","-11.26851321","  0.174401560","  0.08074750"," -1.25924122"," -1.72524564","  0.341901764"," -0.418303020"," -0.03932253","  0.231093625"," -0.112138563"," -0.03826995"," -0.31996060","  0.414190566"," -0.72259522","  0.054998395","-2.013981e-01","  0.040358464","  0.437535799","  0.281962463"," -0.211581839"," -0.99948392","  0.255379618"," -0.30321022"," -0.586644133","-11.103145281","  0.05326240"," -0.043637151","-11.94811838","  0.056064586"," 5.907940e-02"," -0.302122905","  0.455364045","-3.187942e-01","  0.127059100"," -0.314017242"," 3.025182e-01","  0.003084532","  0.124094841","-12.467769805","-5.600924e-02","  0.094219578","  0.13297316","  0.566576524"," -1.520214604"," 3.571634e-01","  0.003057136"," -0.104915016","  0.247659681","  0.282766714"," -0.57591200","-11.5987218","  0.276456362"
"121","-12.621545740","-12.92197101","-12.651826062","-12.71080785","-12.719945962","-1.274267e+01","-12.810326996","-12.28390335","-12.669595383","-12.527915882","-12.29079465","-1.262652e+01","-12.199649271","-12.755383291"," -0.36709408","-12.752510329","-12.664777931","-12.76076974","-1.258076e+01","-12.694995891","-1.274925e+01","-11.615329679","-12.64506606","-1.269715e+01","-12.670723422","-12.405862631","-12.547794198","-12.633509405","-12.605701047","-12.14125068","-12.44090615","-12.733305971","-12.316300235","-12.327710719","-12.756758077","-12.72542007","-12.244853532","-12.779658177","-12.75799912","-12.745074756","-12.80753210","-12.437426875","-12.741736580","-1.282009e+01","-1.268742e+01","-1.246540e+01","-12.75060553","-12.308774652","-12.757033557","-12.642941848","-12.635692056","-12.451582613","-12.676064805","-12.727989865","-12.00361067","-12.173822552","-12.71554068","-12.61285856","-12.628971497","-12.551297625","-12.73566059","-12.016307771","-12.72133976","-12.38824068","-12.37469190","-12.633716805","-12.395761245","-12.73148339","-12.681704325","-12.778788137","-12.73882006","-12.50875214","-12.709941616","-12.63092523","-12.744137477","-1.262438e+01","-12.606674584","-12.755383291","-12.744137477","-12.492266657","-12.72210190","-12.359479514","-12.75827538","-12.443776760","-12.017761982","-12.74040846","-12.593523320","-12.45583137","-12.827484972","-1.261187e+01","-12.564803708","-12.493541679","-1.258640e+01","-12.661006257","-12.594754288","-1.268883e+01","-12.744940735","-12.650961794","-12.419263997","-1.272159e+01","-12.734481682","-12.89502635","-12.778209078","-12.265192107","-1.270441e+01","-12.626312126","-12.607064610","-12.697511464","-12.701615445","-12.22625628","-11.7319790","-12.644321404"
"122","-12.734350890","-12.60163586","-12.600673539","-12.75169296","-12.827484972","-1.277218e+01","-12.762719755"," -1.07681030","-12.662777083","-12.586488918","-12.29261154","-1.271906e+01","-12.374663337","-12.750605526","-12.61167385","-12.741603585","-12.552242397","-12.79532344","-1.270871e+01","-12.693564936","-1.275883e+01","-12.357168847","-12.70246522","-1.264624e+01","-12.709694436","-12.553706555","-12.618530492","-12.690835381","-12.824899878","-12.24151944","-12.55839042","-12.694279824","-12.552672520","-12.426315993","-12.775900530","-12.09176544","-12.316724948","-12.755520574","-12.73382812","-12.736316917","-12.83765012","-12.477034438","-12.673670107","-1.280630e+01","-1.278521e+01","-1.258205e+01","-12.79864675","-12.482345418","-12.745477066","-12.640827974","-12.689535982","-12.740806471","-12.678472781","-12.773317999","-12.12063827","-12.233851793","-12.68906443","-12.42973947","-12.688828853","-12.678472781","-12.61802998","-12.714415075","-12.61335315","-12.34941945","-12.33769434","-12.464420519","-12.650099242","-12.74240217","-12.712172586","-12.431949953","-12.44656534","-12.74001082","-12.724013134","-12.66233370","-12.687887803","-1.125465e+01","-12.522824068","-12.785503413","-12.741736580","-12.670159036","-12.10636215","-12.563831241","-12.74992726","-12.731353497","-11.951905457","-12.72953907","-12.549158028","-12.41894759","-12.781695072","-1.266892e+01","-12.748438789","-12.191105621","-1.256472e+01","-12.726446163","-12.432341209","-1.265836e+01","-12.781986839","-12.655518510","-12.579933057","-1.277418e+01","-12.726061093","-12.71868274","-12.770750733","-12.628049102","-1.273948e+01","-12.774177137","-12.739481189","-12.648379262","-12.738687957","-12.09994978","-11.7566187","-12.696311755"
